chr,TnG_start,TnG_end,peaks
chr15,12010879,12010897,[21452]
chr15,12117173,12117191,[21401]
chr15,12117231,12117249,[21401]
chr15,16353344,16353362,[21101]
chr15,22103376,22103394,[21180]
chr15,22103650,22103668,[21180]
chr15,24244078,24244096,[20833]
chr15,25740411,25740429,[20589]
chr15,25949153,25949171,[20866]
chr15,27468287,27468305,[20661]
chr15,27725734,27725752,[20998]
chr15,29136080,29136098,[20766]
chr15,29423001,29423019,[20738]
chr15,32884222,32884240,[20977]
chr15,35529633,35529651,[20942]
chr15,36364188,36364206,[21280]
chr15,36580686,36580704,[20708]
chr15,39221021,39221039,[20727]
chr15,41832642,41832660,[20955]
chr15,42523365,42523383,[21119]
chr15,43167205,43167223,[20794]
chr15,43477690,43477708,[21274]
chr15,47775399,47775417,[20849]
chr15,48902678,48902696,[20918]
chr15,50662280,50662298,[20717]
chr15,53065920,53065938,[20563]
chr15,53127801,53127819,[21189]
chr15,53127841,53127859,[21189]
chr15,53157705,53157724,[21364]
chr15,53328140,53328158,[21085]
chr15,55829192,55829211,[21441]
chr15,55848448,55848466,[20568]
chr15,58145465,58145483,[20528]
chr15,58416403,58416421,[20486]
chr15,59106211,59106229,[20819]
chr15,59936695,59936713,[20489]
chr15,60102130,60102148,[20780]
chr15,60324888,60324906,[21110]
chr15,61128964,61128982,[20600]
chr15,61322204,61322222,[20858]
chr15,61413650,61413668,[20444]
chr15,62457415,62457434,[20863]
chr15,62824203,62824221,[21028]
chr15,64313342,64313360,[21461]
chr15,64313453,64313471,[21461]
chr15,65324525,65324543,[21024]
chr15,66861280,66861298,[21446]
chr15,66861721,66861740,[21446]
chr15,70453612,70453630,[21109]
chr15,70453731,70453749,[21109]
chr15,71256596,71256614,[21185]
chr15,73118260,73118278,[21230]
chr15,73149828,73149846,[21219]
chr15,73506356,73506375,[20526]
chr15,73581264,73581283,[20522]
chr15,75909405,75909423,[21381]
chr15,76317391,76317409,[21265]
chr15,77225809,77225827,[20555]
chr15,78391052,78391070,[21138]
chr15,78587714,78587733,[20831]
chr15,78683790,78683808,[20868]
chr15,79577980,79577998,[20634]
chr15,80310201,80310219,[20472]
chr15,80513827,80513845,[20696]
chr15,80897235,80897254,[21182]
chr15,81302688,81302706,[20984]
chr15,83602623,83602653,[21373]
chr15,83919639,83919657,[21322]
chr15,89076005,89076023,[20660]
chr15,90224117,90224136,[21327]
chr15,90459167,90459185,[20900]
chr15,91665215,91665233,[20715]
chr15,93959742,93959760,[20975]
chr15,94493969,94493987,[21141]
chr15,95773591,95773610,[20480]
chr15,96566216,96566234,[21087]
chr15,97246849,97246867,[21253]
chr15,97246908,97246926,[21253]
chr15,97322490,97322508,[20562]
chr15,97429446,97429464,[21120]
chr15,97578038,97578057,[20813]
chr15,97836804,97836822,[21158]
chr15,99393910,99393928,[21475]
chr15,99416947,99416966,[20946]
chr15,100060773,100060792,[21217]
chr15,100182196,100182214,[20919]
chr15,100265652,100265670,[20557]
chr15,101041083,101041101,[21213]
chr15,101243006,101243025,[20448]
chr15,103258357,103258375,[21122]
chr15,103788646,103788664,[20552]
chr16,7112801,7112819,[21609]
chr16,11177652,11177670,[22040]
chr16,11224809,11224827,[21671]
chr16,11501135,11501154,[21741]
chr16,13027284,13027302,[22313]
chr16,14379949,14379967,[21834]
chr16,18388240,18388258,[21757]
chr16,20930429,20930448,[21526]
chr16,20991041,20991059,[21631]
chr16,21232862,21232880,[22270]
chr16,23144468,23144486,[22164]
chr16,23989789,23989807,[22350]
chr16,24212947,24212965,[21989]
chr16,24539019,24539037,[22105]
chr16,24819736,24819754,[21807]
chr16,25211749,25211767,[21594]
chr16,27198824,27198842,[21488]
chr16,28775302,28775320,[22085]
chr16,30124523,30124541,[21660]
chr16,30326417,30326435,[21589]
chr16,30439153,30439171,[21853]
chr16,31022453,31022471,[21595]
chr16,32062245,32062264,[22173]
chr16,32068109,32068127,[22250]
chr16,35941624,35941642,[21722]
chr16,36008360,36008378,[21486]
chr16,36071011,36071030,[21703]
chr16,37437335,37437353,[22017]
chr16,38029199,38029217,[21919]
chr16,38131682,38131701,[22353]
chr16,40569081,40569099,[21522]
chr16,41025291,41025309,[22058]
chr16,44495871,44495889,[21875]
chr16,45176507,45176525,[21867]
chr16,45223754,45223772,[22341]
chr16,45347885,45347903,[21988]
chr16,46009598,46009617,[21604]
chr16,46010868,46010887,[22376]
chr16,48595185,48595203,[21517]
chr16,48786323,48786341,[21979]
chr16,49937696,49937714,[22285]
chr16,49938118,49938137,[22285]
chr16,51857852,51857870,[21677]
chr16,52056230,52056248,[21653]
chr16,52143067,52143085,[22314]
chr16,53336429,53336447,[21507]
chr16,55838275,55838293,[22401]
chr16,56932543,56932561,[22160]
chr16,57317953,57317971,[21602]
chr16,57585277,57585295,[22158]
chr16,58796619,58796637,[21513]
chr16,60024533,60024551,[21673]
chr16,64764566,64764584,[21708]
chr16,64800447,64800465,[21801]
chr16,64800540,64800558,[21801]
chr16,64836106,64836124,[22327]
chr16,64836332,64836351,[22327]
chr16,65449858,65449876,[21537]
chr16,65496885,65496903,[21557]
chr16,70674288,70674306,[21667]
chr16,70787996,70788014,[21531]
chr16,76333975,76333993,[21787]
chr16,76422658,76422677,[21534]
chr16,80470386,80470404,[21566]
chr16,85193889,85193907,[22073]
chr16,90245025,90245043,[21577]
chr16,90728048,90728066,[22400]
chr16,90934901,90934920,[22297]
chr16,91044679,91044697,[22212]
chr16,91352170,91352188,[21839]
chr16,91484662,91484688,[22354]
chr16,92701973,92701991,[21657]
chr16,93803952,93803970,[21599]
chr16,93898784,93898802,[21637]
chr16,94332122,94332140,[22166]
chr16,94332383,94332401,[22166]
chr16,94596703,94596721,[22096]
chr16,95901616,95901634,[21931]
chr16,96191703,96191721,[22393]
chr16,97262614,97262632,[21960]
chr16,97272485,97272504,[21628]
chr17,3122925,3122943,[22439]
chr17,3679147,3679165,[23456]
chr17,3679169,3679187,[23456]
chr17,4624134,4624152,[22987]
chr17,4778597,4778615,[23420]
chr17,5249350,5249368,[23152]
chr17,5641352,5641370,[22943]
chr17,5813531,5813549,[23561]
chr17,5943439,5943457,[22611]
chr17,6778467,6778486,[23540]
chr17,7927767,7927785,[23572]
chr17,8128309,8128327,[23004]
chr17,9089106,9089124,[22433]
chr17,9582733,9582751,[22922]
chr17,11628885,11628903,[22556]
chr17,12623242,12623260,[23058]
chr17,12623463,12623481,[23058]
chr17,12770047,12770065,[23365]
chr17,12915879,12915897,[23525]
chr17,14527668,14527686,[23333]
chr17,16739921,16739939,[23154]
chr17,18998819,18998837,[22511]
chr17,25184302,25184320,[23066]
chr17,25240886,25240904,[23063]
chr17,27134182,27134200,[23439]
chr17,27908247,27908265,[23240]
chr17,28080755,28080773,[22919]
chr17,29437649,29437667,[23262]
chr17,29769116,29769134,[23496]
chr17,29973466,29973484,[23350]
chr17,29979680,29979698,[23391]
chr17,30411077,30411095,[22432]
chr17,31011757,31011776,[23444]
chr17,31248999,31249017,[22745]
chr17,32031928,32031946,[22697]
chr17,32536400,32536419,[22786]
chr17,32536478,32536496,[22786]
chr17,33254836,33254855,[23077]
chr17,33289833,33289852,[23242]
chr17,33951370,33951388,[23193]
chr17,34171457,34171476,[23510]
chr17,34589618,34589636,[23282]
chr17,35354208,35354226,[23571]
chr17,35941612,35941630,[22667]
chr17,37561682,37561700,[22485]
chr17,39286386,39286404,[22900]
chr17,43699529,43699547,[23235]
chr17,45573528,45573546,[23489]
chr17,46056557,46056575,[22731]
chr17,46160884,46160902,[23308]
chr17,47923601,47923620,[22636]
chr17,48043942,48043961,[22603]
chr17,48426010,48426028,[23381]
chr17,48533775,48533793,[23074]
chr17,49164601,49164619,[22874]
chr17,50141964,50141982,[23377]
chr17,51322930,51322948,[23062]
chr17,51735455,51735473,[23169]
chr17,51880224,51880242,[23187]
chr17,51893154,51893172,[23019]
chr17,52125631,52125650,[23012]
chr17,52150571,52150590,[23001]
chr17,52449015,52449033,[22769]
chr17,55871520,55871538,[22577]
chr17,56627559,56627577,[23278]
chr17,58090282,58090300,[23232]
chr17,64248481,64248499,[22662]
chr17,65929389,65929407,[23044]
chr17,66101789,66101807,[23587]
chr17,66102393,66102411,[23587]
chr17,69025311,69025329,[23229]
chr17,71062190,71062208,[22599]
chr17,73175983,73176001,[22846]
chr17,73815070,73815088,[23293]
chr17,73871638,73871656,[22809]
chr17,73902346,73902364,[22566]
chr17,74429140,74429158,[23199]
chr17,74717740,74717758,[22758]
chr17,77344267,77344285,[22744]
chr17,79000074,79000092,[22438]
chr17,83646978,83646996,[23371]
chr17,84163165,84163183,[23357]
chr17,84330796,84330814,[23366]
chr17,85170708,85170726,[23239]
chr17,86757846,86757865,[22980]
chr17,87283322,87283340,[23514]
chr17,88057846,88057864,[23110]
chr17,88123939,88123957,[22842]
chr17,88441505,88441523,[23599]
chr17,88753156,88753174,[23069]
chr17,90923353,90923371,[22587]
chr18,4312733,4312751,[23729]
chr18,4313988,4314007,[23921]
chr18,5688494,5688513,[23982]
chr18,6764890,6764908,[24250]
chr18,7911030,7911048,[23998]
chr18,9469489,9469507,[24065]
chr18,10700964,10700982,[23882]
chr18,10726740,10726758,[23966]
chr18,11656695,11656713,[23619]
chr18,19002976,19002994,[23742]
chr18,19598088,19598106,[23868]
chr18,19598108,19598126,[23868]
chr18,20958928,20958946,[23937]
chr18,31788865,31788883,[24204]
chr18,32020761,32020779,[23609]
chr18,32598440,32598458,[24125]
chr18,32810753,32810771,[23919]
chr18,32945798,32945817,[23987]
chr18,32990878,32990896,[24191]
chr18,34663209,34663227,[23877]
chr18,35910536,35910554,[24047]
chr18,37814500,37814518,[23924]
chr18,37815253,37815271,[24149]
chr18,38420047,38420065,[23979]
chr18,39426048,39426066,[23874]
chr18,42274924,42274942,[24257]
chr18,42869137,42869155,[23908]
chr18,44737302,44737320,[24010]
chr18,46630891,46630909,[23748]
chr18,48256632,48256650,[23913]
chr18,49091133,49091151,[24145]
chr18,49980064,49980083,[24101]
chr18,51247241,51247259,[23889]
chr18,56455630,56455648,[24057]
chr18,56469052,56469070,[23932]
chr18,56726576,56726594,[23847]
chr18,56726713,56726731,[23847]
chr18,56925837,56925855,[24228]
chr18,58773691,58773709,[23736]
chr18,58784699,58784717,[24142]
chr18,60767479,60767497,[23886]
chr18,60849303,60849322,[24082]
chr18,60952764,60952782,[24123]
chr18,62164759,62164777,[24096]
chr18,62204039,62204057,[24085]
chr18,62699151,62699169,[23852]
chr18,63860149,63860168,[23792]
chr18,64501084,64501102,[23773]
chr18,65405526,65405544,[23853]
chr18,66321530,66321548,[23981]
chr18,67931981,67931999,[23756]
chr18,68064040,68064058,[23656]
chr18,68227658,68227677,[24206]
chr18,68624330,68624348,[23646]
chr18,68686961,68686979,[23973]
chr18,68969277,68969296,[24130]
chr18,71463584,71463602,[23657]
chr18,71566498,71566516,[23672]
chr18,71658434,71658452,[23993]
chr18,75353991,75354009,[24211]
chr18,75367124,75367142,[24286]
chr18,75368132,75368150,[24286]
chr18,75383586,75383604,[23710]
chr18,75419746,75419764,[24159]
chr18,77608847,77608865,[23797]
chr18,77742888,77742906,[23944]
chr18,78239749,78239767,[23625]
chr18,79258145,79258163,[24014]
chr18,79905363,79905381,[24172]
chr18,80200848,80200866,[24135]
chr18,80649727,80649745,[23869]
chr18,80718540,80718558,[24035]
chr18,81568664,81568682,[23888]
chr18,82462117,82462135,[24042]
chr18,82765654,82765673,[24100]
chr18,84294338,84294356,[23770]
chr18,84951508,84951526,[24244]
chr18,87293285,87293303,[23691]
chr18,87380601,87380619,[23631]
chr18,88408589,88408607,[23626]
chr18,90310593,90310611,[23793]
chr19,3325343,3325361,[24899]
chr19,3890405,3890423,[24642]
chr19,4048020,4048039,[24477]
chr19,4052250,4052268,[24672]
chr19,4145129,4145147,[24873]
chr19,5610115,5610134,[24719]
chr19,5877852,5877870,[24799]
chr19,6126535,6126554,[24722]
chr19,6418760,6418778,[24939]
chr19,8770930,8770949,[24607]
chr19,8786987,8787005,[24496]
chr19,8819197,8819216,[25098]
chr19,8898703,8898721,[25050]
chr19,9939050,9939068,[24940]
chr19,10556066,10556085,[24752]
chr19,10732039,10732057,[24776]
chr19,10739745,10739763,[24452]
chr19,10740289,10740307,[25031]
chr19,10777175,10777193,[24658]
chr19,11505572,11505590,[25063]
chr19,11533971,11533989,[25038]
chr19,16150773,16150791,[24416]
chr19,16231588,16231606,[24577]
chr19,16510038,16510056,[24604]
chr19,16776265,16776283,[24402]
chr19,16998232,16998250,[24399]
chr19,18618973,18618992,[24951]
chr19,18811641,18811659,[24926]
chr19,18811919,18811937,[24926]
chr19,21036680,21036698,[24547]
chr19,22857255,22857273,[24660]
chr19,22975814,22975833,[24396]
chr19,23208389,23208407,[24290]
chr19,24660991,24661009,[24393]
chr19,26950766,26950784,[24293]
chr19,26950826,26950844,[24293]
chr19,28009938,28009956,[24724]
chr19,29210410,29210428,[25051]
chr19,30043768,30043786,[24865]
chr19,30154456,30154474,[24337]
chr19,31210792,31210811,[24965]
chr19,32123213,32123231,[24845]
chr19,32197252,32197270,[25008]
chr19,32257700,32257719,[24356]
chr19,32937060,32937079,[24692]
chr19,33114405,33114423,[24585]
chr19,34493005,34493023,[24588]
chr19,36082963,36082981,[24628]
chr19,36834986,36835004,[25070]
chr19,36996196,36996215,[24673]
chr19,37376786,37376804,[25090]
chr19,38373110,38373128,[24400]
chr19,38872941,38872959,[24351]
chr19,40589648,40589666,[24746]
chr19,41803634,41803653,[24403]
chr19,43687244,43687262,[24352]
chr19,44091365,44091383,[24456]
chr19,44091475,44091494,[24456]
chr19,44545017,44545035,[24619]
chr19,44566711,44566729,[24638]
chr19,44865617,44865635,[24338]
chr19,45440248,45440266,[24409]
chr19,45626457,45626475,[24326]
chr19,46150892,46150910,[24519]
chr19,46382069,46382087,[24428]
chr19,46620090,46620108,[24994]
chr19,47538893,47538911,[24558]
chr19,47795224,47795242,[24688]
chr19,48576214,48576232,[24732]
chr19,51178950,51178968,[24582]
chr19,52473057,52473075,[24611]
chr19,53460451,53460469,[24450]
chr19,53713070,53713088,[24805]
chr19,53922403,53922421,[24764]
chr19,57095777,57095796,[24573]
chr19,57356894,57356912,[24778]
chr19,57803015,57803033,[24430]
chr19,59315276,59315294,[24795]
chr19,59325329,59325347,[24681]
chr19,59339782,59339800,[24434]
chr19,59925913,59925931,[24989]
chr19,60756833,60756851,[25099]
chr2,3417689,3417708,[2450]
chr2,3728103,3728121,[3191]
chr2,5158584,5158602,[2192]
chr2,6021884,6021903,[2791]
chr2,6337780,6337798,[2174]
chr2,6357667,6357685,[2777]
chr2,7401832,7401850,[2710]
chr2,8896900,8896918,[2688]
chr2,9889477,9889495,[2425]
chr2,10153209,10153227,[3500]
chr2,11689486,11689504,[2011]
chr2,13558558,13558576,[2900]
chr2,14959597,14959615,[2127]
chr2,15055843,15055861,[3688]
chr2,15258334,15258352,[2103]
chr2,16461254,16461272,[2231]
chr2,17873269,17873287,[2247]
chr2,18065183,18065202,[2280]
chr2,18958053,18958072,[3382]
chr2,22784366,22784385,[3582]
chr2,23049575,23049593,[2377]
chr2,23848409,23848427,[1948]
chr2,24447804,24447822,[1958]
chr2,25535006,25535025,[3672]
chr2,26408670,26408689,[3643]
chr2,27404414,27404432,[2548]
chr2,27552574,27552592,[3286]
chr2,27994890,27994908,[2441]
chr2,28755659,28755677,[2770]
chr2,29489435,29489453,[2718]
chr2,29629253,29629271,[2731]
chr2,29936011,29936029,[2438]
chr2,30093881,30093899,[2905]
chr2,30129098,30129117,[2285]
chr2,30547641,30547659,[3602]
chr2,30676876,30676894,[2392]
chr2,31088531,31088549,[3351]
chr2,31108375,31108393,[3160]
chr2,31929952,31929970,[1880]
chr2,32151653,32151671,[3307]
chr2,35169001,35169030,[3328]
chr2,35169230,35169248,[3328]
chr2,35233356,35233375,[2244]
chr2,38512041,38512059,[2625]
chr2,42569601,42569619,[2709]
chr2,43737852,43737871,[2999]
chr2,44748030,44748048,[2236]
chr2,45789719,45789738,[1950]
chr2,47418462,47418480,[3513]
chr2,48395130,48395148,[1930]
chr2,48477070,48477088,[2763]
chr2,50741285,50741303,[3304]
chr2,52086067,52086085,[2220]
chr2,52224305,52224323,[3683]
chr2,52561657,52561675,[3146]
chr2,54779836,54779854,[2495]
chr2,57117928,57117946,[2364]
chr2,59527854,59527872,[2506]
chr2,60256624,60256642,[2399]
chr2,61271501,61271520,[2160]
chr2,61483843,61483861,[2892]
chr2,61810404,61810422,[2504]
chr2,62352166,62352184,[3334]
chr2,62540386,62540404,[2067]
chr2,65001232,65001250,[3234]
chr2,70489604,70489622,[2472]
chr2,70538510,70538528,[2024]
chr2,70836043,70836061,[3680]
chr2,71358875,71358893,[2645]
chr2,71715925,71715943,[2263]
chr2,72114078,72114097,[3261]
chr2,72137363,72137381,[3346]
chr2,72144908,72144926,[2837]
chr2,72315364,72315382,[2114]
chr2,72725193,72725211,[2531]
chr2,72886255,72886273,[2052]
chr2,73385463,73385481,[2501]
chr2,73716272,73716290,[3217]
chr2,73775885,73775903,[3453]
chr2,73856396,73856414,[2666]
chr2,75073224,75073243,[3702]
chr2,75975497,75975515,[2508]
chr2,76013681,76013699,[1978]
chr2,76254841,76254859,[2211]
chr2,77305373,77305391,[2909]
chr2,78835264,78835282,[2614]
chr2,79010147,79010166,[2262]
chr2,79248623,79248641,[2414]
chr2,79270564,79270582,[3467]
chr2,84025511,84025529,[1872]
chr2,84793740,84793758,[2372]
chr2,85036922,85036940,[3377]
chr2,86784013,86784031,[2456]
chr2,87570852,87570870,[2104]
chr2,89017048,89017066,[3564]
chr2,90667877,90667895,[2488]
chr2,90756400,90756418,[2512]
chr2,91954093,91954111,[2229]
chr2,92212616,92212634,[2169]
chr2,92255483,92255501,[2914]
chr2,92442915,92442933,[2255]
chr2,93186887,93186905,[3675]
chr2,93438084,93438102,[2138]
chr2,93454739,93454758,[3580]
chr2,97701619,97701637,[2253]
chr2,101990510,101990528,[2853]
chr2,102896072,102896090,[2475]
chr2,103012822,103012840,[2732]
chr2,103049205,103049223,[2297]
chr2,104179846,104179864,[1969]
chr2,104455366,104455384,[2734]
chr2,106649199,106649217,[2117]
chr2,111668222,111668240,[2034]
chr2,112238718,112238736,[2863]
chr2,112284888,112284906,[3159]
chr2,114119549,114119568,[2188]
chr2,117433345,117433363,[2520]
chr2,118100906,118100924,[1987]
chr2,118479981,118480000,[3422]
chr2,118620722,118620740,[2321]
chr2,119046932,119046951,[3527]
chr2,119239357,119239375,[3293]
chr2,119239404,119239422,[3293]
chr2,121013811,121013829,[2275]
chr2,121110997,121111015,[3038]
chr2,122028167,122028185,[3673]
chr2,122652295,122652313,[3143]
chr2,123110364,123110382,[2300]
chr2,123876206,123876224,[2091]
chr2,125859341,125859359,[3528]
chr2,126597640,126597659,[3155]
chr2,127134254,127134272,[3207]
chr2,127134382,127134400,[3207]
chr2,127252388,127252406,[2281]
chr2,127389930,127389948,[2923]
chr2,127927915,127927933,[3658]
chr2,128395750,128395768,[3589]
chr2,128422740,128422759,[2965]
chr2,133393103,133393121,[2702]
chr2,135874128,135874146,[2460]
chr2,136754196,136754214,[2509]
chr2,137418249,137418267,[1954]
chr2,143916613,143916631,[2436]
chr2,144600393,144600411,[3524]
chr2,144712192,144712210,[3028]
chr2,147860701,147860719,[3404]
chr2,150136359,150136377,[3544]
chr2,152775576,152775594,[3244]
chr2,152775613,152775631,[3244]
chr2,152848486,152848504,[3002]
chr2,153345169,153345187,[3710]
chr2,153350957,153350975,[2864]
chr2,153865738,153865756,[2439]
chr2,154658252,154658270,[2699]
chr2,155553307,155553325,[2924]
chr2,157119331,157119349,[3208]
chr2,158166923,158166941,[2990]
chr2,158674810,158674828,[2644]
chr2,161512130,161512148,[2383]
chr2,161959836,161959854,[1982]
chr2,163238241,163238259,[2862]
chr2,164544682,164544700,[3327]
chr2,164822713,164822731,[3194]
chr2,166031729,166031748,[3482]
chr2,166886337,166886355,[2227]
chr2,167742712,167742730,[2632]
chr2,168229696,168229715,[3017]
chr2,169778882,169778900,[2151]
chr2,169786353,169786371,[2357]
chr2,170169119,170169137,[3386]
chr2,173077051,173077069,[2695]
chr2,173452168,173452186,[3294]
chr2,174067923,174067941,[2026]
chr2,178700061,178700079,[3140]
chr2,181319499,181319517,[3161]
chr3,8635569,8635588,[4553]
chr3,8665329,8665347,[3944]
chr3,8667868,8667886,[4873]
chr3,9066654,9066673,[4374]
chr3,9677319,9677337,[4188]
chr3,9984027,9984045,[4749]
chr3,10130143,10130161,[3991]
chr3,10703766,10703784,[4601]
chr3,14806623,14806641,[3819]
chr3,17842156,17842174,[4222]
chr3,19258644,19258662,[4853]
chr3,19258921,19258939,[4853]
chr3,20142146,20142164,[4891]
chr3,20142535,20142554,[4891]
chr3,20222828,20222846,[5034]
chr3,21953275,21953293,[4503]
chr3,25451237,25451256,[3980]
chr3,27154103,27154122,[4900]
chr3,27921065,27921083,[4582]
chr3,28402255,28402273,[4230]
chr3,29984309,29984327,[4031]
chr3,30378141,30378159,[4640]
chr3,31056943,31056961,[4953]
chr3,33956500,33956518,[4888]
chr3,37724164,37724182,[4965]
chr3,37753541,37753559,[4615]
chr3,41332721,41332739,[3785]
chr3,43800681,43800699,[4146]
chr3,45356294,45356312,[3872]
chr3,46530556,46530574,[4371]
chr3,51339925,51339943,[5074]
chr3,52262760,52262779,[4497]
chr3,52499197,52499215,[4890]
chr3,52784948,52784967,[3977]
chr3,52906953,52906971,[4559]
chr3,53017612,53017630,[4986]
chr3,54232147,54232165,[4782]
chr3,54232278,54232296,[4782]
chr3,55374007,55374025,[4326]
chr3,57844060,57844078,[3967]
chr3,59702799,59702817,[4722]
chr3,60414006,60414024,[4781]
chr3,60537485,60537503,[4446]
chr3,61123206,61123224,[4763]
chr3,63976009,63976027,[4795]
chr3,65962064,65962082,[3858]
chr3,65975605,65975623,[5079]
chr3,68183501,68183519,[4686]
chr3,68794437,68794455,[4419]
chr3,68883563,68883581,[4542]
chr3,69481952,69481971,[4246]
chr3,70930719,70930737,[4433]
chr3,79127885,79127903,[4353]
chr3,79274907,79274925,[4797]
chr3,84956881,84956900,[4845]
chr3,85697522,85697540,[3990]
chr3,86845546,86845564,[4742]
chr3,87515437,87515455,[4170]
chr3,88042973,88042991,[4407]
chr3,88510242,88510260,[4938]
chr3,88579551,88579569,[4364]
chr3,89700846,89700864,[3950]
chr3,91600982,91601000,[3983]
chr3,91637867,91637885,[4489]
chr3,91696265,91696283,[4625]
chr3,91779741,91779759,[4594]
chr3,91823621,91823639,[4208]
chr3,91905105,91905123,[4830]
chr3,95894182,95894200,[4677]
chr3,95972384,95972402,[5066]
chr3,96557028,96557047,[4285]
chr3,100688138,100688156,[4720]
chr3,103377685,103377703,[4426]
chr3,103753858,103753876,[4777]
chr3,103781022,103781040,[4687]
chr3,105991777,105991795,[4754]
chr3,106003396,106003415,[4367]
chr3,107206244,107206263,[4347]
chr3,107336473,107336491,[3979]
chr3,110707058,110707076,[4063]
chr3,113611416,113611434,[4538]
chr3,113657060,113657078,[4115]
chr3,115972688,115972706,[4922]
chr3,116279245,116279263,[4450]
chr3,116327423,116327441,[4276]
chr3,116712988,116713006,[3974]
chr3,118405264,118405286,[4111]
chr3,119766072,119766090,[4787]
chr3,121639855,121639873,[4886]
chr3,122096485,122096503,[4678]
chr3,122869361,122869379,[4036]
chr3,123176321,123176339,[4216]
chr3,123489109,123489127,[4348]
chr3,126661869,126661887,[4087]
chr3,128271870,128271888,[4196]
chr3,129730790,129730808,[3926]
chr3,129987142,129987160,[4865]
chr3,131057673,131057691,[4739]
chr3,132125575,132125593,[4307]
chr3,133052669,133052687,[3794]
chr3,134255983,134256001,[3994]
chr3,136044155,136044173,[4881]
chr3,138474810,138474828,[4907]
chr3,138854818,138854836,[4870]
chr3,142295046,142295064,[3997]
chr3,142493991,142494010,[4614]
chr3,142618875,142618893,[4099]
chr3,142619864,142619882,[4880]
chr3,143257151,143257169,[4155]
chr3,144050303,144050321,[4303]
chr3,149665651,149665669,[4009]
chr3,152941931,152941949,[4762]
chr3,152952447,152952465,[4147]
chr3,153591704,153591722,[4993]
chr3,153959519,153959537,[4106]
chr3,154958392,154958410,[3838]
chr3,156878317,156878335,[4627]
chr3,157616979,157616997,[3856]
chr3,158768511,158768530,[4010]
chr4,3982595,3982613,[6065]
chr4,3990042,3990061,[5658]
chr4,6475111,6475129,[5465]
chr4,6622282,6622300,[5373]
chr4,6817247,6817265,[6068]
chr4,7443392,7443410,[5316]
chr4,8634537,8634555,[5886]
chr4,8649826,8649844,[5988]
chr4,9771186,9771204,[5488]
chr4,10981371,10981389,[5359]
chr4,11076493,11076511,[6449]
chr4,11146743,11146761,[6604]
chr4,11499036,11499054,[5504]
chr4,12046711,12046729,[5728]
chr4,13519319,13519337,[6556]
chr4,13519734,13519752,[6556]
chr4,15945775,15945793,[6464]
chr4,15986708,15986727,[6373]
chr4,19574999,19575017,[6300]
chr4,19697036,19697054,[5160]
chr4,19932434,19932452,[5529]
chr4,20304168,20304186,[5361]
chr4,20456292,20456310,[5466]
chr4,20456326,20456345,[5466]
chr4,20547303,20547321,[5331]
chr4,21727228,21727246,[6529]
chr4,23404126,23404144,[6267]
chr4,24002521,24002539,[5295]
chr4,24372938,24372956,[6155]
chr4,25338270,25338289,[5492]
chr4,26766627,26766645,[5352]
chr4,26790379,26790397,[5176]
chr4,28969371,28969389,[5121]
chr4,32133032,32133051,[5422]
chr4,32249864,32249882,[5598]
chr4,32342600,32342619,[5675]
chr4,33375639,33375657,[5213]
chr4,35130938,35130956,[5439]
chr4,38629873,38629891,[5199]
chr4,40680484,40680503,[5266]
chr4,41256955,41256973,[5393]
chr4,41341441,41341459,[5756]
chr4,41774326,41774344,[5890]
chr4,42961826,42961844,[5732]
chr4,43038145,43038163,[5319]
chr4,44271436,44271454,[6526]
chr4,44973836,44973854,[6119]
chr4,46761970,46761988,[5135]
chr4,48012823,48012841,[6581]
chr4,51286612,51286630,[5448]
chr4,57903397,57903415,[5197]
chr4,59167989,59168007,[6443]
chr4,59528490,59528508,[6178]
chr4,59654037,59654055,[5226]
chr4,62505798,62505816,[5691]
chr4,62695869,62695887,[5725]
chr4,62734758,62734776,[5102]
chr4,68778065,68778083,[5100]
chr4,70596655,70596673,[6250]
chr4,80231616,80231634,[5512]
chr4,81678932,81678950,[5129]
chr4,83370885,83370903,[5436]
chr4,84305576,84305594,[5817]
chr4,85430630,85430665,[5610]
chr4,85430724,85430742,[5610]
chr4,85548818,85548836,[5497]
chr4,85548955,85548974,[5497]
chr4,86319472,86319490,[5640]
chr4,88867617,88867636,[6042]
chr4,90840193,90840211,[5687]
chr4,91336425,91336462,[5856]
chr4,92560303,92560321,[6075]
chr4,95120661,95120679,[6003]
chr4,98280808,98280826,[5256]
chr4,98282265,98282283,[5902]
chr4,98436673,98436691,[6568]
chr4,98436724,98436743,[6568]
chr4,98436775,98436794,[6568]
chr4,100952956,100952978,[5190]
chr4,101186015,101186033,[5293]
chr4,101217352,101217371,[6207]
chr4,101391855,101391873,[5372]
chr4,102517173,102517191,[6537]
chr4,102636011,102636029,[5541]
chr4,102682366,102682384,[5575]
chr4,103154909,103154927,[5118]
chr4,103169582,103169600,[6382]
chr4,103313580,103313598,[6409]
chr4,103803464,103803482,[6158]
chr4,105333311,105333329,[5892]
chr4,105333486,105333504,[5892]
chr4,106787866,106787884,[5562]
chr4,108071633,108071652,[6263]
chr4,108960641,108960659,[6058]
chr4,108999926,108999944,[6643]
chr4,109202263,109202281,[6286]
chr4,109280392,109280410,[6236]
chr4,116453483,116453501,[5417]
chr4,116626739,116626757,[6632]
chr4,116703966,116703984,[5815]
chr4,117139347,117139365,[5609]
chr4,118409055,118409073,[6497]
