chr,TnG_start,TnG_end,peaks
chr12,21357457,21357475,[337336]
chr12,21480366,21480384,[337388]
chr12,24642608,24642626,[337503]
chr12,24856194,24856212,[337568]
chr12,24873072,24873090,[337575]
chr12,24979825,24979843,[337597]
chr12,25203557,25203575,[337692]
chr12,25241868,25241886,[337724]
chr12,25268148,25268167,[337745]
chr12,25305734,25305753,[337769]
chr12,25413935,25413953,[337829]
chr12,25601057,25601075,[337876]
chr12,25648913,25648932,[337887]
chr12,25703059,25703077,[337898]
chr12,25765280,25765298,[337909]
chr12,25863905,25863923,[337936]
chr12,26172088,26172107,[337997]
chr12,26235719,26235737,[338013]
chr12,26348785,26348803,[338046]
chr12,26378967,26378985,[338054]
chr12,26403411,26403429,[338065]
chr12,26460219,26460238,[338097]
chr12,27724888,27724906,[338174]
chr12,28081957,28081975,[338192]
chr12,28595079,28595098,[338211]
chr12,28736069,28736087,[338270]
chr12,28837185,28837203,[338326]
chr12,28846122,28846141,[338328]
chr12,29257891,29257909,[338384]
chr12,29703463,29703481,[338428]
chr12,29708387,29708405,[338430]
chr12,29917439,29917457,[338455]
chr12,30308796,30308814,[338513]
chr12,30555612,30555630,[338532]
chr12,30949254,30949273,[338584]
chr12,31633962,31633980,[338718]
chr12,32215396,32215414,[338935]
chr12,32306288,32306306,[338968]
chr12,32403763,32403781,[338992]
chr12,32633250,32633268,[339025]
chr12,32635400,32635419,[339027]
chr12,32724523,32724541,[339058]
chr12,32863662,32863681,[339108]
chr12,32944082,32944100,[339135]
chr12,32996754,32996772,[339163]
chr12,33061902,33061920,[339213]
chr12,33111627,33111645,[339241]
chr12,33159528,33159546,[339273]
chr12,33434916,33434934,[339404]
chr12,34218983,34219001,[339479]
chr12,34221571,34221589,[339482]
chr12,34242698,34242716,[339489]
chr12,34455911,34455930,[339541]
chr12,34500842,34500861,[339556]
chr12,34528931,34528950,[339567]
chr12,34591852,34591870,[339581]
chr12,34679241,34679259,[339609]
chr12,34777116,34777134,[339651]
chr12,35016803,35016821,[339749]
chr12,35050627,35050646,[339774]
chr12,35338464,35338482,[339877]
chr12,35576433,35576451,[339948]
chr12,35655893,35655912,[339972]
chr12,35684813,35684832,[339984]
chr12,35755424,35755443,[340025]
chr12,36053806,36053825,[340111]
chr12,36119841,36119859,[340138]
chr12,36147379,36147397,[340156]
chr12,36156890,36156908,[340164]
chr12,36205927,36205945,[340177]
chr12,36325348,36325366,[340213]
chr12,36470080,36470098,[340253]
chr12,36678231,36678250,[340287]
chr12,36937358,36937376,[340338]
chr12,36949141,36949160,[340341]
chr12,37142109,37142127,[340374]
chr12,38812524,38812543,[340477]
chr12,38847738,38847756,[340490]
chr12,38929045,38929063,[340510]
chr12,38934178,38934196,[340513]
chr12,39034213,39034231,[340525]
chr12,39351888,39351906,[340543]
chr12,39998181,39998199,[340614]
chr12,40232522,40232540,[340706]
chr12,40522815,40522833,[340811]
chr12,40691756,40691774,[340884]
chr12,40818481,40818499,[340914]
chr12,41061308,41061326,[340967]
chr12,41796073,41796091,[341125]
chr12,44006885,44006903,[341226]
chr12,44281640,44281659,[341275]
chr12,44371222,44371240,[341303]
chr12,44922784,44922802,[341380]
chr12,44971672,44971690,[341403]
chr12,45080901,45080919,[341456]
chr12,51429286,51429305,[341660]
chr12,51709241,51709259,[341723]
chr12,51718866,51718884,[341726]
chr12,51729292,51729310,[341728]
chr12,51740366,51740385,[341731]
chr12,51757615,51757633,[341738]
chr12,51926238,51926257,[341809]
chr12,52328861,52328880,[341899]
chr12,52702381,52702399,[342017]
chr12,52764895,52764914,[342035]
chr12,52854465,52854483,[342077]
chr12,53471898,53471916,[342159]
chr12,53484932,53484951,[342161]
chr12,53732386,53732404,[342176]
chr12,53973481,53973499,[342196]
chr12,53992500,53992518,[342201]
chr12,54213516,54213534,[342268]
chr12,54294109,54294127,[342312]
chr12,54404389,54404407,[342355]
chr12,55452933,55452952,[342657]
chr12,55488943,55488961,[342692]
chr12,55552616,55552635,[342712]
chr12,55784502,55784520,[342749]
chr12,55800231,55800249,[342754]
chr12,56624353,56624371,[342864]
chr12,56835856,56835874,[342890]
chr12,57285904,57285922,[342941]
chr12,57898154,57898173,[343016]
chr12,57979180,57979199,[343033]
chr12,58092502,58092520,[343047]
chr12,58208185,58208203,[343052]
chr12,58590608,58590627,[343090]
chr12,59216370,59216388,[343211]
chr12,59218859,59218877,[343214]
chr12,59250615,59250633,[343222]
chr12,61843910,61843929,[343262]
chr12,64975643,64975661,[343319]
chr12,68980444,68980462,[343490]
chr12,69164911,69164929,[343514]
chr12,69355616,69355635,[343580]
chr12,69462083,69462101,[343644]
chr12,69518759,69518777,[343688]
chr12,69530217,69530235,[343696]
chr12,69674314,69674332,[343733]
chr12,69825486,69825504,[343775]
chr12,69951382,69951401,[343819]
chr12,69957485,69957503,[343821]
chr12,69963388,69963406,[343823]
chr12,70119762,70119780,[343890]
chr12,70221677,70221695,[343927]
chr12,70331357,70331375,[343963]
chr12,70616598,70616616,[344023]
chr12,70695261,70695279,[344039]
chr12,70707736,70707754,[344045]
chr12,70880171,70880189,[344113]
chr12,70941058,70941076,[344136]
chr12,71040866,71040884,[344174]
chr12,71274763,71274781,[344230]
chr12,71778366,71778384,[344336]
chr12,71807495,71807514,[344341]
chr12,71855763,71855782,[344370]
chr12,71908507,71908525,[344413]
chr12,71912112,71912130,[344417]
chr12,72267824,72267842,[344501]
chr12,72327431,72327449,[344517]
chr12,72327811,72327829,[344518]
chr12,73042581,73042600,[344688]
chr12,73370549,73370568,[344785]
chr12,73611253,73611271,[344916]
chr12,73732399,73732417,[345012]
chr12,73793985,73794003,[345051]
chr12,73814380,73814399,[345063]
chr12,73888516,73888534,[345095]
chr12,74410662,74410680,[345174]
chr12,75413637,75413655,[345259]
chr12,75532806,75532824,[345306]
chr12,75709498,75709516,[345379]
chr12,75738735,75738754,[345398]
chr12,75995333,75995351,[345471]
chr12,76072110,76072128,[345485]
chr12,76095151,76095169,[345503]
chr12,76307026,76307044,[345551]
chr12,76307082,76307100,[345551]
chr12,76771642,76771660,[345754]
chr12,77112501,77112519,[345918]
chr12,77177208,77177226,[345954]
chr12,77270927,77270946,[345996]
chr12,77451099,77451117,[346021]
chr12,77594406,77594425,[346065]
chr12,78138329,78138347,[346142]
chr12,78947413,78947432,[346237]
chr12,78996748,78996766,[346262]
chr12,79171576,79171594,[346325]
chr12,79253379,79253398,[346347]
chr12,79305300,79305318,[346361]
chr12,79381532,79381550,[346391]
chr12,79441386,79441404,[346410]
chr12,79444789,79444813,[346413]
chr12,79522803,79522821,[346430]
chr12,79579554,79579572,[346447]
chr12,79630212,79630230,[346472]
chr12,79633935,79633953,[346477]
chr12,79864528,79864547,[346604]
chr12,79905388,79905406,[346623]
chr12,80054441,80054459,[346707]
chr12,80829011,80829029,[347037]
chr12,80843856,80843874,[347051]
chr12,80992069,80992087,[347103]
chr12,81483727,81483745,[347162]
chr12,81760217,81760235,[347230]
chr12,81776258,81776276,[347237]
chr12,81807595,81807613,[347252]
chr12,81929124,81929142,[347313]
chr12,82111162,82111180,[347352]
chr12,82130280,82130298,[347362]
chr12,82304114,82304132,[347463]
chr12,82322015,82322034,[347473]
chr12,82322976,82322994,[347474]
chr12,82339649,82339668,[347483]
chr12,82478939,82478957,[347530]
chr12,82752689,82752707,[347560]
chr12,83072406,83072424,[347605]
chr12,83375588,83375606,[347700]
chr12,83709006,83709024,[347780]
chr12,83846630,83846648,[347811]
chr12,83849132,83849150,[347816]
chr12,84217590,84217608,[347986]
chr12,84417179,84417197,[348049]
chr12,84818332,84818351,[348160]
chr12,84833613,84833631,[348168]
chr12,84845943,84845961,[348172]
chr12,84858952,84858970,[348181]
chr12,84927520,84927538,[348206]
chr12,85047634,85047652,[348230]
chr12,85372548,85372566,[348366]
chr12,85424203,85424221,[348403]
chr12,85427808,85427827,[348407]
chr12,85518325,85518343,[348477]
chr12,85541440,85541458,[348495]
chr12,85853949,85853967,[348627]
chr12,85973815,85973833,[348672]
chr12,85992937,85992955,[348684]
chr12,86144443,86144462,[348730]
chr12,86305914,86305932,[348775]
chr12,86310572,86310591,[348779]
chr12,86775674,86775692,[348869]
chr12,86900480,86900498,[348961]
chr12,86972648,86972666,[348992]
chr12,87220024,87220042,[349061]
chr12,88487560,88487578,[349229]
chr12,89993490,89993509,[349348]
chr12,90060177,90060196,[349351]
chr12,91009047,91009066,[349407]
chr12,91065091,91065109,[349419]
chr12,91646634,91646652,[349551]
chr12,91676185,91676203,[349567]
chr12,91711909,91711927,[349587]
chr12,91834009,91834027,[349667]
chr12,91960936,91960954,[349696]
chr12,92459892,92459911,[349734]
chr12,92514998,92515016,[349747]
chr12,92515177,92515195,[349747]
chr12,92773017,92773035,[349798]
chr12,92823281,92823299,[349810]
chr12,92996655,92996674,[349833]
chr12,93537818,93537836,[349889]
chr12,94138045,94138064,[349906]
chr12,95547464,95547483,[349966]
chr12,95760850,95760868,[350004]
chr12,98274145,98274163,[350132]
chr12,98615911,98615929,[350232]
chr12,98884201,98884219,[350304]
chr12,98932062,98932080,[350316]
chr12,99187892,99187910,[350380]
chr12,99226714,99226732,[350408]
chr12,99260597,99260615,[350428]
chr12,99288054,99288072,[350439]
chr12,99299988,99300006,[350450]
chr12,99323160,99323178,[350473]
chr12,99325919,99325937,[350475]
chr12,99393048,99393067,[350533]
chr12,99431092,99431111,[350550]
chr12,99458041,99458059,[350556]
chr12,99585639,99585657,[350619]
chr12,99610845,99610863,[350628]
chr12,99616310,99616328,[350631]
chr12,99626243,99626261,[350636]
chr12,99636376,99636394,[350644]
chr12,99964240,99964258,[350747]
chr12,100116107,100116125,[350820]
chr12,100209023,100209041,[350870]
chr12,100212062,100212081,[350873]
chr12,100353753,100353771,[350949]
chr12,100959189,100959207,[351219]
chr12,102051686,102051704,[351423]
chr12,102112639,102112657,[351444]
chr12,102152883,102152901,[351459]
chr12,102210788,102210806,[351484]
chr12,102219697,102219716,[351491]
chr12,102315542,102315561,[351571]
chr12,102414633,102414652,[351647]
chr12,102702597,102702615,[351821]
chr12,102878794,102878812,[351889]
chr12,102956538,102956556,[351900]
chr12,103065212,103065230,[351918]
chr12,103493051,103493069,[352053]
chr12,103995981,103996000,[352107]
chr12,104056897,104056916,[352134]
chr12,104131203,104131221,[352161]
chr12,104175862,104175880,[352178]
chr12,104224344,104224363,[352201]
chr12,104241628,104241646,[352216]
chr12,104273639,104273657,[352237]
chr12,104342557,104342575,[352250]
chr12,104606226,104606244,[352324]
chr12,104696031,104696049,[352348]
chr12,104820646,104820665,[352392]
chr12,104868699,104868717,[352430]
chr12,105504986,105505004,[352650]
chr12,105536635,105536653,[352667]
chr12,105555453,105555472,[352680]
chr12,105574647,105574666,[352695]
chr12,105599910,105599928,[352708]
chr12,105792519,105792537,[352758]
chr12,105810948,105810966,[352768]
chr12,105816980,105816998,[352772]
chr12,107126159,107126177,[353032]
chr12,107127663,107127682,[353033]
chr12,107640753,107640771,[353121]
chr12,107645573,107645591,[353123]
chr12,107783883,107783902,[353160]
chr12,107902384,107902403,[353188]
chr12,107977696,107977715,[353250]
chr12,107991194,107991213,[353257]
chr12,108165458,108165476,[353328]
chr12,108333156,108333174,[353408]
chr12,108496791,108496809,[353463]
chr12,108516944,108516962,[353470]
chr12,108627125,108627144,[353513]
chr12,108645019,108645037,[353531]
chr12,108712903,108712922,[353574]
chr12,108763754,108763772,[353584]
chr12,108857331,108857349,[353633]
chr12,108896118,108896136,[353649]
chr12,109034179,109034197,[353706]
chr12,109417887,109417905,[353768]
chr12,109425361,109425379,[353771]
chr12,109891083,109891101,[353885]
chr12,110196456,110196474,[353950]
chr12,110270232,110270250,[353979]
chr12,110294130,110294148,[353984]
chr12,110437905,110437923,[354018]
chr12,110443990,110444009,[354020]
chr12,110539905,110539923,[354076]
chr12,110951447,110951465,[354253]
chr12,110955154,110955173,[354254]
chr12,111159247,111159265,[354337]
chr12,111225169,111225187,[354373]
chr12,111324793,111324812,[354406]
chr12,111797506,111797524,[354635]
chr12,111906557,111906575,[354676]
chr12,111945228,111945247,[354705]
chr12,112285162,112285181,[354742]
chr12,112717341,112717359,[354860]
chr12,112746887,112746905,[354876]
chr12,112873684,112873703,[354926]
chr12,113129266,113129284,[355041]
chr12,115054894,115054912,[355352]
chr12,115404198,115404216,[355383]
chr12,116139454,116139473,[355471]
chr12,116269608,116269627,[355512]
chr12,116527945,116527963,[355600]
chr12,116630014,116630032,[355629]
chr12,116914948,116914966,[355652]
chr12,117021056,117021074,[355679]
chr12,117164113,117164131,[355745]
chr12,117227164,117227182,[355776]
chr12,117241497,117241515,[355783]
chr12,117282343,117282362,[355811]
chr12,117306486,117306504,[355822]
chr12,117628773,117628791,[355979]
chr12,117673352,117673370,[355998]
chr12,117673507,117673525,[355998]
chr12,117721536,117721554,[356017]
chr12,117749601,117749619,[356036]
chr12,118186678,118186696,[356144]
chr12,118208055,118208073,[356152]
chr12,118930780,118930798,[356322]
chr12,119006023,119006042,[356337]
chr12,119068488,119068507,[356349]
chr12,119155509,119155527,[356392]
chr12,119276482,119276501,[356437]
chr12,119403039,119403057,[356474]
chr13,3477945,3477963,[356529]
chr13,3799068,3799086,[356657]
chr13,3821532,3821557,[356670]
chr13,3834050,3834069,[356678]
chr13,4665404,4665423,[356790]
chr13,4753631,4753650,[356799]
chr13,5346059,5346077,[356859]
chr13,5493041,5493059,[356890]
chr13,5536726,5536744,[356897]
chr13,5622464,5622482,[356923]
chr13,5735110,5735129,[356959]
chr13,5737388,5737406,[356960]
chr13,5780473,5780491,[356984]
chr13,5819303,5819322,[357003]
chr13,6257485,6257503,[357149]
chr13,6261731,6261749,[357150]
chr13,6351251,6351269,[357166]
chr13,6457145,6457164,[357170]
chr13,6496349,6496367,[357183]
chr13,6569280,6569298,[357205]
chr13,7197230,7197248,[357326]
chr13,8388499,8388517,[357346]
chr13,8840157,8840176,[357442]
chr13,8873947,8873965,[357462]
chr13,8988636,8988654,[357479]
chr13,9107044,9107062,[357519]
chr13,9108869,9108887,[357522]
chr13,9136863,9136882,[357534]
chr13,9173637,9173655,[357552]
chr13,9336720,9336738,[357598]
chr13,9510439,9510457,[357657]
chr13,9578540,9578558,[357671]
chr13,9683397,9683415,[357694]
chr13,9689729,9689748,[357696]
chr13,9776581,9776600,[357732]
chr13,9826382,9826400,[357745]
chr13,9878712,9878730,[357751]
chr13,9887387,9887405,[357759]
chr13,10109590,10109608,[357835]
chr13,10275114,10275133,[357879]
chr13,10419588,10419606,[357899]
chr13,11927331,11927350,[357959]
chr13,11937046,11937064,[357963]
chr13,12058906,12058924,[358001]
chr13,12071853,12071871,[358013]
chr13,12432518,12432536,[358098]
chr13,12507582,12507601,[358132]
chr13,12673146,12673164,[358201]
chr13,13394032,13394051,[358225]
chr13,13487872,13487891,[358252]
chr13,13537280,13537299,[358279]
chr13,13724018,13724036,[358364]
chr13,14113993,14114011,[358451]
chr13,14523080,14523098,[358476]
chr13,15370516,15370534,[358508]
chr13,15865031,15865049,[358587]
chr13,16718495,16718513,[358738]
chr13,16918806,16918824,[358778]
chr13,17173723,17173742,[358825]
chr13,17336592,17336610,[358855]
chr13,17627628,17627646,[358896]
chr13,17670735,17670754,[358903]
chr13,17694069,17694088,[358906]
chr13,17746718,17746736,[358924]
chr13,17879238,17879256,[358970]
chr13,17924993,17925011,[358976]
chr13,18530624,18530642,[359033]
chr13,19242740,19242758,[359149]
chr13,19618946,19618965,[359247]
chr13,19738070,19738089,[359288]
chr13,20105299,20105317,[359399]
chr13,20117133,20117151,[359410]
chr13,20207782,20207800,[359488]
chr13,20482142,20482160,[359579]
chr13,20549604,20549622,[359604]
chr13,21323650,21323668,[359725]
chr13,21445966,21445984,[359758]
chr13,21852425,21852443,[359803]
chr13,22793952,22793970,[359914]
chr13,23488942,23488960,[359977]
chr13,23597280,23597298,[360029]
chr13,23597626,23597645,[360030]
chr13,23620286,23620304,[360034]
chr13,23704980,23704998,[360050]
chr13,23767918,23767936,[360093]
chr13,24126393,24126411,[360187]
chr13,24306382,24306400,[360238]
chr13,24306482,24306501,[360238]
chr13,24393315,24393333,[360274]
chr13,24433731,24433749,[360299]
chr13,24614136,24614155,[360424]
chr13,24639470,24639488,[360453]
chr13,24661935,24661953,[360472]
chr13,24781274,24781293,[360523]
chr13,24853392,24853410,[360556]
chr13,24965835,24965853,[360582]
chr13,26623388,26623407,[360666]
chr13,27947214,27947233,[360697]
chr13,28417492,28417510,[360731]
chr13,28418984,28419002,[360735]
chr13,28630590,28630608,[360819]
chr13,28885632,28885650,[360958]
chr13,28988833,28988851,[360998]
chr13,29372104,29372122,[361087]
chr13,29744295,29744313,[361212]
chr13,29781270,29781289,[361240]
chr13,29957164,29957182,[361278]
chr13,30009890,30009908,[361308]
chr13,30013293,30013312,[361309]
chr13,30167617,30167635,[361360]
chr13,30177544,30177562,[361363]
chr13,30211749,30211767,[361377]
chr13,30242463,30242481,[361384]
chr13,30530830,30530849,[361425]
chr13,30619479,30619497,[361469]
chr13,30638942,30638960,[361486]
chr13,30682111,30682129,[361510]
chr13,30733003,30733022,[361562]
chr13,30750728,30750746,[361580]
chr13,30872960,30872978,[361653]
chr13,30913901,30913919,[361666]
chr13,30924445,30924463,[361669]
chr13,30938817,30938835,[361675]
chr13,30976923,30976941,[361697]
chr13,31068494,31068513,[361718]
chr13,31556953,31556972,[361832]
chr13,31940718,31940737,[361931]
chr13,32211799,32211817,[361980]
chr13,32211958,32211976,[361980]
chr13,32508082,32508100,[362059]
chr13,32643073,32643091,[362084]
chr13,32741366,32741384,[362117]
chr13,32841468,32841486,[362148]
chr13,32866527,32866545,[362162]
chr13,33068328,33068346,[362244]
chr13,34062551,34062569,[362334]
chr13,34096123,34096141,[362361]
chr13,34119035,34119053,[362372]
chr13,34163884,34163903,[362399]
chr13,34287854,34287873,[362457]
chr13,34375612,34375631,[362491]
chr13,34656442,34656461,[362550]
chr13,34659788,34659806,[362551]
chr13,34700208,34700227,[362577]
chr13,34864725,34864743,[362630]
chr13,35085523,35085541,[362683]
chr13,35169402,35169420,[362705]
chr13,35202535,35202553,[362717]
chr13,35269496,35269514,[362738]
chr13,35664818,35664836,[362812]
chr13,35704678,35704696,[362822]
chr13,35804184,35804202,[362865]
chr13,35994271,35994290,[362942]
chr13,36995063,36995081,[363190]
chr13,37006371,37006389,[363193]
chr13,37010742,37010760,[363197]
chr13,37115179,37115197,[363239]
chr13,37120281,37120300,[363242]
chr13,37121828,37121846,[363243]
chr13,37148712,37148730,[363254]
chr13,37148859,37148877,[363254]
chr13,37158487,37158505,[363258]
chr13,37279337,37279355,[363281]
chr13,37282782,37282800,[363283]
chr13,37306252,37306270,[363291]
chr13,37308182,37308200,[363293]
chr13,37309770,37309788,[363294]
chr13,37361457,37361475,[363321]
chr13,37446894,37446912,[363348]
chr13,37472102,37472121,[363361]
chr13,37472239,37472258,[363362]
chr13,37584636,37584654,[363432]
chr13,37715113,37715132,[363507]
chr13,37751195,37751213,[363519]
chr13,37797973,37797991,[363547]
chr13,37855929,37855948,[363585]
chr13,38010650,38010669,[363665]
chr13,38165163,38165181,[363707]
chr13,38565085,38565104,[363816]
chr13,38852018,38852036,[363846]
chr13,38945491,38945509,[363863]
chr13,39183646,39183664,[363892]
chr13,39441095,39441113,[363897]
chr13,39767109,39767128,[363908]
chr13,40361864,40361882,[363954]
chr13,40482123,40482141,[363978]
chr13,40854253,40854271,[364033]
chr13,40921914,40921932,[364079]
chr13,40922546,40922564,[364081]
chr13,40939081,40939099,[364090]
chr13,40940185,40940203,[364091]
chr13,40967845,40967863,[364103]
chr13,40978058,40978076,[364111]
chr13,41029467,41029485,[364127]
chr13,41179800,41179818,[364155]
chr13,41249446,41249464,[364169]
chr13,41478929,41478947,[364292]
chr13,41515603,41515621,[364315]
chr13,41531246,41531264,[364325]
chr13,41602194,41602213,[364357]
chr13,41625672,41625690,[364377]
chr13,41670827,41670845,[364399]
chr13,41758459,41758477,[364413]
chr13,41758718,41758736,[364414]
chr13,41788330,41788348,[364422]
chr13,41851041,41851059,[364449]
chr13,43271546,43271564,[364821]
chr13,43469272,43469290,[364903]
chr13,43602607,43602626,[364973]
chr13,43667041,43667060,[364984]
chr13,43961195,43961214,[365087]
chr13,44039233,44039251,[365107]
chr13,44104464,44104483,[365132]
chr13,44441514,44441536,[365251]
chr13,44457540,44457558,[365261]
chr13,44501955,44501974,[365275]
chr13,44782503,44782521,[365412]
chr13,45156643,45156662,[365558]
chr13,45416813,45416831,[365630]
chr13,45637551,45637570,[365709]
chr13,45657014,45657032,[365715]
chr13,46231723,46231741,[365936]
chr13,46241985,46242004,[365938]
chr13,46263252,46263270,[365945]
chr13,46619816,46619835,[366019]
chr13,46737693,46737711,[366064]
chr13,46742681,46742699,[366065]
chr13,46743363,46743381,[366066]
chr13,46970465,46970483,[366138]
chr13,47217463,47217481,[366221]
chr13,47259569,47259587,[366235]
chr13,47974884,47974903,[366288]
chr13,48489436,48489454,[366317]
chr13,48582892,48582910,[366354]
chr13,48686814,48686832,[366384]
chr13,48748430,48748448,[366401]
chr13,48979212,48979230,[366513]
chr13,49016754,49016773,[366529]
chr13,49169593,49169611,[366603]
chr13,49430849,49430867,[366764]
chr13,49628291,49628309,[366796]
chr13,49703706,49703724,[366812]
chr13,50423893,50423912,[366849]
chr13,51171557,51171575,[366944]
chr13,51193573,51193591,[366947]
chr13,51316477,51316495,[366993]
chr13,51552863,51552881,[367084]
chr13,51741338,51741356,[367175]
chr13,51755213,51755232,[367190]
chr13,51757419,51757437,[367193]
chr13,51892290,51892309,[367285]
chr13,51968584,51968602,[367331]
chr13,52175981,52176000,[367447]
chr13,52323886,52323905,[367486]
chr13,52398519,52398537,[367498]
chr13,52469938,52469956,[367511]
chr13,52530982,52531000,[367528]
chr13,52576091,52576109,[367562]
chr13,52594059,52594078,[367579]
chr13,52722798,52722816,[367641]
chr13,52763138,52763156,[367652]
chr13,52777706,52777724,[367660]
chr13,52855765,52855784,[367711]
chr13,53057388,53057406,[367810]
chr13,53226551,53226569,[367843]
chr13,53377774,53377792,[367879]
chr13,54152552,54152570,[367978]
chr13,54502268,54502286,[368107]
chr13,54824271,54824289,[368214]
chr13,54963273,54963292,[368247]
chr13,54980302,54980321,[368257]
chr13,55029570,55029588,[368288]
chr13,55063830,55063848,[368296]
chr13,55224634,55224652,[368354]
chr13,55249091,55249110,[368358]
chr13,55315242,55315260,[368369]
chr13,55386236,55386254,[368407]
chr13,55634728,55634746,[368532]
chr13,55641001,55641019,[368538]
chr13,55644693,55644712,[368539]
chr13,55757867,55757885,[368577]
chr13,55904968,55904986,[368608]
chr13,56151673,56151691,[368707]
chr13,56196017,56196035,[368746]
chr13,56279519,56279537,[368780]
chr13,56392294,56392312,[368816]
chr13,56648589,56648608,[368918]
chr13,58048295,58048313,[369084]
chr13,58116737,58116755,[369111]
chr13,58148309,58148327,[369124]
chr13,58217311,58217330,[369161]
chr13,58534745,58534763,[369242]
chr13,58996644,58996663,[369325]
chr13,58999282,58999300,[369327]
chr13,59025364,59025382,[369336]
chr13,59300488,59300506,[369367]
chr13,59444467,59444485,[369381]
chr13,59472382,59472400,[369392]
chr13,59547266,59547284,[369420]
chr13,59657342,59657361,[369468]
chr13,59705062,59705080,[369493]
chr13,59796712,59796731,[369527]
chr13,59840975,59840994,[369552]
chr13,59841011,59841030,[369552]
chr13,59875822,59875841,[369564]
chr13,60492015,60492033,[369659]
chr13,60615301,60615319,[369699]
chr13,60660780,60660798,[369724]
chr13,62007643,62007661,[369858]
chr13,62126701,62126719,[369864]
chr13,62469199,62469217,[369879]
chr13,62470201,62470220,[369880]
chr13,62561785,62561803,[369885]
chr13,62627128,62627146,[369893]
chr13,62950469,62950487,[369955]
chr13,63141064,63141082,[370036]
chr13,63186727,63186745,[370039]
chr13,63206598,63206616,[370051]
chr13,63325730,63325748,[370137]
chr13,63548688,63548706,[370211]
chr13,64370644,64370662,[370502]
chr13,64388619,64388638,[370508]
chr13,64408526,64408544,[370517]
chr13,65242548,65242566,[370599]
chr13,69481585,69481603,[370880]
chr13,69521281,69521299,[370902]
chr13,72120575,72120593,[371192]
chr13,72975823,72975841,[371235]
chr13,73383883,73383902,[371289]
chr13,73445630,73445648,[371311]
chr13,73603665,73603683,[371372]
chr13,73773065,73773083,[371461]
chr13,73971252,73971271,[371529]
chr13,74010001,74010019,[371542]
chr13,74064221,74064240,[371565]
chr13,74349926,74349945,[371629]
chr13,74481665,74481683,[371649]
chr13,74759364,74759382,[371674]
chr13,74892775,74892793,[371701]
chr13,74958487,74958505,[371710]
chr13,74970461,74970480,[371711]
chr13,75384160,75384179,[371743]
chr13,75733399,75733417,[371799]
chr13,75790713,75790731,[371837]
chr13,75825730,75825748,[371859]
chr13,76055404,76055422,[371922]
chr13,76976542,76976560,[372113]
chr13,77049566,77049584,[372121]
chr13,77177666,77177684,[372141]
chr13,78195517,78195536,[372224]
chr13,78629564,78629583,[372253]
chr13,79927925,79927943,[372283]
chr13,80736127,80736145,[372291]
chr13,80862510,80862528,[372294]
chr13,80865898,80865916,[372296]
chr13,80985916,80985935,[372350]
chr13,81100881,81100899,[372378]
chr13,81139185,81139203,[372402]
chr13,81162580,81162598,[372412]
chr13,81211634,81211652,[372429]
chr13,81407379,81407398,[372473]
chr13,81657460,81657478,[372491]
chr13,81795365,81795383,[372541]
chr13,82073553,82073571,[372556]
chr13,82945743,82945761,[372626]
chr13,83074480,83074499,[372667]
chr13,83076827,83076845,[372672]
chr13,83344719,83344738,[372728]
chr13,83473858,83473886,[372751]
chr13,83525902,83525920,[372764]
chr13,83582862,83582881,[372800]
chr13,84230351,84230370,[372895]
chr13,84240400,84240418,[372901]
chr13,85253167,85253185,[372976]
chr13,88723099,88723118,[373125]
chr13,88787433,88787452,[373130]
chr13,88810374,88810392,[373138]
chr13,88823317,88823335,[373144]
chr13,89067133,89067152,[373160]
chr13,89229913,89229931,[373165]
chr13,89443732,89443751,[373210]
chr13,89838782,89838801,[373291]
chr13,90089956,90089974,[373338]
chr13,90643862,90643880,[373393]
chr13,90949074,90949092,[373431]
chr13,91038316,91038335,[373451]
chr13,91039425,91039443,[373452]
chr13,91169020,91169038,[373489]
chr13,91459664,91459682,[373585]
chr13,91509698,91509716,[373622]
chr13,91529947,91529965,[373638]
chr13,91681783,91681801,[373694]
chr13,91741255,91741273,[373708]
chr13,91966583,91966601,[373766]
chr13,92030676,92030695,[373775]
chr13,92119805,92119823,[373795]
chr13,92629892,92629911,[373907]
chr13,92664923,92664941,[373929]
chr13,92863862,92863881,[374009]
chr13,93195301,93195320,[374125]
chr13,93450651,93450670,[374181]
chr13,93773926,93773945,[374254]
chr13,93995612,93995631,[374357]
chr13,93998075,93998093,[374362]
chr13,94098593,94098611,[374399]
chr13,94144293,94144311,[374423]
chr13,94160176,94160194,[374432]
chr13,94172756,94172775,[374444]
chr13,94177389,94177408,[374452]
chr13,94178681,94178699,[374454]
chr13,94225744,94225762,[374472]
chr13,94391818,94391836,[374536]
chr13,94848923,94848941,[374654]
chr13,94965282,94965301,[374688]
chr13,95037353,95037371,[374717]
chr13,95547420,95547438,[374851]
chr13,95757021,95757039,[374935]
chr13,95874903,95874921,[374998]
chr13,95912358,95912376,[375022]
chr13,95922137,95922155,[375030]
chr13,96113355,96113373,[375096]
chr13,96509288,96509306,[375142]
chr13,96531026,96531044,[375154]
chr13,96548420,96548438,[375163]
chr13,97138322,97138340,[375296]
chr13,97375784,97375802,[375367]
chr13,97443917,97443935,[375404]
chr13,97504461,97504480,[375429]
chr13,97551966,97551984,[375453]
chr13,97561152,97561170,[375460]
chr13,97638861,97638879,[375490]
chr13,97709559,97709577,[375506]
chr13,97769897,97769915,[375516]
chr13,97824159,97824178,[375528]
