chr,TnG_start,TnG_end,strand
chr13,60601736,60601753,-
chr13,60848878,60848892,-
chr13,62470076,62470096,-
chr13,62470341,62470367,-
chr13,62721476,62721490,-
chr13,62721496,62721510,-
chr13,62965303,62965322,-
chr13,63141293,63141309,-
chr13,63223194,63223226,-
chr13,63249747,63249769,-
chr13,63249799,63249815,-
chr13,63249886,63249915,-
chr13,63275049,63275077,-
chr13,63411079,63411098,-
chr13,63411113,63411127,-
chr13,63431659,63431683,-
chr13,64129544,64129579,-
chr13,64299395,64299429,-
chr13,64312038,64312071,-
chr13,65241097,65241120,-
chr13,65241426,65241452,-
chr13,65278407,65278426,-
chr13,67194505,67194519,-
chr13,67269141,67269156,-
chr13,67484500,67484516,-
chr13,70471286,70471314,-
chr13,73328711,73328754,-
chr13,73709853,73709867,-
chr13,74350436,74350458,-
chr13,74854720,74854739,-
chr13,75103024,75103044,-
chr13,76598869,76598885,-
chr13,77762297,77762319,-
chr13,77780618,77780633,-
chr13,78072443,78072465,-
chr13,78253578,78253606,-
chr13,80886507,80886521,-
chr13,81175961,81175977,-
chr13,81793778,81793810,-
chr13,81793882,81793904,-
chr13,84646963,84646987,-
chr13,84647363,84647399,-
chr13,84747647,84747663,-
chr13,85359488,85359502,-
chr13,85376693,85376715,-
chr13,85412222,85412238,-
chr13,85412471,85412496,-
chr13,85479532,85479565,-
chr13,85505216,85505245,-
chr13,85505254,85505269,-
chr13,85507225,85507242,-
chr13,85507276,85507305,-
chr13,85507307,85507345,-
chr13,85509807,85509824,-
chr13,85519017,85519031,-
chr13,85519147,85519171,-
chr13,85519324,85519338,-
chr13,85556153,85556214,-
chr13,85556424,85556439,-
chr13,85556490,85556518,-
chr13,85830309,85830336,-
chr13,85830364,85830407,-
chr13,87531191,87531205,-
chr13,87531240,87531269,-
chr13,87531390,87531414,-
chr13,88992105,88992131,-
chr13,88992185,88992200,-
chr13,88992254,88992280,-
chr13,88992285,88992312,-
chr13,88992323,88992352,-
chr13,88992366,88992380,-
chr13,89551629,89551675,-
chr13,89551834,89551848,-
chr13,90800616,90800631,-
chr13,91223737,91223751,-
chr13,91305933,91305950,-
chr13,91370831,91370868,-
chr13,91484396,91484418,-
chr13,91509790,91509809,-
chr13,91541181,91541209,-
chr13,91636751,91636780,-
chr13,91636843,91636858,-
chr13,91637037,91637056,-
chr13,91680064,91680080,-
chr13,91680306,91680320,-
chr13,91807792,91807814,-
chr13,92354062,92354104,-
chr13,92830406,92830431,-
chr13,92830652,92830668,-
chr13,92986949,92986971,-
chr13,92987044,92987073,-
chr13,93624176,93624195,-
chr13,93624266,93624281,-
chr13,93894141,93894155,-
chr13,94400640,94400656,-
chr13,94794743,94794765,-
chr13,94795065,94795088,-
chr13,94976224,94976240,-
chr13,94976824,94976840,-
chr13,95324506,95324535,-
chr13,95567382,95567404,-
chr13,95593272,95593297,-
chr13,95684922,95684937,-
chr13,95712849,95712863,-
chr13,95742257,95742271,-
chr13,95964344,95964363,-
chr13,96388038,96388053,-
chr13,96511425,96511451,-
chr13,96511459,96511501,-
chr13,96816326,96816340,-
chr13,97238833,97238856,-
chr13,97287283,97287303,-
chr13,97287324,97287359,-
chr13,97406858,97406880,-
chr13,97406886,97406908,-
chr13,97899436,97899475,-
chr13,97899607,97899623,-
chr13,97899714,97899741,-
chr13,97939214,97939242,-
chr13,98759645,98759670,-
chr13,98810518,98810552,-
chr13,100015949,100015981,-
chr13,100104199,100104214,-
chr13,100731100,100731134,-
chr13,100731215,100731229,-
chr13,100731264,100731310,-
chr13,100833844,100833858,-
chr13,100866721,100866743,-
chr13,100946446,100946461,-
chr13,101659340,101659359,-
chr13,101668885,101668944,-
chr13,101669040,101669062,-
chr13,101669067,101669089,-
chr13,101669221,101669236,-
chr13,101669255,101669271,-
chr13,101713967,101713983,-
chr13,101801605,101801624,-
chr13,102144105,102144121,-
chr13,104112646,104112668,-
chr13,104178553,104178576,-
chr13,104286166,104286186,-
chr13,104286253,104286272,-
chr13,104303354,104303385,-
chr13,104574505,104574560,-
chr13,104577831,104577855,-
chr13,104620437,104620456,-
chr13,104623379,104623398,-
chr13,104937786,104937812,-
chr13,107094279,107094301,-
chr13,107094532,107094546,-
chr13,107825703,107825731,-
chr13,107897284,107897298,-
chr13,109230471,109230496,-
chr13,109238980,109239000,-
chr13,109239001,109239028,-
chr13,109239041,109239067,-
chr13,109802721,109802737,-
chr13,109802772,109802786,-
chr13,109843179,109843201,-
chr13,109845155,109845190,-
chr13,109907682,109907698,-
chr13,110382615,110382673,-
chr13,110829537,110829557,-
chr13,110829693,110829707,-
chr13,111065179,111065207,-
chr13,111771307,111771330,-
chr13,111807138,111807172,-
chr13,111867773,111867795,-
chr13,111978090,111978105,-
chr13,112000847,112000890,-
chr13,112001324,112001347,-
chr13,112001992,112002014,-
chr13,112288624,112288656,-
chr13,112418129,112418152,-
chr13,112424630,112424649,-
chr13,112425108,112425164,-
chr13,112433344,112433371,-
chr13,112437891,112437905,-
chr13,112438317,112438337,-
chr13,112472697,112472711,-
chr13,112492339,112492365,-
chr13,112551243,112551257,-
chr13,112927264,112927283,-
chr13,113170451,113170493,-
chr13,113429712,113429726,-
chr13,113579913,113579964,-
chr13,113579971,113579985,-
chr13,113580481,113580515,-
chr13,113618810,113618881,-
chr13,113870518,113870545,-
chr13,114388151,114388173,-
chr13,116854969,116854985,-
chr13,117198497,117198534,-
chr13,117209856,117209870,-
chr13,117217824,117217869,-
chr13,117217906,117217920,-
chr13,117217953,117217993,-
chr13,117220130,117220144,-
chr13,117242304,117242319,-
chr13,117261099,117261125,-
chr13,118387389,118387417,-
chr13,118409095,118409110,-
chr13,119462807,119462862,-
chr13,119463376,119463392,-
chr13,119836797,119836825,-
chr14,5874719,5874741,+
chr14,5918081,5918107,+
chr14,6930232,6930254,+
chr14,7766254,7766270,+
chr14,7774205,7774233,+
chr14,7997729,7997745,+
chr14,8080122,8080151,+
chr14,8610712,8610728,+
chr14,8610834,8610857,+
chr14,10146720,10146755,+
chr14,10453069,10453084,+
chr14,10453779,10453801,+
chr14,10453909,10453923,+
chr14,13960439,13960478,+
chr14,14068532,14068547,+
chr14,14121190,14121205,+
chr14,14345709,14345731,+
chr14,14633436,14633450,+
chr14,14863712,14863729,+
chr14,14863756,14863780,+
chr14,14863982,14864006,+
chr14,15272726,15272740,+
chr14,15273364,15273386,+
chr14,16001959,16002000,+
chr14,16170492,16170508,+
chr14,16173470,16173484,+
chr14,16212694,16212709,+
chr14,16243880,16243900,+
chr14,16364982,16365004,+
chr14,16373000,16373022,+
chr14,16678279,16678325,+
chr14,18187131,18187154,+
chr14,18331146,18331165,+
chr14,18331793,18331808,+
chr14,18371903,18371932,+
chr14,19824052,19824093,+
chr14,19962764,19962786,+
chr14,19969229,19969243,+
chr14,19970737,19970751,+
chr14,19976809,19976832,+
chr14,19976880,19976902,+
chr14,20012939,20012995,+
chr14,20282916,20282935,+
chr14,20388968,20388982,+
chr14,20674115,20674135,+
chr14,20674136,20674162,+
chr14,20885555,20885627,+
chr14,21500907,21500922,+
chr14,21659725,21659762,+
chr14,21750284,21750318,+
chr14,23465494,23465516,+
chr14,25393001,25393021,+
chr14,25421953,25421989,+
chr14,25459035,25459054,+
chr14,25517390,25517412,+
chr14,25693772,25693791,+
chr14,26580055,26580088,+
chr14,26988750,26988765,+
chr14,26993861,26993875,+
chr14,27023125,27023156,+
chr14,27238288,27238324,+
chr14,27351870,27351884,+
chr14,27376031,27376084,+
chr14,27376086,27376106,+
chr14,27384331,27384362,+
chr14,27402739,27402758,+
chr14,27405269,27405294,+
chr14,27412718,27412732,+
chr14,29967757,29967803,+
chr14,29967926,29967953,+
chr14,30061601,30061617,+
chr14,30579409,30579428,+
chr14,30579514,30579530,+
chr14,30654087,30654114,+
chr14,30654207,30654247,+
chr14,30654248,30654270,+
chr14,31272443,31272521,+
chr14,31399404,31399430,+
chr14,31436316,31436330,+
chr14,31669873,31669892,+
chr14,31670169,31670224,+
chr14,31781922,31781938,+
chr14,31933770,31933864,+
chr14,32085200,32085235,+
chr14,34660243,34660288,+
chr14,36378143,36378165,+
chr14,36378359,36378373,+
chr14,36864362,36864409,+
chr14,36893149,36893186,+
chr14,36952955,36952974,+
chr14,40930364,40930393,+
chr14,40943829,40943873,+
chr14,40947423,40947437,+
chr14,40949982,40950004,+
chr14,41033397,41033479,+
chr14,41050525,41050544,+
chr14,41050760,41050775,+
chr14,41245020,41245034,+
chr14,41291730,41291756,+
chr14,44167314,44167330,+
chr14,44167372,44167396,+
chr14,44167408,44167434,+
chr14,44167442,44167464,+
chr14,45005554,45005576,+
chr14,45005614,45005636,+
chr14,45005844,45005858,+
chr14,45041314,45041333,+
chr14,45102347,45102362,+
chr14,45317995,45318017,+
chr14,45387506,45387530,+
chr14,45691046,45691103,+
chr14,45691232,45691278,+
chr14,46831632,46831652,+
chr14,47257349,47257365,+
chr14,47740747,47740769,+
chr14,48367345,48367365,+
chr14,49222093,49222107,+
chr14,49222221,49222237,+
chr14,50062996,50063027,+
chr14,50063154,50063192,+
chr14,50771078,50771100,+
chr14,50784917,50784945,+
chr14,50785019,50785049,+
chr14,50870518,50870537,+
chr14,50881412,50881431,+
chr14,50924615,50924634,+
chr14,51065137,51065164,+
chr14,51082795,51082809,+
chr14,51090540,51090555,+
chr14,51843029,51843043,+
chr14,51843071,51843085,+
chr14,51884403,51884432,+
chr14,52103571,52103586,+
chr14,52103638,52103652,+
chr14,52119700,52119764,+
chr14,52123705,52123721,+
chr14,52197307,52197333,+
chr14,54198112,54198138,+
chr14,54217043,54217076,+
chr14,54233359,54233374,+
chr14,54328878,54328905,+
chr14,54399111,54399163,+
chr14,54492715,54492734,+
chr14,54518433,54518514,+
chr14,54518563,54518577,+
chr14,54518860,54518876,+
chr14,54651138,54651168,+
chr14,55079477,55079493,+
chr14,55560260,55560296,+
chr14,55635901,55635916,+
chr14,55879865,55879929,+
chr14,56284349,56284368,+
chr14,56304117,56304181,+
chr14,56304308,56304327,+
chr14,56575898,56575913,+
chr14,56576026,56576045,+
chr14,56778232,56778246,+
chr14,56793121,56793135,+
chr14,56793156,56793179,+
chr14,57409310,57409324,+
chr14,57593279,57593301,+
chr14,57617969,57617984,+
chr14,57657696,57657715,+
chr14,57657750,57657802,+
chr14,57657804,57657839,+
chr14,57680360,57680382,+
chr14,57769233,57769252,+
chr14,57772527,57772546,+
chr14,57798019,57798035,+
chr14,57865341,57865360,+
chr14,57908466,57908504,+
chr14,57910508,57910527,+
chr14,58412161,58412180,+
chr14,60219773,60219806,+
chr14,60694668,60694694,+
chr14,60705371,60705395,+
chr14,60712036,60712063,+
chr14,60738864,60738890,+
chr14,61599384,61599427,+
chr14,61692120,61692147,+
chr14,61718552,61718575,+
chr14,61736673,61736704,+
chr14,61737201,61737215,+
chr14,61778602,61778621,+
chr14,61805753,61805792,+
chr14,61805931,61805969,+
chr14,63066867,63066899,+
chr14,63193587,63193610,+
chr14,63544107,63544154,+
chr14,64434386,64434408,+
chr14,64441177,64441196,+
chr14,64885277,64885303,+
chr14,64930931,64930957,+
chr14,64931002,64931034,+
chr14,64931253,64931286,+
chr14,65044717,65044739,+
chr14,65045438,65045463,+
chr14,65150271,65150287,+
chr14,65352278,65352297,+
chr14,65357785,65357811,+
chr14,65357968,65357984,+
chr14,65374096,65374120,+
chr14,65598377,65598397,+
chr14,66071990,66072005,+
chr14,66198991,66199026,+
chr14,66199860,66199876,+
chr14,66228993,66229015,+
chr14,66229165,66229189,+
chr14,66260518,66260547,+
chr14,67188962,67188981,+
chr14,67211602,67211618,+
chr14,67211671,67211687,+
chr14,67211780,67211796,+
chr14,67211994,67212013,+
chr14,68050791,68050827,+
chr14,68993388,68993426,+
chr14,68993476,68993522,+
chr14,68993628,68993694,+
chr14,68993708,68993727,+
chr14,69707694,69707714,+
chr14,70148126,70148167,+
chr14,70154023,70154045,+
chr14,70175947,70175969,+
chr14,70181413,70181453,+
chr14,70272534,70272560,+
chr14,70272599,70272621,+
chr14,70272628,70272650,+
chr14,70276857,70276884,+
chr14,70659614,70659630,+
chr14,72822134,72822150,+
chr14,72822289,72822303,+
chr14,73049007,73049023,+
chr14,73049114,73049136,+
chr14,73088300,73088324,+
chr14,73117156,73117178,+
chr14,73253519,73253541,+
chr14,73326096,73326115,+
chr14,73334084,73334106,+
chr14,73349413,73349448,+
chr14,73349595,73349616,+
chr14,73388646,73388661,+
chr14,73388769,73388792,+
chr14,73507658,73507672,+
chr14,73507731,73507745,+
chr14,73525336,73525352,+
chr14,73525437,73525456,+
chr14,74835105,74835127,+
chr14,74847612,74847640,+
chr14,74847706,74847732,+
chr14,74880744,74880766,+
chr14,74921283,74921305,+
chr14,74921328,74921342,+
chr14,74984808,74984841,+
chr14,75230440,75230466,+
chr14,75754717,75754732,+
chr14,75769355,75769383,+
chr14,75769476,75769492,+
chr14,76582780,76582806,+
chr14,77011820,77011892,+
chr14,77149853,77149868,+
chr14,78303694,78303710,+
chr14,78304295,78304326,+
chr14,78306850,78306876,+
chr14,78357010,78357024,+
chr14,78459132,78459152,+
chr14,78459277,78459305,+
chr14,78687684,78687699,+
chr14,79236467,79236489,+
chr14,79236579,79236623,+
chr14,79236822,79236839,+
chr14,79293622,79293648,+
chr14,79326939,79326967,+
chr14,79327161,79327185,+
chr14,79393278,79393317,+
chr14,79393543,79393565,+
chr14,79393569,79393583,+
chr14,79451669,79451691,+
chr14,79530626,79530651,+
chr14,79537387,79537409,+
chr14,80030340,80030368,+
chr14,80030407,80030456,+
chr14,82544345,82544380,+
chr14,82544412,82544439,+
chr14,82544446,82544484,+
chr14,82608897,82608924,+
chr14,83411905,83411919,+
chr14,83411938,83411961,+
chr14,84284360,84284383,+
chr14,84284558,84284592,+
chr14,84284658,84284673,+
chr14,84768870,84768885,+
chr14,85935713,85935728,+
chr14,85936054,85936094,+
chr14,85936220,85936255,+
chr14,85936370,85936398,+
chr14,86145949,86146043,+
chr14,86682122,86682148,+
chr14,86682305,86682320,+
chr14,86714422,86714447,+
chr14,86847245,86847278,+
chr14,87110062,87110085,+
chr14,87452166,87452195,+
chr14,88402559,88402584,+
chr14,88402634,88402648,+
chr14,97071202,97071216,+
chr14,101452979,101453006,+
chr14,101453339,101453355,+
chr14,101477902,101477924,+
chr14,101478038,101478075,+
chr14,101510808,101510836,+
chr14,103099887,103099912,+
chr14,105185020,105185036,+
chr14,105296280,105296294,+
chr14,105500177,105500193,+
chr14,105500223,105500247,+
chr14,105500255,105500271,+
chr14,105500291,105500307,+
chr14,105500311,105500331,+
chr14,107018261,107018277,+
chr14,107018282,107018330,+
chr14,107018450,107018472,+
chr14,107018483,107018537,+
chr14,111003412,111003442,+
chr14,111003627,111003644,+
chr14,111003711,111003725,+
chr14,117465396,117465418,+
chr14,117465547,117465561,+
chr14,118089502,118089522,+
chr14,118173898,118173920,+
chr14,118180398,118180422,+
chr14,118820158,118820199,+
chr14,118864941,118864981,+
chr14,118865010,118865032,+
chr14,118865151,118865167,+
chr14,118929891,118929913,+
chr14,118933081,118933108,+
chr14,119007761,119007796,+
chr14,120544773,120544789,+
chr14,121107595,121107621,+
chr14,121311281,121311295,+
chr14,121354033,121354048,+
chr14,121366514,121366530,+
chr14,121366532,121366552,+
chr14,121371835,121371885,+
chr14,121373135,121373149,+
chr14,121823005,121823021,+
chr14,121855097,121855116,+
chr14,121903745,121903767,+
chr14,121915475,121915509,+
chr14,121938689,121938703,+
chr14,121946509,121946525,+
chr14,121954948,121954963,+
chr14,122066541,122066555,+
chr14,122073493,122073512,+
chr14,122802034,122802083,+
chr14,122802109,122802128,+
chr14,122901997,122902013,+
chr14,122951787,122951815,+
chr14,122985560,122985579,+
chr14,122997436,122997451,+
chr14,124306156,124306170,+
chr14,124306226,124306243,+
chr14,124306256,124306289,+
chr14,6930001,6930020,-
chr14,8097950,8097964,-
chr14,14042904,14042962,-
chr14,14068391,14068426,-
chr14,14346198,14346219,-
chr14,14633341,14633376,-
chr14,14634071,14634131,-
chr14,14702843,14702862,-
chr14,14863780,14863808,-
chr14,15272520,15272542,-
chr14,16243945,16243964,-
chr14,16256485,16256501,-
chr14,16380131,16380153,-
chr14,16380294,16380310,-
chr14,16380432,16380457,-
chr14,16677982,16678007,-
chr14,18002132,18002147,-
chr14,18002202,18002221,-
chr14,18186925,18186965,-
chr14,18187022,18187036,-
chr14,18665901,18665923,-
chr14,19985264,19985283,-
chr14,19986298,19986314,-
chr14,19987013,19987043,-
chr14,20013042,20013056,-
chr14,20035195,20035236,-
chr14,20082639,20082658,-
chr14,20928885,20928924,-
chr14,21032535,21032549,-
chr14,21078712,21078726,-
chr14,21101980,21101996,-
chr14,21113167,21113182,-
chr14,21523539,21523554,-
chr14,21523605,21523619,-
chr14,22352160,22352179,-
chr14,25378119,25378135,-
chr14,26670201,26670229,-
chr14,26993830,26993859,-
chr14,27229359,27229373,-
chr14,27230881,27230897,-
chr14,27238123,27238142,-
chr14,27390652,27390666,-
chr14,27390686,27390719,-
chr14,27405574,27405600,-
chr14,27405744,27405758,-
chr14,27412850,27412866,-
chr14,30548963,30548986,-
chr14,30717039,30717058,-
chr14,31019690,31019716,-
chr14,31019729,31019763,-
chr14,31194798,31194821,-
chr14,31194842,31194858,-
chr14,31195296,31195312,-
chr14,31414516,31414545,-
chr14,32006145,32006208,-
chr14,32159442,32159458,-
chr14,33481109,33481171,-
chr14,33481202,33481224,-
chr14,34122844,34122871,-
chr14,34122875,34122891,-
chr14,34401415,34401460,-
chr14,34768392,34768406,-
chr14,34768410,34768429,-
chr14,37135641,37135663,-
chr14,37165606,37165628,-
chr14,38716964,38716980,-
chr14,39197791,39197805,-
chr14,40894892,40894923,-
chr14,40930111,40930126,-
chr14,40930218,40930245,-
chr14,40930282,40930308,-
chr14,40943870,40943922,-
chr14,41013923,41013939,-
chr14,41285436,41285458,-
chr14,41285510,41285536,-
chr14,41285592,41285627,-
chr14,44066884,44066916,-
chr14,44193813,44193827,-
chr14,44241515,44241530,-
chr14,44241760,44241789,-
chr14,44700006,44700022,-
chr14,45005738,45005766,-
chr14,45051722,45052156,-
chr14,45329512,45329531,-
chr14,47105183,47105234,-
chr14,47187972,47188014,-
chr14,47395927,47395951,-
chr14,47418463,47418504,-
chr14,48375432,48375448,-
chr14,49219807,49219823,-
chr14,49219911,49219941,-
chr14,49608426,49608440,-
chr14,49991303,49991319,-
chr14,50785659,50785692,-
chr14,50925173,50925192,-
chr14,51089771,51089791,-
chr14,51089857,51089883,-
chr14,51098324,51098346,-
chr14,51098523,51098549,-
chr14,51632402,51632425,-
chr14,51883930,51883965,-
chr14,51884277,51884293,-
chr14,51884335,51884357,-
chr14,51892116,51892189,-
chr14,51892349,51892376,-
chr14,52279796,52279822,-
chr14,52588836,52588850,-
chr14,52776073,52776090,-
chr14,53134799,53134818,-
chr14,53559696,53559718,-
chr14,53649445,53649467,-
chr14,53931737,53931751,-
chr14,53960765,53960788,-
chr14,54198069,54198095,-
chr14,54198144,54198166,-
chr14,54209946,54209975,-
chr14,54210040,54210059,-
chr14,54328802,54328816,-
chr14,54360512,54360540,-
chr14,54360549,54360565,-
chr14,54423413,54423432,-
chr14,54423467,54423493,-
chr14,54517839,54517853,-
chr14,54517907,54517926,-
chr14,54553799,54553818,-
chr14,54554632,54554654,-
chr14,54603764,54603778,-
chr14,54618154,54618176,-
chr14,54618544,54618595,-
chr14,55161611,55161709,-
chr14,55629556,55629593,-
chr14,55724341,55724366,-
chr14,55724880,55724894,-
chr14,55918700,55918726,-
chr14,55918798,55918820,-
chr14,55918952,55918971,-
chr14,56283941,56283957,-
chr14,56297045,56297078,-
chr14,56304384,56304404,-
chr14,56674947,56674985,-
chr14,56675004,56675038,-
chr14,56777738,56777769,-
chr14,56793295,56793327,-
chr14,56959026,56959057,-
chr14,56959306,56959333,-
chr14,57372805,57372833,-
chr14,57398721,57398737,-
chr14,57409139,57409158,-
chr14,57409355,57409373,-
chr14,57617791,57617825,-
chr14,57618045,57618059,-
chr14,57680265,57680299,-
chr14,57902236,57902260,-
chr14,58073775,58073789,-
chr14,60738745,60738772,-
chr14,60744624,60744659,-
chr14,60771421,60771470,-
chr14,60771511,60771533,-
chr14,61056616,61056635,-
chr14,61057278,61057292,-
chr14,61173596,61173665,-
chr14,61535861,61535877,-
chr14,61557088,61557113,-
chr14,61599348,61599386,-
chr14,61736788,61736816,-
chr14,61737045,61737059,-
chr14,61805792,61805821,-
chr14,61980851,61980871,-
chr14,62022339,62022359,-
chr14,62219143,62219181,-
chr14,62682318,62682343,-
chr14,62837302,62837317,-
chr14,62940811,62940825,-
chr14,64272660,64272688,-
chr14,64666932,64666956,-
chr14,65330394,65330483,-
chr14,65381811,65381830,-
chr14,65598442,65598456,-
chr14,65598459,65598481,-
chr14,66071965,66071991,-
chr14,66200017,66200039,-
chr14,66229360,66229382,-
chr14,66250225,66250247,-
chr14,66791807,66791874,-
chr14,66869266,66869280,-
chr14,67008724,67008755,-
chr14,67072597,67072619,-
chr14,70148265,70148284,-
chr14,70544910,70544936,-
chr14,70545031,70545092,-
chr14,70773480,70773502,-
chr14,70773521,70773535,-
chr14,72603017,72603031,-
chr14,72708791,72708807,-
chr14,72821758,72821797,-
chr14,72822167,72822192,-
chr14,72822745,72822769,-
chr14,72983441,72983457,-
chr14,73049314,73049359,-
chr14,73087804,73087831,-
chr14,73123775,73123811,-
chr14,73161878,73161909,-
chr14,73289922,73289938,-
chr14,73335548,73335576,-
chr14,73340284,73340306,-
chr14,73388591,73388613,-
chr14,73388991,73389019,-
chr14,73389033,73389083,-
chr14,73389251,73389270,-
chr14,73398609,73398635,-
chr14,73398732,73398754,-
chr14,73442354,73442373,-
chr14,73474805,73474843,-
chr14,73584421,73584446,-
chr14,73584541,73584568,-
chr14,73584610,73584632,-
chr14,73720596,73720618,-
chr14,73720642,73720664,-
chr14,74847180,74847202,-
chr14,74948017,74948063,-
chr14,74949115,74949134,-
chr14,74949290,74949312,-
chr14,75069310,75069324,-
chr14,75187137,75187151,-
chr14,75230684,75230706,-
chr14,75318923,75318949,-
chr14,75516076,75516096,-
chr14,75516335,75516375,-
chr14,75754740,75754775,-
chr14,76414291,76414306,-
chr14,76474131,76474150,-
chr14,76474168,76474182,-
chr14,76474268,76474299,-
chr14,76474320,76474336,-
chr14,77875094,77875114,-
chr14,78687762,78687820,-
chr14,78698972,78698991,-
chr14,78698999,78699043,-
chr14,78713262,78713294,-
chr14,78908355,78908377,-
chr14,78908441,78908463,-
chr14,78908641,78908667,-
chr14,78914531,78914559,-
chr14,79243908,79243927,-
chr14,79326985,79327020,-
chr14,79481759,79481775,-
chr14,79499447,79499463,-
chr14,79515564,79515580,-
chr14,79515776,79515796,-
chr14,79521821,79521850,-
chr14,79521853,79521867,-
chr14,79522065,79522081,-
chr14,79522197,79522234,-
chr14,79557981,79558005,-
chr14,79587890,79587916,-
chr14,79587927,79587942,-
chr14,80802619,80802635,-
chr14,82608711,82608733,-
chr14,82608879,82608899,-
chr14,84682479,84682502,-
chr14,84769062,84769098,-
chr14,85935808,85935828,-
chr14,85936203,85936223,-
chr14,86682089,86682125,-
chr14,86714465,86714510,-
chr14,86714522,86714560,-
chr14,86714586,86714600,-
chr14,86736747,86736771,-
chr14,86736990,86737005,-
chr14,86847086,86847100,-
chr14,87416664,87416707,-
chr14,87416715,87416729,-
chr14,87452136,87452161,-
chr14,87452208,87452224,-
chr14,87452364,87452378,-
chr14,88402530,88402555,-
chr14,88402587,88402603,-
chr14,90458858,90458877,-
chr14,91758698,91758720,-
chr14,93212788,93212815,-
chr14,93213255,93213277,-
chr14,93213513,93213546,-
chr14,93214378,93214397,-
chr14,93214405,93214438,-
chr14,93214447,93214479,-
chr14,96601367,96601386,-
chr14,100211326,100211360,-
chr14,100211381,100211401,-
chr14,101477312,101477328,-
chr14,101478198,101478269,-
chr14,101478276,101478302,-
chr14,101478303,101478335,-
chr14,102127750,102127769,-
chr14,102983543,102983558,-
chr14,103069856,103069874,-
chr14,103070020,103070046,-
chr14,103349362,103349389,-
chr14,103469553,103469572,-
chr14,104027332,104027348,-
chr14,105198130,105198144,-
chr14,105198153,105198179,-
chr14,105258540,105258555,-
chr14,105296243,105296265,-
chr14,105296292,105296324,-
chr14,105296436,105296462,-
chr14,105296468,105296506,-
chr14,107075178,107075208,-
chr14,109711559,109711573,-
chr14,109711612,109711627,-
chr14,115017695,115017717,-
chr14,115040895,115040909,-
chr14,118233681,118233703,-
chr14,118761121,118761140,-
chr14,118761334,118761355,-
chr14,118823579,118823605,-
chr14,118865081,118865105,-
chr14,118929797,118929823,-
chr14,118929964,118929980,-
chr14,120274703,120274725,-
chr14,120274776,120274803,-
chr14,120477943,120477957,-
chr14,120832166,120832185,-
chr14,121349542,121349564,-
chr14,121405412,121405444,-
chr14,121451251,121451265,-
chr14,121484494,121484508,-
chr14,121881523,121881552,-
chr14,121898793,121898809,-
chr14,121906941,121906963,-
chr14,121929000,121929026,-
chr14,121930772,121930788,-
chr14,121930819,121930850,-
chr14,121931423,121931455,-
chr14,121931535,121931554,-
chr14,121938562,121938584,-
chr14,121946434,121946456,-
chr14,121954689,121954704,-
chr14,121954919,121954948,-
chr14,122000773,122000799,-
chr14,122009412,122009442,-
chr14,122223702,122223759,-
chr14,122985536,122985551,-
chr14,122997637,122997653,-
chr14,124294755,124294776,-
chr15,3270598,3270618,+
chr15,3995267,3995296,+
chr15,5185277,5185293,+
chr15,5230754,5230770,+
chr15,5409492,5409508,+
chr15,5446502,5446524,+
chr15,5465037,5465107,+
chr15,5510394,5510413,+
chr15,5514393,5514425,+
chr15,5555293,5555307,+
chr15,5740754,5740773,+
chr15,5758810,5758826,+
chr15,5762956,5762971,+
chr15,5769613,5769687,+
chr15,5813324,5813358,+
chr15,5813522,5813547,+
chr15,5813584,5813603,+
chr15,5813804,5813831,+
chr15,5840136,5840150,+
chr15,5840264,5840330,+
chr15,5840375,5840401,+
chr15,6034636,6034655,+
chr15,6578429,6578443,+
chr15,6579585,6579609,+
chr15,6579689,6579711,+
chr15,6612986,6613000,+
chr15,6707964,6707997,+
chr15,8234213,8234250,+
chr15,8280351,8280380,+
chr15,8444342,8444358,+
chr15,8444676,8444698,+
chr15,8451048,8451068,+
chr15,8590001,8590038,+
chr15,8667279,8667299,+
chr15,9070971,9070993,+
chr15,9071284,9071317,+
chr15,9472191,9472222,+
chr15,9701835,9701911,+
chr15,9701949,9701971,+
chr15,9748032,9748048,+
chr15,10075088,10075114,+
chr15,11533213,11533235,+
chr15,11995275,11995294,+
chr15,12010186,12010232,+
chr15,12010243,12010267,+
chr15,12204758,12204772,+
chr15,12285389,12285411,+
chr15,12285429,12285448,+
chr15,12380639,12380661,+
chr15,12795432,12795452,+
chr15,22103375,22103397,+
chr15,24243968,24243990,+
chr15,24244091,24244107,+
chr15,24244200,24244219,+
chr15,25216492,25216523,+
chr15,25216661,25216675,+
chr15,25227575,25227601,+
chr15,25269792,25269814,+
chr15,25269904,25269920,+
chr15,25844536,25844556,+
chr15,27468396,27468418,+
chr15,27597044,27597068,+
chr15,27641395,27641410,+
chr15,27641695,27641715,+
chr15,27668101,27668123,+
chr15,27668720,27668736,+
chr15,27668875,27668912,+
chr15,27670052,27670068,+
chr15,27670102,27670124,+
chr15,27724618,27724649,+
chr15,27725600,27725614,+
chr15,27828360,27828385,+
chr15,28189436,28189593,+
chr15,29136182,29136206,+
chr15,30252686,30252701,+
chr15,30581508,30581533,+
chr15,30581662,30581683,+
chr15,31166783,31166821,+
chr15,31167040,31167076,+
chr15,31225973,31226018,+
chr15,31530002,31530031,+
chr15,31602408,31602515,+
chr15,34050462,34050491,+
chr15,34443727,34443741,+
chr15,35071897,35071919,+
chr15,35119786,35119813,+
