chr,start,end,min_dist_to_HH
chr10,117940401,117940434,12465.0
chr10,117940507,117940574,12325.0
chr10,117940766,117940800,12099.0
chr10,117948005,117948027,4872.0
chr10,117948041,117948077,4822.0
chr10,117948366,117948388,4511.0
chr10,117948392,117948414,4485.0
chr10,117948507,117948523,4376.0
chr10,117959583,117959664,6665.0
chr10,117982558,117982574,29640.0
chr10,118041353,118041401,88435.0
chr10,118089789,118089805,51661.0
chr10,118172594,118172608,31110.0
chr10,118195395,118195417,53911.0
chr10,118418574,118418588,11666.0
chr10,118460342,118460357,53434.0
chr10,118460399,118460413,53491.0
chr10,118461547,118461587,54639.0
chr10,118461600,118461630,54692.0
chr10,118461757,118461778,54849.0
chr10,118477402,118477440,70494.0
chr10,118506409,118506428,99501.0
chr10,118633680,118633699,226772.0
chr10,118766454,118766470,359546.0
chr10,118811134,118811157,404226.0
chr10,118882483,118882513,475575.0
chr10,118882594,118882613,475686.0
chr10,118882856,118882888,475948.0
chr10,119011325,119011356,604417.0
chr10,119050669,119050703,643761.0
chr10,119294757,119294803,887849.0
chr10,119294998,119295041,888090.0
chr10,120125104,120125119,1408771.0
chr10,120125117,120125160,1408730.0
chr10,120191535,120191551,1342339.0
chr10,120193465,120193490,1340400.0
chr10,120201973,120202006,1331884.0
chr10,120271083,120271117,1262773.0
chr10,120617002,120617021,916869.0
chr10,120895992,120896014,637876.0
chr10,120896275,120896297,637593.0
chr10,120979088,120979106,554784.0
chr10,120979144,120979176,554714.0
chr10,121033753,121033777,500113.0
chr10,121033841,121033863,500027.0
chr10,121263576,121263592,270298.0
chr10,121263840,121263859,270031.0
chr10,121264201,121264220,269670.0
chr10,121297622,121297644,236246.0
chr10,121316604,121316618,217272.0
chr10,121429845,121429861,104029.0
chr10,121430014,121430056,103834.0
chr10,121464468,121464494,69396.0
chr10,121474010,121474034,59856.0
chr10,121516529,121516572,17318.0
chr10,122200090,122200112,558297.0
chr10,122578463,122578502,179907.0
chr10,122652340,122652360,106049.0
chr10,122739007,122739027,19382.0
chr10,122739293,122739335,19074.0
chr10,122794435,122794449,35701.0
chr10,122794986,122795006,36252.0
chr10,122807146,122807176,48412.0
chr10,122807249,122807284,48515.0
chr10,122985357,122985389,226623.0
chr10,122985692,122985714,226958.0
chr10,123005337,123005378,246603.0
chr10,123196204,123196233,437470.0
chr10,125717108,125717122,1925221.0
chr10,125717190,125717210,1925133.0
chr10,125717344,125717365,1924978.0
chr10,126905604,126905639,736704.0
chr10,127031010,127031026,611317.0
chr10,127107694,127107708,534635.0
chr10,127108037,127108069,534274.0
chr10,127135562,127135581,506762.0
chr10,127136526,127136548,505795.0
chr10,127136709,127136735,505608.0
chr10,127150475,127150508,491835.0
chr10,127150692,127150708,491635.0
chr10,127177180,127177267,465076.0
chr10,127225756,127225778,416565.0
chr10,127266173,127266188,376155.0
chr10,127311998,127312014,330329.0
chr10,127351016,127351037,291306.0
chr10,127668684,127668715,26322.0
chr10,127668751,127668767,26389.0
chr10,127668788,127668810,26426.0
chr10,127674741,127674760,32379.0
chr10,127739285,127739301,96923.0
chr10,127745061,127745098,102699.0
chr10,127937568,127937597,143257.0
chr10,127937658,127937701,143153.0
chr10,128058662,128058681,22173.0
chr10,128097887,128097915,17015.0
chr10,128097918,128097944,17046.0
chr10,128135463,128135478,54591.0
chr10,128135602,128135621,54730.0
chr10,128176707,128176741,35287.0
chr10,128232663,128232690,20616.0
chr10,128270997,128271013,58950.0
chr10,128284255,128284316,72208.0
chr10,128322105,128322121,110058.0
chr10,128322139,128322187,110092.0
chr10,128424920,128424934,30398.0
chr10,128439232,128439264,16068.0
chr10,128499017,128499073,43666.0
chr10,128504993,128505013,49642.0
chr10,128505030,128505052,49679.0
chr10,128636900,128636936,181549.0
chr10,128637343,128637365,181992.0
chr10,128637378,128637400,182027.0
chr10,128637459,128637478,182108.0
chr10,128637500,128637534,182149.0
chr10,128674890,128674938,219539.0
chr10,128746344,128746371,290993.0
chr10,128821332,128821351,365981.0
chr10,128822084,128822106,366733.0
chr10,129035677,129035706,580326.0
chr10,129969770,129969786,1514419.0
chr10,129969995,129970014,1514644.0
chr10,129970041,129970064,1514690.0
chr10,129978645,129978661,1523294.0
chr10,129978870,129978889,1523519.0
chr10,129978916,129978939,1523565.0
chr10,130313584,130313606,1858233.0
chr10,130313638,130313657,1858287.0
chr10,130313943,130313957,1858592.0
chr10,130322973,130322992,1867622.0
chr10,130336753,130336773,1881402.0
chr11,3227201,3227249,117845.0
chr11,3289796,3289810,55284.0
chr11,3313379,3313399,31695.0
chr11,3332613,3332632,12462.0
chr11,3335827,3335858,9236.0
chr11,3387013,3387032,41901.0
chr11,3963501,3963550,283246.0
chr11,4203491,4203505,43291.0
chr11,4203633,4203655,43141.0
chr11,4289178,4289215,42364.0
chr11,4289427,4289449,42613.0
chr11,4289531,4289550,42717.0
chr11,4319801,4319823,15341.0
chr11,4319846,4319868,15296.0
chr11,4336260,4336287,1078.0
chr11,4423874,4423898,88692.0
chr11,4424127,4424172,88945.0
chr11,4424184,4424203,89002.0
chr11,4497455,4497483,162273.0
chr11,4536775,4536805,201593.0
chr11,4594753,4594775,219225.0
chr11,4595014,4595030,218970.0
chr11,4629274,4629307,184693.0
chr11,4629504,4629532,184468.0
chr11,4638069,4638085,175915.0
chr11,4803929,4803945,10055.0
chr11,4804112,4804132,9868.0
chr11,4805096,4805118,8882.0
chr11,4805220,4805234,8766.0
chr11,4987078,4987098,117637.0
chr11,5058732,5058771,157250.0
chr11,5061999,5062018,154003.0
chr11,5411696,5411711,79685.0
chr11,5424108,5424135,92097.0
chr11,5424211,5424230,92200.0
chr11,5424300,5424322,92289.0
chr11,5430032,5430054,98021.0
chr11,5430076,5430104,98065.0
chr11,5443099,5443117,111088.0
chr11,5485564,5485635,153553.0
chr11,5541428,5541456,209417.0
chr11,5575521,5575602,243510.0
chr11,5636198,5636217,304187.0
chr11,5636219,5636233,304208.0
chr11,5788250,5788264,212691.0
chr11,6006780,6006802,5807.0
chr11,6006823,6006884,5850.0
chr11,6152999,6153021,152026.0
chr11,6153060,6153088,152087.0
chr11,6184481,6184503,183508.0
chr11,6200542,6200556,199569.0
chr11,6267761,6267777,266788.0
chr11,6366134,6366148,193124.0
chr11,6410526,6410561,148711.0
chr11,6444801,6444830,114442.0
chr11,6547356,6547370,11902.0
chr11,6567931,6567959,8641.0
chr11,6694982,6695034,14984.0
chr11,6695132,6695146,15134.0
chr11,6695209,6695231,15211.0
chr11,6701407,6701442,21409.0
chr11,6705193,6705223,25195.0
chr11,6705251,6705265,25253.0
chr11,7145206,7145228,465208.0
chr11,7145687,7145709,465689.0
chr11,7161682,7161696,481684.0
chr11,9010775,9010803,2330777.0
chr11,9048299,9048353,2368301.0
chr11,9749113,9749128,1820702.0
chr11,9749234,9749270,1820560.0
chr11,9749324,9749339,1820491.0
chr11,11500085,11500099,69731.0
chr11,11512351,11512370,57460.0
chr11,11519361,11519377,50453.0
chr11,11521796,11521822,48008.0
chr11,11528783,11528802,41028.0
chr11,11528994,11529010,40820.0
chr11,11529066,11529088,40742.0
chr11,11529219,11529233,40597.0
chr11,11690718,11690758,120869.0
chr11,11703825,11703839,132960.0
chr11,11716617,11716636,120163.0
chr11,11719992,11720024,116775.0
chr11,11726128,11726143,110656.0
chr11,11726784,11726802,109997.0
chr11,11741537,11741579,95220.0
chr11,11741710,11741726,95073.0
chr11,11766208,11766222,70577.0
chr11,11766451,11766513,70286.0
chr11,11788352,11788395,48404.0
chr11,11808799,11808832,27967.0
chr11,14191143,14191162,1899510.0
chr11,15180519,15180533,2888886.0
chr11,15180538,15180557,2888905.0
chr11,15180566,15180588,2888933.0
chr11,16455084,16455098,3860863.0
chr11,16455167,16455192,3860769.0
chr11,16455320,16455341,3860620.0
chr11,17160296,17160368,3155593.0
chr11,17192455,17192474,3123487.0
chr11,17211183,17211255,3104706.0
chr11,17257808,17257830,3058131.0
chr11,17953176,17953192,2362769.0
chr11,17953370,17953413,2362548.0
chr11,18196076,18196090,2119871.0
chr11,18527391,18527519,1788442.0
chr11,18527590,18527609,1788352.0
chr11,19924323,19924342,391619.0
chr11,19979152,19979174,336787.0
chr11,19992979,19993005,322956.0
chr11,20112342,20112364,203597.0
chr11,20143832,20143852,172109.0
chr11,20212006,20212038,103923.0
chr11,20248392,20248429,67532.0
chr11,20248661,20248683,67278.0
chr11,20248766,20248809,67152.0
chr11,20282669,20282709,33252.0
chr11,20455223,20455239,139016.0
chr11,20455430,20455445,139223.0
chr11,20553504,20553520,237297.0
chr11,20616054,20616073,299847.0
chr11,20632656,20632670,316449.0
chr11,20639175,20639189,322968.0
chr11,20639201,20639235,322994.0
chr11,20661772,20661801,345565.0
chr11,20712106,20712138,395899.0
chr11,20712609,20712657,396402.0
chr11,20742831,20742847,426624.0
chr11,21091389,21091404,128078.0
chr11,21101392,21101423,118059.0
chr11,21101539,21101570,117912.0
chr11,21103183,21103227,116255.0
chr11,21103376,21103398,116084.0
chr11,21115469,21115485,103997.0
chr11,21115560,21115576,103906.0
chr11,21134918,21134934,84548.0
chr11,21139915,21139952,79530.0
chr11,21140001,21140015,79467.0
chr11,21141841,21141867,77615.0
chr11,21141891,21141907,77575.0
chr11,21141984,21141998,77484.0
chr11,21166843,21166865,52617.0
chr11,21166929,21166952,52530.0
chr11,21167060,21167082,52400.0
chr11,21172698,21172714,46768.0
chr11,21180624,21180646,38836.0
chr11,21181123,21181150,38332.0
chr11,21223180,21223197,3679.0
chr11,21224278,21224304,4777.0
chr11,21253513,21253532,34012.0
chr11,21253603,21253635,34102.0
chr11,21253714,21253740,34213.0
chr11,21303797,21303813,84296.0
chr11,21303976,21303992,84475.0
chr11,21339732,21339766,120231.0
chr11,22842228,22842255,130716.0
chr11,22845092,22845131,127840.0
chr11,22845144,22845168,127803.0
chr11,22845420,22845439,127532.0
chr11,22871979,22871998,100973.0
chr11,22882941,22882960,90011.0
chr11,22903217,22903233,69738.0
chr11,22981910,22981924,8921.0
chr11,22982455,22982477,9466.0
chr11,23769699,23769721,94281.0
chr11,23769763,23769777,94345.0
chr11,23771949,23771964,96531.0
chr11,25373900,25373937,286644.0
chr11,26387575,26387589,726976.0
chr11,28947103,28947145,192338.0
chr11,28947246,28947260,192223.0
chr11,29129963,29129993,9490.0
chr11,29694114,29694129,132804.0
chr11,30182465,30182497,594175.0
chr11,30182610,30182629,594043.0
chr11,30190327,30190356,586316.0
chr11,30986560,30986579,209870.0
chr11,30986676,30986690,209986.0
chr11,31892269,31892291,233845.0
chr11,31892293,31892315,233821.0
chr11,31892407,31892429,233707.0
chr11,31949099,31949129,177007.0
chr11,32000152,32000190,125946.0
chr11,32000598,32000620,125516.0
chr11,32011742,32011766,114370.0
chr11,32019905,32019925,106211.0
chr11,32020391,32020407,105729.0
chr11,32039267,32039296,86840.0
chr11,32104750,32104764,21372.0
chr11,32105976,32106029,20107.0
chr11,32216966,32217007,9191.0
chr11,32325065,32325131,98849.0
chr11,32325221,32325235,99005.0
chr11,32543391,32543452,317175.0
chr11,32554866,32554889,328650.0
chr11,32554897,32554923,328681.0
chr11,32580922,32580944,354706.0
chr11,32580965,32580991,354749.0
chr11,32583075,32583089,356859.0
chr11,32588468,32588484,362252.0
chr11,32642298,32642320,416082.0
chr11,32768856,32768878,542640.0
chr11,32801744,32801758,575528.0
chr11,33199692,33199743,973476.0
chr11,33199855,33199889,973639.0
chr11,33199959,33199973,973743.0
chr11,33447135,33447159,1220919.0
chr11,33447553,33447575,1221337.0
chr11,33447641,33447727,1221425.0
chr11,34047074,34047094,716591.0
chr11,34506661,34506680,257005.0
chr11,34737256,34737278,26407.0
chr11,34737333,34737353,26332.0
chr11,34762361,34762375,1310.0
chr11,34762385,34762415,1270.0
chr11,34762421,34762447,1238.0
chr11,34762493,34762509,1176.0
chr11,34762617,34762684,1001.0
chr11,34770798,34770840,7095.0
chr11,35834559,35834581,211270.0
chr11,35834706,35834757,211094.0
chr11,37757667,37757682,431169.0
chr11,40692427,40692443,1223173.0
chr11,40694299,40694315,1221301.0
chr11,40694479,40694508,1221108.0
chr11,41090340,41090362,825254.0
chr11,41090386,41090405,825211.0
chr11,42909705,42909731,121391.0
chr11,42909788,42909810,121474.0
chr11,42909888,42909902,121574.0
chr11,43426347,43426415,50334.0
chr11,43433663,43433682,57650.0
chr11,44501530,44501549,6028.0
chr11,44501591,44501607,6089.0
chr11,44520373,44520395,24871.0
chr11,44526935,44526951,31433.0
chr11,44527077,44527093,31575.0
chr11,44543970,44543998,48468.0
chr11,44544070,44544102,48568.0
chr11,45555264,45555280,317000.0
chr11,45679031,45679055,193225.0
chr11,45794969,45795003,77277.0
chr11,45852782,45852798,19482.0
chr11,45875618,45875641,3320.0
chr11,45875671,45875690,3373.0
chr11,45875720,45875787,3422.0
chr11,45926652,45926676,54354.0
chr11,46076125,46076141,176001.0
chr11,46086643,46086659,165483.0
chr11,46090265,46090287,161855.0
chr11,46343828,46343844,91668.0
chr11,46343885,46343907,91725.0
chr11,46344093,46344115,91933.0
chr11,46344487,46344506,92327.0
chr11,46344513,46344541,92353.0
chr11,46372314,46372352,120154.0
chr11,46372552,46372568,120392.0
chr11,46372640,46372673,120480.0
chr11,46373119,46373144,120959.0
chr11,46373432,46373460,121272.0
chr11,46380287,46380306,128127.0
chr11,46389197,46389260,137037.0
chr11,46389313,46389329,137153.0
chr11,46421299,46421313,161063.0
chr11,46431483,46431511,150865.0
chr11,46448088,46448155,134221.0
chr11,46448211,46448230,134146.0
chr11,46448372,46448396,133980.0
chr11,46467211,46467233,115143.0
chr11,46474212,46474228,108148.0
chr11,46474350,46474369,108007.0
chr11,46474503,46474532,107844.0
chr11,46668229,46668248,85835.0
chr11,48787683,48787715,416931.0
chr11,48799920,48799940,404706.0
chr11,48817425,48817441,387205.0
chr11,48818321,48818367,386279.0
chr11,48833840,48833868,370778.0
chr11,48834098,48834130,370516.0
chr11,48834144,48834170,370476.0
chr11,48834383,48834410,370236.0
chr11,48856354,48856376,348270.0
chr11,48856714,48856733,347913.0
chr11,48856752,48856780,347866.0
chr11,48856799,48856813,347833.0
chr11,48917943,48917971,286675.0
chr11,48918169,48918191,286455.0
chr11,49072178,49072200,132446.0
chr11,49072404,49072418,132228.0
chr11,49085183,49085230,119416.0
chr11,49090838,49090854,113792.0
chr11,49093713,49093755,110891.0
chr11,49202784,49202803,1843.0
chr11,49203303,49203325,1321.0
chr11,49249962,49249981,45297.0
chr11,49250077,49250099,45412.0
chr11,49712994,49713016,269932.0
chr11,49770926,49770946,212002.0
chr11,49771523,49771542,211406.0
chr11,49811258,49811272,171676.0
chr11,50174558,50174649,191592.0
chr11,50175094,50175134,192128.0
chr11,50378633,50378653,1141.0
chr11,50415726,50415741,38234.0
chr11,50415751,50415777,38259.0
chr11,50835785,50835813,458293.0
chr11,50835920,50835960,458428.0
chr11,51753756,51753772,254647.0
chr11,51763482,51763535,244884.0
chr11,51763906,51763936,244483.0
chr11,51856578,51856602,151817.0
chr11,51858500,51858522,149897.0
chr11,52011075,52011091,2638.0
chr11,52036021,52036035,27584.0
chr11,52223000,52223020,156877.0
chr11,52264658,52264674,198535.0
chr11,52268512,52268532,202389.0
chr11,52274135,52274216,208012.0
chr11,52299819,52299833,222850.0
chr11,52313971,52313993,208690.0
chr11,52314331,52314345,208338.0
chr11,52341276,52341292,181391.0
chr11,52341287,52341320,181363.0
chr11,52396230,52396269,126414.0
chr11,53318007,53318027,138675.0
chr11,53318038,53318064,138706.0
chr11,53318066,53318085,138734.0
chr11,53330286,53330329,150954.0
chr11,53330370,53330392,151038.0
chr11,53330408,53330436,151076.0
chr11,53590541,53590573,26756.0
chr11,53737819,53737848,120472.0
chr11,53737882,53737951,120535.0
chr11,53764203,53764231,146856.0
chr11,53811445,53811494,194098.0
chr11,53811591,53811615,194244.0
chr11,53859204,53859218,241857.0
chr11,53859227,53859255,241880.0
chr11,54437229,54437250,63189.0
chr11,54492001,54492017,8422.0
chr11,54492218,54492233,8206.0
chr11,54492477,54492508,7931.0
chr11,54492612,54492631,7808.0
chr11,54533847,54533869,10998.0
chr11,54535027,54535049,12178.0
chr11,54567858,54567873,45009.0
chr11,54567935,54567955,45086.0
chr11,54595353,54595369,72504.0
chr11,54764040,54764072,177821.0
chr11,54774339,54774385,167508.0
chr11,54774935,54774950,166943.0
chr11,54844414,54844445,97448.0
chr11,54860727,54860741,81152.0
chr11,54860976,54861005,80888.0
chr11,54936769,54936785,5108.0
chr11,54956405,54956421,14494.0
chr11,54958665,54958693,16754.0
chr11,54973613,54973635,31702.0
chr11,54973778,54973800,31867.0
chr11,54973842,54973888,31931.0
chr11,54998778,54998802,56867.0
chr11,55072738,55072752,130827.0
chr11,55072900,55072914,130989.0
chr11,55120870,55120890,178959.0
chr11,55121257,55121276,179346.0
chr11,55131996,55132012,190085.0
chr11,55132239,55132275,190328.0
chr11,55132541,55132576,190630.0
chr11,55132629,55132645,190718.0
chr11,55136662,55136684,194751.0
chr11,55159058,55159072,217147.0
chr11,55159133,55159147,217222.0
chr11,57445593,57445607,694224.0
chr11,57669714,57669736,470095.0
chr11,57686022,57686075,453756.0
chr11,57686106,57686145,453686.0
chr11,57686351,57686386,453445.0
chr11,57951228,57951249,188582.0
chr11,58096559,58096573,43258.0
chr11,58168750,58168778,28901.0
chr11,58179937,58179984,40088.0
chr11,58181797,58181811,41948.0
chr11,58181838,58181864,41989.0
chr11,58181877,58181917,42028.0
chr11,58209357,58209379,69508.0
chr11,58301832,58301854,161983.0
chr11,58302150,58302174,162301.0
chr11,58330519,58330538,190670.0
chr11,58519823,58519846,379974.0
chr11,58520103,58520119,380254.0
chr11,58715448,58715470,575599.0
chr11,58715604,58715628,575755.0
chr11,58847128,58847147,707279.0
chr11,58904379,58904414,764530.0
chr11,58904700,58904728,764851.0
chr11,58904800,58904819,764951.0
chr11,58914838,58914875,774989.0
chr11,58927885,58927930,788036.0
chr11,58954590,58954612,814741.0
chr11,58954694,58954726,814845.0
chr11,58978032,58978047,838183.0
chr11,59163897,59163913,921071.0
chr11,59628569,59628682,456302.0
chr11,59809595,59809617,275367.0
chr11,59839986,59840012,244972.0
chr11,60199875,60199897,114873.0
chr11,60219819,60219841,134817.0
chr11,60330871,60330885,245869.0
chr11,60334373,60334392,249371.0
chr11,60334486,60334515,249484.0
chr11,60334638,60334668,249636.0
chr11,60334673,60334692,249671.0
chr11,60417278,60417298,332276.0
chr11,61580086,61580105,348256.0
chr11,61638770,61638814,406940.0
chr11,61647373,61647414,415543.0
chr11,61647532,61647556,415702.0
chr11,61653019,61653038,421189.0
chr11,61653247,61653274,421417.0
chr11,61660993,61661016,429163.0
chr11,61661039,61661055,429209.0
chr11,62218289,62218347,248700.0
chr11,62218434,62218452,248595.0
chr11,62495138,62495157,7648.0
chr11,62544380,62544414,56890.0
chr11,62550802,62550834,63312.0
chr11,62551326,62551345,63836.0
chr11,62574546,62574585,87056.0
chr11,62613954,62613976,126464.0
chr11,62677122,62677156,189632.0
chr11,63908530,63908545,1421040.0
chr11,63920789,63920804,1433299.0
chr11,63989611,63989627,1502121.0
chr11,63989633,63989647,1502143.0
chr11,64079288,64079302,1591798.0
chr11,64899052,64899070,1273000.0
chr11,65794789,65794805,377265.0
chr11,66332925,66332947,160837.0
chr11,66397416,66397432,225328.0
chr11,67024692,67024780,27041.0
chr11,67024887,67024903,26918.0
chr11,67112861,67112889,61021.0
chr11,68135576,68135595,295109.0
chr11,68199156,68199181,231523.0
chr11,68279653,68279675,151029.0
chr11,68451187,68451203,20465.0
chr11,68451520,68451567,20798.0
chr11,68453628,68453678,22906.0
chr11,68485345,68485361,54623.0
chr11,68499151,68499173,68429.0
chr11,68901580,68901599,470858.0
chr11,68965825,68965840,466375.0
chr11,68965890,68965970,466245.0
chr11,68967912,68967949,464266.0
chr11,69016172,69016220,415995.0
chr11,69016372,69016394,415821.0
chr11,69037743,69037762,394453.0
chr11,69062908,69062928,369287.0
chr11,69124133,69124155,308060.0
chr11,69257954,69257968,174247.0
chr11,69257997,69258082,174133.0
chr11,69258393,69258412,173803.0
chr11,69266560,69266582,165633.0
chr11,69267373,69267434,164781.0
chr11,69366689,69366705,65510.0
chr11,69411086,69411112,21103.0
chr11,69579533,69579547,102745.0
chr11,69581352,69581374,100918.0
chr11,69613902,69613922,68370.0
chr11,69629905,69629954,52338.0
chr11,69632694,69632710,49582.0
chr11,69662267,69662281,20011.0
chr11,69662813,69662835,19457.0
chr11,69662984,69663003,19289.0
chr11,69754713,69754763,72403.0
chr11,69754792,69754865,72482.0
chr11,69758454,69758474,76144.0
chr11,69758517,69758533,76207.0
chr11,69991212,69991236,308902.0
chr11,69991409,69991424,309099.0
chr11,70309392,70309411,196941.0
chr11,70525034,70525054,18664.0
chr11,70525213,70525230,18843.0
chr11,70563774,70563800,57404.0
chr11,70629791,70629828,123421.0
chr11,70629907,70629921,123537.0
chr11,70647580,70647613,141210.0
chr11,70654926,70654963,148556.0
chr11,70669868,70669890,163498.0
chr11,71203235,71203277,696865.0
chr11,71203359,71203403,696989.0
chr11,72041751,72041802,140607.0
chr11,72427128,72427202,244701.0
chr11,72429002,72429024,246575.0
chr11,72429272,72429306,246845.0
chr11,72795964,72796007,403714.0
chr11,74443339,74443384,358587.0
chr11,74960225,74960241,121398.0
chr11,75279645,75279690,43522.0
chr11,75282816,75282839,40373.0
chr11,75336999,75337025,1418.0
chr11,75348744,75348758,10283.0
chr11,75486580,75486595,148119.0
chr11,75539169,75539185,200708.0
chr11,75587815,75587836,249354.0
chr11,75679007,75679022,340546.0
chr11,75976901,75976923,61277.0
chr11,75983467,75983486,54714.0
chr11,75984885,75984899,53301.0
chr11,75999869,75999888,38312.0
chr11,76170929,76170971,132710.0
chr11,76296425,76296455,110281.0
chr11,76494450,76494465,87696.0
chr11,76734834,76734848,317129.0
chr11,76734944,76734970,317007.0
chr11,77216689,77216737,164694.0
chr11,77349169,77349191,297174.0
chr11,77349332,77349348,297337.0
chr11,77371649,77371663,319654.0
chr11,77372441,77372457,320446.0
chr11,77386171,77386193,334176.0
chr11,77386403,77386419,334408.0
chr11,77386632,77386657,334637.0
chr11,77386706,77386720,334711.0
chr11,77483904,77483922,431909.0
chr11,77484186,77484200,432191.0
chr11,77491137,77491153,439142.0
chr11,77519251,77519273,467256.0
chr11,77685570,77685594,489583.0
chr11,77685724,77685744,489433.0
chr11,77793067,77793083,382094.0
chr11,77984743,77984757,190420.0
chr11,78060708,78060736,114441.0
chr11,78169094,78169109,6068.0
chr11,78176319,78176338,1124.0
chr11,78246027,78246049,70832.0
chr11,78261869,78261891,86674.0
chr11,78453763,78453801,55592.0
chr11,78453974,78454001,55392.0
chr11,78454005,78454035,55358.0
chr11,78600143,78600180,90732.0
chr11,78600264,78600286,90853.0
chr11,78664877,78664897,155466.0
chr11,78679013,78679039,169602.0
chr11,78679300,78679343,169889.0
chr11,78679469,78679499,170058.0
chr11,78697687,78697701,188276.0
chr11,78697715,78697735,188304.0
chr11,78697740,78697792,188329.0
chr11,78766842,78766879,243732.0
chr11,78823138,78823199,187412.0
chr11,79218097,79218147,64496.0
chr11,79296327,79296349,13666.0
chr11,79296435,79296517,13774.0
chr11,79296532,79296561,13871.0
chr11,79366296,79366310,32022.0
chr11,79366360,79366379,31953.0
chr11,79461059,79461085,62708.0
chr11,79461107,79461135,62756.0
chr11,79461243,79461265,62892.0
chr11,79520172,79520194,121117.0
chr11,79530508,79530530,110781.0
chr11,79530721,79530736,110575.0
chr11,79614986,79615005,26306.0
chr11,79615118,79615140,26171.0
chr11,79623386,79623438,17873.0
chr11,79658457,79658483,17128.0
chr11,79704734,79704791,63405.0
chr11,80043140,80043203,80486.0
chr11,80067787,80067809,105133.0
chr11,80072370,80072396,109716.0
chr11,80075781,80075816,113127.0
chr11,80086741,80086785,124087.0
chr11,80087046,80087068,124392.0
chr11,80089167,80089192,126513.0
chr11,80208832,80208846,246178.0
chr11,80378182,80378202,146842.0
chr11,80382975,80383046,141998.0
chr11,80383052,80383072,141972.0
chr11,80383320,80383334,141710.0
chr11,80383373,80383414,141630.0
chr11,80504455,80504474,20570.0
chr11,80504598,80504637,20407.0
chr11,80508483,80508503,16541.0
chr11,82183438,82183477,769139.0
chr11,82870112,82870134,82482.0
chr11,82886792,82886814,65802.0
chr11,82947707,82947727,4889.0
chr11,83040246,83040274,87612.0
chr11,83040417,83040439,87783.0
chr11,83224231,83224247,271597.0
chr11,83224252,83224271,271618.0
chr11,83224531,83224561,271897.0
chr11,83271744,83271763,319110.0
chr11,83271779,83271801,319145.0
chr11,83272580,83272594,319946.0
chr11,83272594,83272609,319960.0
chr11,83802107,83802138,849473.0
chr11,83802151,83802170,849517.0
chr11,83802175,83802230,849541.0
chr11,83802233,83802261,849599.0
chr11,84243875,84243894,564778.0
chr11,85324179,85324207,515489.0
chr11,85324245,85324275,515555.0
chr11,85545774,85545796,737084.0
chr11,85574881,85574907,766191.0
chr11,86201644,86201663,1392954.0
chr11,86257671,86257690,1448981.0
chr11,86464209,86464255,1473673.0
chr11,86464491,86464510,1473418.0
chr11,86464544,86464559,1473369.0
chr11,86484753,86484768,1453160.0
chr11,86589999,86590027,1347901.0
chr11,86590150,86590191,1347737.0
chr11,86590307,86590334,1347594.0
chr11,86596054,86596134,1341794.0
chr11,86621257,86621271,1316657.0
chr11,86624310,86624330,1313598.0
chr11,86624609,86624628,1313300.0
chr11,86652618,86652640,1285288.0
chr11,86746262,86746276,1191652.0
chr11,86746346,86746374,1191554.0
chr11,86814982,86815033,1122895.0
chr11,86815041,86815075,1122853.0
chr11,86815132,86815155,1122773.0
chr11,86815159,86815196,1122732.0
chr11,86827587,86827601,1110327.0
chr11,86827784,86827800,1110128.0
chr11,86828714,86828736,1109192.0
chr11,86828861,86828896,1109032.0
chr11,87086967,87086989,850939.0
chr11,87214235,87214257,723671.0
chr11,87393918,87393937,543991.0
chr11,87394014,87394036,543892.0
chr11,87404690,87404718,533210.0
chr11,87423028,87423042,514886.0
chr11,87423658,87423699,514229.0
chr11,87426320,87426380,511548.0
chr11,87426488,87426504,511424.0
chr11,87426899,87426928,511000.0
chr11,87427087,87427120,510808.0
chr11,87443627,87443649,494279.0
chr11,87448845,87448862,489066.0
chr11,87448872,87448892,489036.0
chr11,87448991,87449009,488919.0
chr11,87449094,87449113,488815.0
chr11,87449237,87449253,488675.0
chr11,87462631,87462653,475275.0
chr11,87462712,87462752,475176.0
chr11,87471660,87471674,466254.0
chr11,87471687,87471702,466226.0
chr11,87591701,87591715,346213.0
chr11,87684372,87684394,253534.0
chr11,87720433,87720452,217476.0
chr11,87720644,87720666,217262.0
chr11,87721239,87721270,216658.0
chr11,87721373,87721397,216531.0
chr11,87737144,87737183,200745.0
chr11,87751631,87751653,186275.0
chr11,87758935,87758958,178970.0
chr11,87759931,87759951,177977.0
chr11,87967904,87967928,29958.0
chr11,88068891,88068915,130945.0
chr11,88145469,88145483,207523.0
chr11,88194428,88194467,256482.0
chr11,88527064,88527098,37707.0
chr11,88553098,88553117,11688.0
chr11,88576946,88576970,12123.0
chr11,88595914,88595954,31091.0
chr11,88598986,88599005,34163.0
chr11,88599110,88599138,34287.0
chr11,88614835,88614857,50012.0
chr11,88619219,88619250,54396.0
chr11,88620173,88620187,55350.0
chr11,88620574,88620590,55751.0
chr11,88620675,88620708,55852.0
chr11,88620749,88620769,55926.0
chr11,88629237,88629265,64414.0
chr11,88629282,88629296,64459.0
chr11,88895825,88895861,331002.0
chr11,88895884,88895906,331061.0
chr11,88955205,88955235,390382.0
chr11,88955681,88955695,390858.0
chr11,88955700,88955717,390877.0
chr11,88999391,88999405,434568.0
chr11,89024054,89024070,459231.0
chr11,89024075,89024102,459252.0
chr11,89058760,89058782,493937.0
