chr,h_h_start,h_h_end,closest_TnG_start,closest_TnG_end,tng_alignment,distance_to_closest_TnG
chr12,85973815,85973833,85973924,85973952,1,91
chr12,88470183,88470201,87416938,87416979,0,-1053204
chr12,89555169,89555187,89555178,89555214,1,0
chr12,91711909,91711927,91765482,91765501,0,53555
chr12,94933109,94933127,96082180,96082217,0,1149053
chr12,94933159,94933177,96082180,96082217,0,1149003
chr12,95598474,95598492,96082180,96082217,0,483688
chr12,98578740,98578758,98747440,98747454,0,168682
chr12,99393048,99393067,99393060,99393079,1,0
chr12,101981476,101981494,101981390,101981406,1,-70
chr12,102371007,102371026,102384888,102384910,1,13862
chr12,102702597,102702615,102702610,102702624,1,0
chr12,102878794,102878812,102878861,102878894,0,49
chr12,103065212,103065230,102878861,102878894,1,-186318
chr12,103493051,103493069,103444160,103444174,1,-48877
chr12,106983290,106983308,106983281,106983296,1,0
chr12,107126159,107126177,107123517,107123600,1,-2559
chr12,107184732,107184751,107184500,107184526,1,-206
chr12,107645573,107645591,107645744,107645770,1,153
chr12,107720849,107720867,107720854,107720874,1,0
chr12,107783883,107783902,107783896,107783912,1,0
chr12,107937766,107937784,107937774,107937788,1,0
chr12,107977696,107977715,107977705,107977727,1,0
chr12,108645019,108645037,108646352,108646371,1,1315
chr12,108812495,108812513,108812544,108812573,0,31
chr12,109077059,109077077,108812544,108812573,1,-264486
chr12,110353091,110353109,110353173,110353197,1,64
chr12,110479303,110479321,110479275,110479316,1,0
chr12,110496016,110496034,110496009,110496025,1,0
chr12,110771272,110771290,110736722,110736759,1,-34513
chr12,110845908,110845926,110845910,110845958,1,0
chr12,111164506,111164524,111159913,111159927,1,-4579
chr12,111589087,111589105,111589079,111589095,1,0
chr12,111732499,111732517,111589099,111589118,0,-143381
chr12,113074404,113074422,113074223,113074260,1,-144
chr12,113187669,113187687,113075336,113075358,0,-112311
chr12,114990819,114990838,114981945,114981967,0,-8852
chr12,116384147,116384165,116384153,116384178,1,0
chr13,3525319,3525337,3525322,3525355,1,0
chr13,3537134,3537152,3537136,3537165,1,0
chr13,9440090,9440108,9584756,9584771,0,144648
chr13,9584878,9584896,9584789,9584804,0,-74
chr13,12133411,12133429,12133391,12133423,1,0
chr13,12507582,12507601,12460637,12460665,0,-46917
chr13,13471419,13471437,13471310,13471332,1,-87
chr13,13745217,13745235,13614277,13614299,0,-130918
chr13,14113993,14114011,14114119,14114138,1,108
chr13,16196327,16196345,16196333,16196358,1,0
chr13,16869760,16869778,16869717,16869748,1,-12
chr13,18161206,18161224,17975966,17975999,0,-185207
chr13,19242740,19242758,19182237,19182256,0,-60484
chr13,19618946,19618965,19690247,19690267,1,71282
chr13,19854113,19854131,19690247,19690267,0,-163846
chr13,21163251,21163269,21163271,21163299,1,2
chr13,22843854,22843872,22843862,22843884,1,0
chr13,22843883,22843901,22843862,22843884,0,0
chr13,23774582,23774600,23774608,23774674,0,8
chr13,24445802,24445820,24445683,24445727,1,-75
chr13,24614136,24614155,24614145,24614167,1,0
chr13,28417492,28417510,28417772,28417791,0,262
chr13,30210932,30210950,30174646,30174698,1,-36234
chr13,30638942,30638960,30638868,30638890,1,-52
chr13,30682111,30682129,30681775,30681797,0,-314
chr13,30733003,30733022,30733077,30733103,1,55
chr13,30742590,30742608,30747614,30747629,0,5006
chr13,30913901,30913919,30914055,30914074,0,136
chr13,32211799,32211817,32211714,32211728,1,-71
chr13,32211958,32211976,32211963,32211984,1,0
chr13,34096123,34096141,34096062,34096124,0,0
chr13,34191651,34191669,34191543,34191557,1,-94
chr13,34864725,34864743,34865023,34865039,1,280
chr13,36466902,36466920,36467050,36467070,0,130
chr13,37308182,37308200,37312522,37312536,0,4322
chr13,37325566,37325585,37325585,37325611,0,0
chr13,37751195,37751213,37751480,37751500,0,267
chr13,38413504,38413522,38338193,38338235,1,-75269
chr13,40922546,40922564,40922731,40922759,0,167
chr13,42293388,42293406,42052985,42053007,1,-240381
chr13,43240341,43240359,43240096,43240116,1,-225
chr13,43313573,43313591,43313567,43313585,1,0
chr13,43313743,43313762,43313794,43313816,0,32
chr13,44118009,44118027,44118005,44118021,1,0
chr13,44501955,44501974,44507254,44507283,0,5280
chr13,44782503,44782521,44800315,44800347,0,17794
chr13,45772578,45772596,45772586,45772602,1,0
chr13,46619816,46619835,46616870,46616898,1,-2918
chr13,46702594,46702612,46702471,46702487,0,-107
chr13,48929293,48929311,48979198,48979217,0,49887
chr13,48979212,48979230,48979198,48979217,1,0
chr13,51757419,51757437,51757392,51757416,0,-3
chr13,51886131,51886149,51886134,51886175,1,0
chr13,52862142,52862160,52862174,52862188,0,14
chr13,52862211,52862229,52862174,52862188,1,-23
chr13,52918233,52918251,52922178,52922197,1,3927
chr13,55444492,55444510,55443963,55443978,1,-514
chr13,56053094,56053112,56052991,56053010,1,-84
chr13,56151673,56151691,56135127,56135149,1,-16524
chr13,57866800,57866818,57866809,57866840,1,0
chr13,58177653,58177671,58177792,58177811,1,121
chr13,58214522,58214540,58216017,58216031,0,1477
chr13,59572342,59572360,59572352,59572379,1,0
chr13,59572462,59572480,59572352,59572379,0,-83
chr13,59657342,59657361,59704583,59704603,0,47222
chr13,59705062,59705080,59705048,59705067,1,0
chr13,59840975,59840994,59840818,59840852,1,-123
chr13,59841011,59841030,59840818,59840852,1,-159
chr13,60322135,60322153,60322186,60322208,1,33
chr13,62470201,62470220,62470304,62470323,1,84
chr13,63141064,63141082,63141293,63141309,0,211
chr13,64370644,64370662,64312038,64312071,1,-58573
chr13,73603665,73603683,73603841,73603860,1,158
chr13,74349926,74349945,74350436,74350458,0,491
chr13,75103032,75103050,75103024,75103044,1,0
chr13,76598919,76598937,76598869,76598885,1,-34
chr13,78253418,78253436,78253578,78253606,0,142
chr13,78426794,78426812,78253705,78253727,0,-173067
chr13,79303991,79304009,78253705,78253727,0,-1050264
chr13,83751292,83751310,84646963,84646987,0,895653
chr13,84747651,84747669,84747647,84747663,1,0
chr13,85519332,85519350,85519324,85519338,1,0
chr13,85830188,85830206,85830200,85830222,1,0
chr13,87531257,87531275,87531265,87531291,1,0
chr13,90089956,90089974,89551834,89551848,1,-538108
chr13,90800622,90800640,90800616,90800631,1,0
chr13,91509698,91509716,91509790,91509809,0,74
chr13,91680248,91680266,91680254,91680279,1,0
chr13,92830417,92830435,92830406,92830431,1,0
chr13,93624338,93624356,93624266,93624281,1,-57
chr13,94177389,94177408,94285731,94285750,1,108323
chr13,95327184,95327202,95327290,95327304,1,88
chr13,95375466,95375484,95375798,95375814,1,314
chr13,95593288,95593306,95593272,95593297,1,0
chr13,95684974,95684993,95684922,95684937,1,-37
chr13,97442921,97442939,97442927,97442941,1,0
chr13,97761994,97762012,97789888,97789907,1,27876
chr13,97824159,97824178,97789888,97789907,0,-34252
chr13,97899615,97899633,97899607,97899623,1,0
chr13,99353095,99353113,98925797,98925826,0,-427269
chr13,100866680,100866698,100866721,100866743,0,23
chr13,100911374,100911393,100946446,100946461,0,35053
chr13,105683284,105683302,105683288,105683336,1,0
chr13,107006648,107006666,107006656,107006679,1,0
chr13,107831471,107831489,107825959,107825998,0,-5473
chr13,107891542,107891561,107897189,107897205,1,5628
chr13,109802688,109802706,109802721,109802737,0,15
chr13,110829551,110829569,110829537,110829557,1,0
chr13,111179708,111179726,111065179,111065207,1,-114501
chr13,111461330,111461348,111569392,111569451,1,108044
chr13,111867407,111867425,111867319,111867334,0,-73
chr13,111936095,111936113,111977726,111977740,1,41613
chr13,112002920,112002939,112001992,112002014,1,-906
chr13,113574458,113574476,113579913,113579964,0,5437
chr13,113870370,113870388,113870473,113870493,1,85
chr13,113966446,113966464,113870518,113870545,1,-95901
chr13,117048422,117048440,117048589,117048603,1,149
chr13,117209865,117209883,117209856,117209870,1,0
chr13,117220170,117220188,117220179,117220201,1,0
chr13,119030757,119030775,119030763,119030790,1,0
chr13,119462895,119462913,119462807,119462862,1,-33
chr14,6813453,6813471,6930001,6930020,0,116530
chr14,14042818,14042836,14042904,14042962,0,68
chr14,16001898,16001916,16001959,16002000,1,43
chr14,16677995,16678013,16677982,16678007,1,0
chr14,18238597,18238615,18187131,18187154,0,-51443
chr14,18371895,18371913,18371903,18371932,1,0
chr14,19649952,19649970,19824052,19824093,1,174082
chr14,19962326,19962344,19962764,19962786,1,420
chr14,19969491,19969509,19969229,19969243,0,-248
chr14,21026782,21026800,21032535,21032549,0,5735
chr14,21032297,21032315,21032535,21032549,0,220
chr14,25173506,25173524,25378119,25378135,0,204595
chr14,26622775,26622793,26580055,26580088,0,-42687
chr14,26993848,26993866,26993830,26993859,1,0
chr14,27339426,27339444,27351870,27351884,1,12426
chr14,30624673,30624691,30654087,30654114,1,29396
chr14,31661898,31661916,31669873,31669892,1,7957
chr14,33481323,33481341,33481202,33481224,1,-99
chr14,34123055,34123073,34122875,34122891,1,-164
chr14,34123120,34123138,34122875,34122891,1,-229
chr14,36893292,36893310,36893149,36893186,0,-106
chr14,36952989,36953008,36952955,36952974,0,-15
chr14,38716976,38716994,38716964,38716980,1,0
chr14,39198162,39198180,39197791,39197805,1,-357
chr14,40930238,40930256,40930218,40930245,1,0
chr14,41285529,41285547,41285510,41285536,1,0
chr14,44787570,44787588,44700006,44700022,1,-87548
chr14,44929172,44929190,45005554,45005576,1,76364
chr14,45102563,45102581,45102347,45102362,0,-201
chr14,47105533,47105551,47105183,47105234,1,-299
chr14,47740733,47740752,47740747,47740769,1,0
chr14,51892175,51892193,51892116,51892189,1,0
chr14,52369905,52369923,52279796,52279822,1,-90083
chr14,54216980,54216999,54217043,54217076,1,44
chr14,54617990,54618008,54618154,54618176,0,146
chr14,54641487,54641505,54651138,54651168,1,9633
chr14,56675027,56675045,56675004,56675038,1,0
chr14,56959097,56959115,56959026,56959057,1,-40
chr14,57902250,57902268,57902236,57902260,1,0
chr14,58073919,58073937,58073775,58073789,1,-130
chr14,60219831,60219849,60219773,60219806,0,-25
chr14,60744836,60744854,60744624,60744659,1,-177
chr14,61778883,61778901,61778602,61778621,0,-262
chr14,61805687,61805705,61805753,61805792,1,48
chr14,62682453,62682472,62682318,62682343,1,-110
chr14,64930997,64931015,64931002,64931034,1,0
chr14,66071979,66071997,66071990,66072005,1,0
chr14,66228906,66228924,66228993,66229015,1,69
chr14,66229398,66229416,66229360,66229382,1,-16
chr14,67070350,67070368,67072597,67072619,0,2229
chr14,70065647,70065665,70148126,70148167,1,82461
chr14,72595678,72595696,72603017,72603031,0,7321
chr14,73088232,73088250,73088300,73088324,1,50
chr14,73088263,73088281,73088300,73088324,1,19
chr14,73389137,73389155,73389033,73389083,1,-54
chr14,73398730,73398748,73398732,73398754,0,0
chr14,73525318,73525337,73525336,73525352,1,0
chr14,73584488,73584506,73584541,73584568,0,35
chr14,73720761,73720779,73720642,73720664,1,-97
chr14,75445750,75445768,75516076,75516096,0,70308
chr14,75516083,75516101,75516076,75516096,1,0
chr14,78384538,78384556,78357010,78357024,0,-27514
chr14,79326900,79326918,79326939,79326967,1,21
chr14,80030401,80030422,80030407,80030456,1,0
chr14,80078338,80078356,80030407,80030456,0,-47882
chr14,80802657,80802675,80802619,80802635,1,-22
chr14,80908288,80908307,80802619,80802635,1,-105653
chr14,82608728,82608746,82608711,82608733,1,0
chr14,84682494,84682512,84682479,84682502,1,0
chr14,84768925,84768943,84768870,84768885,0,-40
chr14,85936215,85936233,85936203,85936223,1,0
chr14,86442584,86442602,86682089,86682125,0,239487
chr14,86682297,86682316,86682305,86682320,1,0
chr14,87110050,87110068,87110062,87110085,1,0
chr14,88402550,88402568,88402559,88402584,1,0
chr14,97071142,97071160,97071202,97071216,1,42
chr14,97313712,97313730,97071202,97071216,0,-242496
chr14,101477925,101477943,101477902,101477924,0,-1
chr14,101640912,101640930,101510808,101510836,0,-130076
chr14,103093738,103093756,103099887,103099912,1,6131
chr14,105296310,105296328,105296292,105296324,1,0
chr14,107018478,107018496,107018483,107018537,1,0
chr14,109711621,109711642,109711612,109711627,1,0
chr14,117465535,117465553,117465547,117465561,1,0
chr14,118233657,118233675,118233681,118233703,0,6
chr14,118982775,118982793,119007761,119007796,1,24968
chr14,119007725,119007743,119007761,119007796,1,18
chr14,120274720,120274738,120274703,120274725,1,0
chr14,121854909,121854927,121855097,121855116,1,170
chr14,121906735,121906753,121906941,121906963,0,188
chr14,121917092,121917110,121915475,121915509,0,-1583
chr14,122802030,122802048,122802034,122802083,1,0
chr14,122985470,122985488,122985536,122985551,0,48
chr14,122985548,122985566,122985560,122985579,1,0
chr14,124306217,124306235,124306226,124306243,1,0
chr15,5237389,5237407,5236773,5236818,1,-571
chr15,5813450,5813468,5813522,5813547,1,54
chr15,5813509,5813531,5813522,5813547,1,0
chr15,6034621,6034639,6034636,6034655,1,0
chr15,6554202,6554220,6555160,6555187,0,940
chr15,8667266,8667284,8667255,8667277,1,0
chr15,8667393,8667411,8667279,8667299,0,-94
chr15,9435816,9435834,9435807,9435821,1,0
chr15,9581026,9581044,9581303,9581332,0,259
chr15,12010879,12010897,12010331,12010353,1,-526
chr15,12117173,12117191,12117191,12117205,0,0
chr15,12117231,12117249,12117191,12117205,1,-26
chr15,16353344,16353362,16353332,16353347,1,0
chr15,22103376,22103394,22103375,22103397,1,0
chr15,22103650,22103668,22103627,22103642,1,-8
chr15,24244078,24244096,24244091,24244107,1,0
chr15,25740411,25740429,25817316,25817330,0,76887
chr15,25949153,25949171,25858721,25858740,1,-90413
chr15,27468287,27468305,27468277,27468299,1,0
chr15,27725734,27725752,27725600,27725614,0,-120
chr15,29136080,29136098,29136071,29136086,1,0
chr15,29423001,29423019,29136182,29136206,0,-286795
chr15,32884222,32884240,32884294,32884326,0,54
chr15,35529633,35529651,35529429,35529481,1,-152
chr15,36364188,36364206,36364129,36364152,1,-36
chr15,36580686,36580704,36580814,36580830,0,110
chr15,39221021,39221039,39221068,39221094,0,29
chr15,41832642,41832660,41830785,41830801,1,-1841
chr15,42523365,42523383,42523356,42523374,1,0
chr15,43167205,43167223,43167110,43167183,0,-22
chr15,43477690,43477708,43167110,43167183,0,-310507
chr15,47775399,47775417,47775380,47775409,1,0
chr15,48902678,48902696,49738227,49738243,0,835531
chr15,50662280,50662298,50662252,50662292,1,0
chr15,53065920,53065938,53065906,53065934,1,0
chr15,53127801,53127819,53100925,53100947,1,-26854
chr15,53127841,53127859,53100925,53100947,1,-26894
chr15,53157705,53157724,53157697,53157716,1,0
chr15,53328140,53328158,53328067,53328081,0,-59
chr15,55829192,55829211,55828940,55828963,1,-229
chr15,55848448,55848466,55851237,55851256,1,2771
chr15,58145465,58145483,58145434,58145468,0,0
chr15,58416403,58416421,58416338,58416368,1,-35
chr15,59106211,59106229,59081932,59081956,0,-24255
chr15,59936695,59936713,59936807,59936826,0,94
chr15,60102130,60102148,60101824,60101848,0,-282
chr15,60324888,60324906,60325052,60325075,0,146
chr15,61128964,61128982,61322160,61322219,0,193178
chr15,61322204,61322222,61322212,61322234,1,0
chr15,61413650,61413668,61408751,61408773,0,-4877
chr15,62457415,62457434,62457405,62457421,1,0
chr15,62824203,62824221,62824413,62824435,1,192
chr15,64313342,64313360,64313292,64313315,1,-27
chr15,64313453,64313471,64313292,64313315,1,-138
chr15,65324525,65324543,65324506,65324536,1,0
chr15,66861280,66861298,66861124,66861143,1,-137
chr15,66861721,66861740,66861597,66861617,1,-104
chr15,70453612,70453630,70453743,70453757,1,113
chr15,70453731,70453749,70453743,70453757,1,0
chr15,71256596,71256614,71256610,71256632,1,0
chr15,73118260,73118278,73155325,73155371,1,37047
chr15,73149828,73149846,73155325,73155371,1,5479
chr15,73506356,73506375,73581272,73581289,1,74897
chr15,73581264,73581283,73581272,73581289,1,0
chr15,75909405,75909423,75894502,75894521,0,-14884
chr15,76317391,76317409,76317322,76317356,0,-35
chr15,77225809,77225827,76948810,76948839,0,-276970
chr15,78391052,78391070,78391043,78391058,1,0
chr15,78587714,78587733,78587690,78587725,1,0
chr15,78683790,78683808,78614445,78614461,0,-69329
chr15,79577980,79577998,79577971,79577990,1,0
chr15,80310201,80310219,80225226,80225266,0,-84935
chr15,80513827,80513845,80513864,80513894,1,19
chr15,80897235,80897254,80897203,80897247,1,0
chr15,81302688,81302706,81302295,81302357,0,-331
chr15,83602623,83602653,83563234,83563287,0,-39336
chr15,83919639,83919657,83919644,83919660,1,0
chr15,89076005,89076023,89059633,89059647,1,-16358
chr15,90224117,90224136,90224119,90224134,.,0
chr15,90459167,90459185,90459244,90459263,1,59
chr15,91665215,91665233,91665140,91665160,0,-55
chr15,93959742,93959760,93959732,93959750,1,0
chr15,94493969,94493987,94494137,94494159,1,150
chr15,95773591,95773610,95791255,95791269,1,17645
chr15,96566216,96566234,96566196,96566221,1,0
chr15,97246849,97246867,97246830,97246856,1,0
chr15,97246908,97246926,97246920,97246936,1,0
chr15,97322490,97322508,97322514,97322528,0,6
chr15,97429446,97429464,97429538,97429557,1,74
chr15,97578038,97578057,97665230,97665252,0,87173
chr15,97836804,97836822,97836685,97836707,1,-97
chr15,99393910,99393928,99393839,99393867,0,-43
chr15,99416947,99416966,99416949,99416983,1,0
chr15,100060773,100060792,100060932,100060954,1,140
chr15,100182196,100182214,100265770,100265792,1,83556
chr15,100265652,100265670,100265770,100265792,1,100
chr15,101041083,101041101,101041020,101041053,1,-30
chr15,101243006,101243025,101243013,101243071,1,0
chr15,103258357,103258375,103224249,103224283,1,-34074
chr15,103788646,103788664,103788538,103788562,1,-84
chr16,7112801,7112819,7112810,7112826,1,0
chr16,11177652,11177670,11177664,11177678,1,0
chr16,11224809,11224827,11224681,11224709,0,-100
chr16,11501135,11501154,11224681,11224709,0,-276426
chr16,13027284,13027302,13027303,13027340,0,1
chr16,14379949,14379967,14159208,14159222,1,-220727
chr16,18388240,18388258,18388253,18388269,1,0
chr16,20930429,20930448,20930408,20930435,1,0
chr16,20991041,20991059,20991046,20991067,1,0
chr16,21232862,21232880,20991046,20991067,0,-241795
chr16,23144468,23144486,23144247,23144407,0,-61
chr16,23989789,23989807,23989826,23989848,0,19
chr16,24212947,24212965,24223272,24223287,1,10307
chr16,24539019,24539037,24539315,24539329,1,278
chr16,24819736,24819754,24819733,24819747,1,0
chr16,25211749,25211767,25211877,25211893,0,110
chr16,27198824,27198842,27349646,27349662,0,150804
chr16,28775302,28775320,29834661,29834677,1,1059341
chr16,30124523,30124541,30124465,30124479,1,-44
chr16,30326417,30326435,30326420,30326466,1,0
chr16,30439153,30439171,30439161,30439176,1,0
chr16,31022453,31022471,31039979,31040001,1,17508
chr16,32062245,32062264,32062475,32062497,1,211
chr16,32068109,32068127,32067891,32067946,1,-163
chr16,35941624,35941642,35941660,35941675,1,18
chr16,36008360,36008378,36008352,36008372,1,0
chr16,36071011,36071030,36040924,36040939,1,-30072
chr16,37437335,37437353,37437343,37437360,1,0
chr16,38029199,38029217,38029092,38029114,1,-85
chr16,38131682,38131701,38131691,38131711,1,0
chr16,40569081,40569099,40569093,40569108,1,0
chr16,41025291,41025309,41025419,41025433,0,110
chr16,44495871,44495889,44419101,44419117,1,-76754
chr16,45176507,45176525,45176524,45176561,0,0
chr16,45223754,45223772,45224010,45224046,0,238
chr16,45347885,45347903,45347894,45347911,1,0
chr16,46009598,46009617,46009607,46009635,1,0
chr16,46010868,46010887,46010774,46010796,0,-72
chr16,48595185,48595203,48595171,48595187,1,0
chr16,48786323,48786341,48788630,48788644,0,2289
chr16,49937696,49937714,49938083,49938127,0,369
chr16,49938118,49938137,49938083,49938127,1,0
chr16,51857852,51857870,51857893,51857913,1,23
chr16,52056230,52056248,52056312,52056326,1,64
chr16,52143067,52143085,52143047,52143076,1,0
chr16,53336429,53336447,53336438,53336502,1,0
chr16,55838275,55838293,55838277,55838308,1,0
chr16,56932543,56932561,56932546,56932580,1,0
chr16,57317953,57317971,57317939,57317961,1,0
chr16,57585277,57585295,57585184,57585206,0,-71
chr16,58796619,58796637,58796583,58796614,1,-5
chr16,60024533,60024551,60024529,60024545,1,0
chr16,64764566,64764584,64764487,64764514,0,-52
chr16,64800447,64800465,64800435,64800450,1,0
chr16,64800540,64800558,64800435,64800450,1,-90
chr16,64836106,64836124,64836023,64836045,0,-61
chr16,64836332,64836351,64836376,64836396,1,25
chr16,65449858,65449876,65449791,65449817,0,-41
chr16,65496885,65496903,65449791,65449817,0,-47068
chr16,70674288,70674306,70674219,70674250,1,-38
chr16,70787996,70788014,70674219,70674250,1,-113746
chr16,76333975,76333993,76337196,76337230,1,3203
chr16,76422658,76422677,76370807,76370827,0,-51831
chr16,80470386,80470404,80470388,80470427,1,0
chr16,85193889,85193907,85193903,85193918,1,0
chr16,90245025,90245043,90245032,90245051,1,0
chr16,90728048,90728066,90935033,90935055,1,206967
chr16,90934901,90934920,90935033,90935055,1,113
chr16,91044679,91044697,91061848,91061867,1,17151
chr16,91352170,91352188,91366672,91366689,1,14484
chr16,91484662,91484688,91466724,91466763,1,-17899
chr16,92701973,92701991,92701978,92701998,1,0
chr16,93803952,93803970,93780783,93780802,1,-23150
chr16,93898784,93898802,93898791,93898821,1,0
chr16,94332122,94332140,94313180,94313228,1,-18894
chr16,94332383,94332401,94313180,94313228,1,-19155
chr16,94596703,94596721,94596570,94596584,1,-119
chr16,95901616,95901634,95901736,95901764,0,102
chr16,96191703,96191721,96191711,96191733,1,0
chr16,97262614,97262632,97262542,97262558,0,-56
chr16,97272485,97272504,97262729,97262748,1,-9737
chr17,3122925,3122943,3123005,3123021,1,62
chr17,3679147,3679165,3679138,3679152,1,0
chr17,3679169,3679187,3679138,3679152,1,-17
chr17,4624134,4624152,4624139,4624155,1,0
chr17,4778597,4778615,4778602,4778618,1,0
chr17,5249350,5249368,5249346,5249362,1,0
chr17,5641352,5641370,5641579,5641605,1,209
chr17,5813531,5813549,5813404,5813426,1,-105
chr17,5943439,5943457,5943417,5943444,1,0
chr17,6778467,6778486,6778552,6778574,1,66
chr17,7927767,7927785,7928113,7928127,1,328
chr17,8128309,8128327,8128568,8128590,1,241
chr17,9089106,9089124,8988144,8988163,1,-100943
chr17,9582733,9582751,9582715,9582744,1,0
chr17,11628885,11628903,11758463,11758483,0,129560
chr17,12623242,12623260,12623225,12623253,1,0
chr17,12623463,12623481,12623425,12623470,1,0
chr17,12770047,12770065,12779860,12779876,0,9795
chr17,12915879,12915897,12916539,12916558,0,642
chr17,14527668,14527686,14527698,14527720,0,12
chr17,16739921,16739939,16739958,16739985,0,19
chr17,18998819,18998837,18998805,18998830,1,0
chr17,25184302,25184320,25188392,25188411,0,4072
chr17,25240886,25240904,25224597,25224677,1,-16209
chr17,27134182,27134200,27204628,27204672,0,70428
chr17,27908247,27908265,27908253,27908276,1,0
chr17,28080755,28080773,28144011,28144027,0,63238
chr17,29437649,29437667,29429289,29429341,0,-8308
chr17,29769116,29769134,29769600,29769614,0,466
chr17,29973466,29973484,29973449,29973477,1,0
chr17,29979680,29979698,29973644,29973718,0,-5962
chr17,30411077,30411095,30363658,30363680,1,-47397
chr17,31011757,31011776,31012288,31012374,0,512
chr17,31248999,31249017,31223889,31223926,0,-25073
chr17,32031928,32031946,32053892,32053914,1,21946
chr17,32536400,32536419,32965291,32965327,1,428872
chr17,32536478,32536496,32965291,32965327,1,428795
chr17,33254836,33254855,33394771,33394798,1,139916
chr17,33289833,33289852,33394771,33394798,1,104919
chr17,33951370,33951388,33963334,33963348,0,11946
chr17,34171457,34171476,34171468,34171483,1,0
chr17,34589618,34589636,34603625,34603640,0,13989
chr17,35354208,35354226,35353855,35353871,0,-337
chr17,35941612,35941630,35970110,35970139,0,28480
chr17,37561682,37561700,37561671,37561693,1,0
chr17,39286386,39286404,39286388,39286437,1,0
chr17,43699529,43699547,43699532,43699560,1,0
chr17,45573528,45573546,45555443,45555467,0,-18061
chr17,46056557,46056575,46283268,46283297,1,226693
chr17,46160884,46160902,46283268,46283297,1,122366
chr17,47923601,47923620,47943042,47943064,1,19422
chr17,48043942,48043961,48043945,48044009,1,0
chr17,48426010,48426028,48326069,48326085,1,-99925
chr17,48533775,48533793,48533637,48533651,0,-124
chr17,49164601,49164619,49164607,49164621,1,0
chr17,50141964,50141982,50142142,50142175,1,160
chr17,51322930,51322948,51322918,51322942,1,0
chr17,51735455,51735473,51735596,51735615,0,123
chr17,51880224,51880242,51880266,51880285,0,24
chr17,51893154,51893172,51893128,51893155,1,0
chr17,52125631,52125650,52125618,52125637,1,0
chr17,52150571,52150590,52150576,52150599,1,0
chr17,52449015,52449033,52448966,52448996,0,-19
chr17,55871520,55871538,55871725,55871740,1,187
chr17,56627559,56627577,56585059,56585112,0,-42447
chr17,58090282,58090300,58090270,58090290,1,0
chr17,64248481,64248499,64331770,64331784,1,83271
chr17,65929389,65929407,65929350,65929372,0,-17
chr17,66101789,66101807,66101784,66101798,1,0
chr17,66102393,66102411,66102385,66102401,1,0
chr17,69025311,69025329,69025276,69025319,1,0
chr17,71062190,71062208,71062181,71062200,1,0
chr17,73175983,73176001,73175850,73175864,0,-119
chr17,73815070,73815088,73813243,73813263,1,-1807
chr17,73871638,73871656,73869664,73869696,1,-1942
chr17,73902346,73902364,73869664,73869696,1,-32650
chr17,74429140,74429158,74429149,74429166,1,0
chr17,74717740,74717758,74894770,74894803,0,177012
chr17,77344267,77344285,77344320,77344337,0,35
chr17,79000074,79000092,79000083,79000105,1,0
chr17,83646978,83646996,83647054,83647070,0,58
chr17,84163165,84163183,84163176,84163191,1,0
chr17,84330796,84330814,84330802,84330821,1,0
chr17,85170708,85170726,85170712,85170734,0,0
chr17,86757846,86757865,86757698,86757717,0,-129
chr17,87283322,87283340,87365377,87365399,0,82037
chr17,88057846,88057864,88057941,88057963,1,77
chr17,88123939,88123957,88123985,88124026,0,28
chr17,88441505,88441523,88753122,88753141,0,311599
chr17,88753156,88753174,88753122,88753141,1,-15
chr17,90923353,90923371,88753122,88753141,1,-2170212
chr18,4312733,4312751,4295809,4295856,0,-16877
chr18,4313988,4314007,4295809,4295856,0,-18132
chr18,5688494,5688513,5688478,5688492,1,-2
chr18,6764890,6764908,6764744,6764759,1,-131
chr18,7911030,7911048,7910997,7911045,1,0
chr18,9469489,9469507,9469582,9469601,1,75
chr18,10700964,10700982,10701085,10701108,1,103
chr18,10726740,10726758,10727204,10727220,1,446
chr18,11656695,11656713,12102133,12102147,1,445420
chr18,19002976,19002994,19598009,19598049,0,595015
chr18,19598088,19598106,19598009,19598049,1,-39
chr18,19598108,19598126,19598009,19598049,1,-59
chr18,20958928,20958946,20962636,20962662,0,3690
chr18,31788865,31788883,31788871,31788915,1,0
chr18,32020761,32020779,32020770,32020797,1,0
chr18,32598440,32598458,32598459,32598495,1,1
chr18,32810753,32810771,32810510,32810529,0,-224
chr18,32945798,32945817,32945618,32945633,1,-165
chr18,32990878,32990896,32990286,32990318,1,-560
chr18,34663209,34663227,34631298,34631327,0,-31882
chr18,35910536,35910554,35889376,35889392,0,-21144
chr18,37814500,37814518,37815212,37815234,0,694
chr18,37815253,37815271,37815212,37815234,1,-19
chr18,38420047,38420065,38420175,38420202,0,110
chr18,39426048,39426066,39426069,39426085,1,3
chr18,42274924,42274942,42274829,42274843,0,-81
chr18,42869137,42869155,42869143,42869217,1,0
chr18,44737302,44737320,44737207,44737226,1,-76
chr18,46630891,46630909,46631057,46631072,0,148
chr18,48256632,48256650,48256624,48256641,1,0
chr18,49091133,49091151,49090981,49091001,0,-132
chr18,49980064,49980083,50009092,50009127,0,29009
chr18,51247241,51247259,51247227,51247246,1,0
chr18,56455630,56455648,56455488,56455502,1,-128
chr18,56469052,56469070,56469057,56469085,1,0
chr18,56726576,56726594,56726543,56726565,1,-11
chr18,56726713,56726731,56726758,56726787,0,27
chr18,56925837,56925855,56888878,56888892,1,-36945
chr18,58773691,58773709,58773703,58773717,1,0
