chr,h_h_start,h_h_end,closest_TnG_start,closest_TnG_end,tng_alignment,distance_to_closest_TnG
chr11,35905441,35905459,35874356,35874379,1,-31062
chr11,35934191,35934209,35874356,35874379,1,-59812
chr11,36045851,36045870,36078800,36078820,0,32930
chr11,37432468,37432486,37422673,37422712,0,-9756
chr11,37807023,37807041,37541779,37541804,0,-265219
chr11,39616006,39616024,39663926,39663941,0,47902
chr11,40443442,40443460,40443355,40443371,0,-71
chr11,43062428,43062447,43183636,43183651,1,121189
chr11,43297695,43297713,43258040,43258060,1,-39635
chr11,43528252,43528270,43528203,43528222,0,-30
chr11,43642894,43642912,43645569,43645615,1,2657
chr11,43914877,43914895,43901770,43901790,1,-13087
chr11,44105233,44105251,44136150,44136167,1,30899
chr11,44139967,44139985,44139313,44139328,1,-639
chr11,44348388,44348406,44340663,44340678,1,-7710
chr11,44743457,44743475,44740823,44740839,1,-2618
chr11,44772615,44772633,44758346,44758362,1,-14253
chr11,44838694,44838712,44833621,44833636,1,-5058
chr11,44893045,44893064,44893414,44893437,0,350
chr11,44901942,44901960,44901801,44901821,0,-121
chr11,44924129,44924147,44901801,44901821,0,-22308
chr11,45330169,45330188,45267685,45267701,0,-62468
chr11,45698332,45698351,45685757,45685772,0,-12560
chr11,45872280,45872298,45872202,45872217,1,-63
chr11,47005629,47005647,47025346,47025362,0,19699
chr11,47364838,47364856,47309867,47309884,0,-54954
chr11,47474029,47474047,47460275,47460292,1,-13737
chr11,50244262,50244280,50244090,50244113,1,-149
chr11,50509250,50509268,50509233,50509249,1,-1
chr11,50662045,50662063,50642769,50642786,1,-19259
chr11,50892598,50892617,50931922,50931942,1,39305
chr11,51465533,51465551,51485056,51485073,1,19505
chr11,51485214,51485232,51485056,51485073,0,-141
chr11,51607287,51607305,51609758,51609779,1,2453
chr11,51885146,51885164,51885079,51885126,0,-20
chr11,51917973,51917992,51917980,51918003,1,0
chr11,51939278,51939296,51939692,51939713,0,396
chr11,51939382,51939400,51939692,51939713,0,292
chr11,53179244,53179262,53179179,53179199,0,-45
chr11,53617329,53617347,53610059,53610081,1,-7248
chr11,53658276,53658294,53658286,53658302,1,0
chr11,53659319,53659337,53659542,53659567,1,205
chr11,54002855,54002873,54002818,54002838,0,-17
chr11,54424919,54424937,54416468,54416484,1,-8435
chr11,55185826,55185844,55185818,55185835,1,0
chr11,55223263,55223281,55221542,55221557,1,-1706
chr11,55503906,55503925,55477962,55477985,1,-25921
chr11,58043120,58043138,58030090,58030111,1,-13009
chr11,59014831,59014849,58982832,58982847,1,-31984
chr11,59502455,59502473,59502246,59502262,0,-193
chr11,59639202,59639221,59638845,59638862,0,-340
chr11,59920507,59920526,59920565,59920589,1,39
chr11,60030258,60030276,60011230,60011246,0,-19012
chr11,60101038,60101056,60101029,60101044,1,0
chr11,60306985,60307003,60307123,60307138,0,120
chr11,60965484,60965503,60960350,60960365,0,-5119
chr11,61078049,61078067,61077936,61077952,0,-97
chr11,61092944,61092973,61091736,61091751,1,-1193
chr11,61109216,61109234,61091736,61091751,1,-17465
chr11,61735374,61735392,61735380,61735415,1,0
chr11,61962585,61962603,61960494,61960519,1,-2066
chr11,61989917,61989935,61990063,61990080,1,128
chr11,62038968,62038986,62038960,62038985,1,0
chr11,62667834,62667852,62667845,62667861,1,0
chr11,62810602,62810620,62812252,62812268,0,1632
chr11,63058622,63058640,63053094,63053109,1,-5513
chr11,64016670,64016688,64013396,64013416,0,-3254
chr11,64016745,64016763,64013396,64013416,0,-3329
chr11,64396785,64396804,64434654,64434683,1,37850
chr11,64442278,64442296,64434654,64434683,0,-7595
chr11,64481572,64481590,64496709,64496771,1,15119
chr11,64957430,64957448,64970079,64970109,1,12631
chr11,65144317,65144335,65146728,65146775,1,2393
chr11,66108578,66108597,66089299,66089324,1,-19254
chr11,67091893,67091912,67100407,67100422,0,8495
chr11,67492815,67492834,67491706,67491723,1,-1092
chr11,67578706,67578724,67576646,67576662,1,-2044
chr11,67586529,67586547,67576646,67576662,1,-9867
chr11,68008833,68008869,67996197,67996217,1,-12616
chr11,68229454,68229473,68251318,68251339,1,21845
chr11,68520146,68520165,68507524,68507543,1,-12603
chr11,68557232,68557251,68559752,68559785,1,2501
chr11,68559737,68559756,68559752,68559785,1,0
chr11,68589530,68589548,68589492,68589522,0,-8
chr11,69432215,69432233,69432102,69432126,1,-89
chr11,70342843,70342861,70343750,70343767,0,889
chr11,70786079,70786097,70780385,70780402,1,-5677
chr11,70791184,70791220,70780385,70780402,1,-10782
chr11,70865880,70865898,70865893,70865908,1,0
chr11,70891807,70891825,70891862,70891882,0,37
chr11,70907835,70907853,70901142,70901166,1,-6669
chr11,71145252,71145270,71145746,71145768,0,476
chr11,72130270,72130288,72149047,72149080,0,18759
chr11,72149077,72149095,72149047,72149080,1,0
chr11,72267475,72267494,72301349,72301364,1,33855
chr11,72324651,72324669,72301349,72301364,0,-23287
chr11,72393480,72393498,72419009,72419045,0,25511
chr11,72409688,72409706,72419009,72419045,0,9303
chr11,72587617,72587635,72587579,72587629,1,0
chr11,72692473,72692491,72683504,72683527,1,-8946
chr11,72734973,72734991,72739512,72739529,0,4521
chr11,72735181,72735200,72739512,72739529,0,4312
chr11,73099007,73099025,73105551,73105601,0,6526
chr11,74384967,74384985,74402628,74402664,1,17643
chr11,74664843,74664861,74663134,74663153,1,-1690
chr11,74808700,74808718,74810442,74810457,0,1724
chr11,75033196,75033214,75038523,75038544,1,5309
chr11,75092992,75093010,75092063,75092088,1,-904
chr11,75360295,75360313,75356948,75356964,0,-3331
chr11,75903824,75903842,75896910,75896933,0,-6891
chr11,76106665,76106683,76110449,76110490,0,3766
chr11,76435317,76435336,76399638,76399654,1,-35663
chr11,76613121,76613140,76606609,76606629,0,-6492
chr11,76705687,76705705,76700603,76700620,1,-5067
chr11,76789416,76789434,76771427,76771442,0,-17974
chr11,76836412,76836430,76856828,76856844,1,20398
chr11,76851740,76851758,76856828,76856844,1,5070
chr11,76857185,76857203,76856828,76856844,0,-341
chr11,76893639,76893658,76891404,76891419,0,-2220
chr11,76924170,76924188,76924855,76924875,1,667
chr11,77028895,77028913,77028295,77028318,1,-577
chr11,77148191,77148210,77148183,77148203,1,0
chr11,77915086,77915105,77888936,77888979,0,-26107
chr11,79100953,79100971,79094853,79094870,1,-6083
chr11,79237491,79237509,79237626,79237647,0,117
chr11,79279060,79279079,79287291,79287308,1,8212
chr11,79786803,79786821,79788579,79788607,0,1758
chr11,79832006,79832024,79822071,79822101,0,-9905
chr11,79973290,79973308,79973342,79973362,0,34
chr11,80700876,80700894,80695097,80695120,1,-5756
chr11,81534985,81535003,81534774,81534797,1,-188
chr11,81796850,81796868,81783882,81783903,1,-12947
chr11,82088115,82088134,82088122,82088142,1,0
chr11,82175357,82175375,82177837,82177854,1,2462
chr11,82525120,82525138,82475702,82475737,1,-49383
chr11,82857180,82857199,82857356,82857393,1,157
chr11,83371551,83371569,83357664,83357681,0,-13870
chr11,83537255,83537273,83537183,83537200,0,-55
chr11,83569407,83569425,83571454,83571479,1,2029
chr11,83587388,83587406,83593593,83593608,1,6187
chr11,83743347,83743365,83737393,83737413,0,-5934
chr11,83849168,83849187,83852373,83852397,0,3186
chr11,83871964,83871982,83852373,83852397,1,-19567
chr11,83975149,83975167,83969677,83969697,1,-5452
chr11,85172137,85172155,85172077,85172092,1,-45
chr11,85250590,85250608,85249441,85249458,0,-1132
chr11,86369296,86369314,86369315,86369335,1,1
chr11,86381529,86381548,86384310,86384326,0,2762
chr11,86429183,86429201,86432458,86432478,0,3257
chr11,88426699,88426718,88426729,88426754,1,11
chr11,88455307,88455325,88477616,88477636,1,22291
chr11,88790048,88790067,88793840,88793865,0,3773
chr11,88791872,88791890,88793840,88793865,0,1950
chr11,88904048,88904067,88909080,88909097,0,5013
chr11,89106072,89106090,89106123,89106143,0,33
chr11,89766354,89766372,89766327,89766367,1,0
chr11,90275437,90275455,90282085,90282102,0,6630
chr11,90873896,90873915,90857709,90857729,1,-16167
chr11,93517232,93517250,93531668,93531688,0,14418
chr11,93813005,93813023,93831837,93831853,1,18814
chr11,94356517,94356535,94356116,94356163,1,-354
chr11,94570880,94570898,94579052,94579104,1,8154
chr11,94866288,94866307,94866280,94866300,1,0
chr11,95288654,95288672,95288645,95288665,1,0
chr11,95345369,95345387,95346920,95346943,0,1533
chr11,95878884,95878902,95869482,95869502,1,-9382
chr11,96271195,96271213,96277366,96277408,0,6153
chr11,97273048,97273066,97273122,97273139,1,56
chr11,97462807,97462826,97480188,97480219,0,17362
chr11,97468756,97468774,97480188,97480219,0,11414
chr11,98742025,98742043,98748469,98748485,0,6426
chr11,98922346,98922364,98925313,98925333,0,2949
chr11,99364687,99364705,99364308,99364352,0,-335
chr11,100006854,100006872,100006879,100006896,1,7
chr11,100118787,100118806,100153881,100153901,0,35075
chr11,100545210,100545228,100547133,100547153,0,1905
chr11,100655833,100655851,100655852,100655893,1,1
chr11,100684203,100684222,100692617,100692637,0,8395
chr11,100906124,100906142,100905066,100905092,0,-1032
chr11,101052344,101052362,101047792,101047807,1,-4537
chr11,101265356,101265374,101248825,101248841,0,-16515
chr11,101372948,101372966,101386839,101386858,1,13873
chr11,101376320,101376338,101386839,101386858,1,10501
chr11,101479206,101479225,101473810,101473850,0,-5356
chr11,101770008,101770027,101777954,101777974,0,7927
chr11,101944895,101944913,101953691,101953706,0,8778
chr11,102015514,102015533,102027761,102027777,1,12228
chr11,102514880,102514898,102525122,102525139,1,10224
chr11,102739325,102739343,102728692,102728712,1,-10613
chr11,103953088,103953106,103946099,103946116,1,-6972
chr11,104029998,104030016,104028479,104028515,1,-1483
chr11,104311903,104311921,104316042,104316057,0,4121
chr11,104549692,104549711,104549573,104549589,0,-103
chr11,105364587,105364605,105369907,105369924,0,5302
chr11,105388751,105388769,105369907,105369924,1,-18827
chr11,105404538,105404556,105424448,105424499,1,19892
chr11,105445116,105445134,105447805,105447828,1,2671
chr11,105450147,105450165,105447805,105447828,0,-2319
chr11,105464739,105464757,105467344,105467364,1,2587
chr11,105830750,105830768,105830854,105830883,1,86
chr11,105879385,105879403,105890618,105890652,0,11215
chr11,105964873,105964892,105966594,105966626,1,1702
chr11,106352057,106352076,106339599,106339616,1,-12441
chr11,106374323,106374341,106371594,106371623,0,-2700
chr11,106815524,106815542,106807529,106807546,0,-7978
chr11,106885078,106885097,106883772,106883788,0,-1290
chr11,108163065,108163084,108157312,108157329,1,-5736
chr11,108188990,108189008,108197585,108197610,1,8577
chr11,108204450,108204469,108198102,108198119,0,-6331
chr11,108301607,108301625,108302071,108302092,0,446
chr11,108447288,108447306,108450031,108450061,0,2725
chr11,108752566,108752585,108752390,108752407,1,-159
chr11,108823018,108823036,108846226,108846266,0,23190
chr11,108858150,108858168,108846226,108846266,1,-11884
chr11,109500349,109500367,109497648,109497670,0,-2679
chr11,109720793,109720811,109720724,109720743,0,-50
chr11,109873574,109873592,109873483,109873516,0,-58
chr11,110160652,110160671,110161757,110161782,0,1086
chr11,110379466,110379485,110379587,110379603,0,102
chr11,110437479,110437498,110440132,110440153,1,2634
chr11,110440176,110440194,110440132,110440153,0,-23
chr11,110499105,110499123,110506122,110506137,0,6999
chr11,111078540,111078558,111078627,111078659,0,69
chr11,111532631,111532649,111532701,111532716,0,52
chr11,112988722,112988740,112979925,112979940,1,-8782
chr11,113108429,113108447,113100278,113100299,0,-8130
chr11,113236731,113236749,113236739,113236756,1,0
chr11,113508503,113508521,113507912,113507927,0,-576
chr11,113595931,113595950,113605401,113605422,1,9451
chr11,113605389,113605407,113605401,113605422,1,0
chr11,113709914,113709932,113693947,113693981,0,-15933
chr11,113764216,113764234,113752420,113752436,0,-11780
chr11,113856456,113856474,113863683,113863708,1,7209
chr11,113960815,113960833,113923245,113923260,1,-37555
chr11,114233759,114233777,114244754,114244777,0,10977
chr11,114238648,114238666,114244754,114244777,0,6088
chr11,114345922,114345940,114351005,114351025,1,5065
chr11,114418775,114418793,114351005,114351025,0,-67750
chr11,114892530,114892548,114892487,114892504,1,-26
chr11,114916692,114916711,114916562,114916579,1,-113
chr11,115640585,115640603,115647767,115647783,1,7164
chr11,115651933,115651952,115652229,115652246,0,277
chr11,115651973,115651991,115652229,115652246,0,238
chr11,116460370,116460388,116467398,116467414,1,7010
chr11,116724450,116724468,116738696,116738719,0,14228
chr11,117145875,117145893,117145836,117145867,1,-8
chr11,117146215,117146233,117145836,117145867,1,-348
chr11,117638888,117638906,117638765,117638781,1,-107
chr11,118551395,118551413,118609313,118609330,0,57900
chr11,119107969,119107987,119108839,119108871,0,852
chr11,119503892,119503910,119515207,119515227,1,11297
chr11,119527499,119527518,119527519,119527539,1,1
chr11,119629421,119629439,119629155,119629171,1,-250
chr11,120598885,120598903,120598898,120598937,0,0
chr11,120703480,120703498,120746726,120746743,0,43228
chr11,121278193,121278211,121282388,121282405,0,4177
chr11,121480047,121480066,121484383,121484403,1,4317
chr11,121741674,121741692,121740966,121740987,1,-687
chr12,3209461,3209480,3220999,3221015,0,11519
chr12,3671064,3671082,3671056,3671077,1,0
chr12,4279841,4279859,4279726,4279742,1,-99
chr12,4461400,4461418,4461405,4461433,1,0
chr12,4495977,4495995,4488502,4488519,0,-7458
chr12,4856261,4856280,4856253,4856274,1,0
chr12,5052045,5052063,5029234,5029254,1,-22791
chr12,5162968,5162986,5162975,5162991,1,0
chr12,5301834,5301852,5265122,5265165,0,-36669
chr12,5345375,5345393,5397366,5397386,0,51973
chr12,7995422,7995441,8011769,8011785,1,16328
chr12,8270242,8270261,8264452,8264472,0,-5770
chr12,8433020,8433038,8425886,8425933,0,-7087
chr12,8941856,8941874,8942501,8942521,0,627
chr12,8942509,8942528,8942501,8942521,1,0
chr12,10491662,10491681,10491484,10491499,1,-163
chr12,10524520,10524538,10525209,10525226,1,671
chr12,11200817,11200836,11210602,11210618,1,9766
chr12,11349720,11349738,11324917,11324935,1,-24785
chr12,12176811,12176830,12173229,12173249,1,-3562
chr12,12231873,12231891,12231673,12231706,0,-167
chr12,12486456,12486474,12486501,12486516,1,27
chr12,12601431,12601449,12610958,12610973,1,9509
chr12,12674754,12674772,12687015,12687031,1,12243
chr12,12721543,12721561,12708820,12708837,0,-12706
chr12,13007408,13007426,13044434,13044499,1,37008
chr12,13081233,13081251,13073338,13073353,1,-7880
chr12,14253433,14253451,14213367,14213382,0,-40051
chr12,14302798,14302816,14349430,14349451,1,46614
chr12,15602949,15602967,15603436,15603453,0,469
chr12,15639637,15639655,15643116,15643131,0,3461
chr12,15656658,15656677,15659915,15659930,0,3238
chr12,15929471,15929489,15930299,15930314,1,810
chr12,16216802,16216820,16219480,16219495,1,2660
chr12,17311239,17311258,17325217,17325238,1,13959
chr12,17577496,17577514,17572804,17572820,0,-4676
chr12,17679805,17679823,17677824,17677858,1,-1947
chr12,17689213,17689231,17693047,17693072,0,3816
chr12,17699142,17699160,17702706,17702723,1,3546
chr12,17763069,17763087,17763055,17763078,1,0
chr12,17944911,17944929,17944900,17944917,1,0
chr12,21357457,21357475,21347112,21347128,1,-10329
chr12,21480366,21480384,21480451,21480474,0,67
chr12,24856194,24856212,24867096,24867111,0,10884
chr12,24873072,24873090,24867096,24867111,1,-5961
chr12,24979825,24979843,24982732,24982749,0,2889
chr12,25203557,25203575,25206191,25206211,0,2616
chr12,25268148,25268167,25270114,25270130,0,1947
chr12,25601057,25601075,25606659,25606676,1,5584
chr12,25648913,25648932,25625822,25625842,1,-23071
chr12,25703059,25703077,25625822,25625842,1,-77217
chr12,25765280,25765298,25784600,25784623,0,19302
chr12,26172088,26172107,26143638,26143655,0,-28433
chr12,26235719,26235737,26231620,26231640,1,-4079
chr12,26348785,26348803,26348773,26348792,1,0
chr12,26378967,26378985,26378812,26378849,0,-118
chr12,27724888,27724906,28055818,28055833,1,330912
chr12,28081957,28081975,28055818,28055833,0,-26124
chr12,28595079,28595098,28608136,28608151,0,13038
chr12,28736069,28736087,28734862,28734887,1,-1182
chr12,29257891,29257909,29186692,29186709,1,-71182
chr12,29703463,29703481,29701707,29701727,0,-1736
chr12,29708387,29708405,29713032,29713057,0,4627
chr12,29917439,29917457,29926948,29926988,1,9491
chr12,30308796,30308814,30308797,30308813,0,0
chr12,30555612,30555630,30557888,30557910,1,2258
chr12,30949254,30949273,30949320,30949402,0,47
chr12,31633962,31633980,31634345,31634375,0,365
chr12,32306288,32306306,32306263,32306278,1,-10
chr12,32403763,32403781,32403771,32403792,1,0
chr12,32633250,32633268,32633237,32633257,1,0
chr12,32635400,32635419,32633237,32633257,1,-2143
chr12,32724523,32724541,32724532,32724549,1,0
chr12,32863662,32863681,32856756,32856776,0,-6886
chr12,32996754,32996772,32999024,32999039,0,2252
chr12,33061902,33061920,33069071,33069094,0,7151
chr12,33111627,33111645,33102449,33102470,0,-9157
chr12,34218983,34219001,34220427,34220442,0,1426
chr12,34221571,34221589,34220427,34220442,1,-1129
chr12,34455911,34455930,34455903,34455923,1,0
chr12,34500842,34500861,34500803,34500826,1,-16
chr12,34591852,34591870,34594060,34594080,1,2190
chr12,34679241,34679259,34688612,34688629,1,9353
chr12,34777116,34777134,34778759,34778775,1,1625
chr12,35338464,35338482,35344867,35344883,0,6385
chr12,35655893,35655912,35641030,35641050,0,-14843
chr12,35684813,35684832,35684752,35684768,1,-45
chr12,36053806,36053825,36054287,36054302,1,462
chr12,36119841,36119859,36119784,36119804,0,-37
chr12,36205927,36205945,36205857,36205885,0,-42
chr12,36325348,36325366,36325950,36325965,1,584
chr12,36470080,36470098,36468625,36468641,0,-1439
chr12,36678231,36678250,36674824,36674843,1,-3388
chr12,36937358,36937376,36932493,36932522,1,-4836
chr12,36949141,36949160,36932493,36932522,1,-16619
chr12,37142109,37142127,37153994,37154044,1,11867
chr12,38812524,38812543,38805271,38805291,1,-7233
chr12,38847738,38847756,38852194,38852209,0,4438
chr12,38929045,38929063,38914403,38914423,1,-14622
chr12,38934178,38934196,38953728,38953745,1,19532
chr12,39034213,39034231,39038968,39039000,0,4737
chr12,39351888,39351906,39300322,39300337,0,-51551
chr12,39998181,39998199,39998373,39998401,0,174
chr12,40522815,40522833,40522648,40522668,1,-147
chr12,40691756,40691774,40691764,40691785,1,0
chr12,40818481,40818499,40815241,40815256,0,-3225
chr12,41061308,41061326,41057158,41057175,1,-4133
chr12,41796073,41796091,41796416,41796433,0,325
chr12,44006885,44006903,44072408,44072425,0,65505
chr12,44281640,44281659,44281627,44281651,1,0
chr12,44371222,44371240,44371688,44371708,1,448
chr12,44922784,44922802,44922792,44922809,1,0
chr12,44971672,44971690,44992895,44992928,1,21205
chr12,45080901,45080919,45080826,45080841,1,-60
chr12,51429286,51429305,51429124,51429145,0,-141
chr12,51709241,51709259,51709341,51709365,1,82
chr12,51718866,51718884,51709341,51709365,0,-9501
chr12,51729292,51729310,51737523,51737551,1,8213
chr12,51757615,51757633,51759911,51759931,0,2278
chr12,51926238,51926257,51887581,51887596,0,-38642
chr12,52328861,52328880,52328133,52328171,1,-690
chr12,52702381,52702399,52718065,52718086,1,15666
chr12,52764895,52764914,52737459,52737479,1,-27416
chr12,52854465,52854483,52850628,52850658,1,-3807
chr12,53471898,53471916,53463325,53463340,1,-8558
chr12,53484932,53484951,53463325,53463340,1,-21592
chr12,53732386,53732404,53759502,53759519,0,27098
chr12,53973481,53973499,53987171,53987203,1,13672
chr12,53992500,53992518,53992471,53992514,1,0
chr12,54213516,54213534,54217362,54217381,0,3828
chr12,54404389,54404407,54404327,54404343,0,-46
chr12,55552616,55552635,55533386,55533416,0,-19200
chr12,55784502,55784520,55784421,55784436,0,-66
chr12,55800231,55800249,55799777,55799793,0,-438
chr12,56624353,56624371,56594310,56594326,1,-30027
chr12,56835856,56835874,56928136,56928151,1,92262
chr12,57285904,57285922,57281540,57281557,1,-4347
chr12,57898154,57898173,57904731,57904748,1,6558
chr12,57979180,57979199,57973141,57973161,1,-6019
chr12,58092502,58092520,58092415,58092438,0,-64
chr12,58208185,58208203,58214833,58214858,0,6630
chr12,58590608,58590627,58591847,58591862,0,1220
chr12,59250615,59250633,59219462,59219487,0,-31128
chr12,61843910,61843929,61994629,61994659,1,150700
chr12,68980444,68980462,68900819,68900839,0,-79605
chr12,69462083,69462101,69462643,69462664,1,542
chr12,69951382,69951401,69973962,69973982,1,22561
chr12,69957485,69957503,69973962,69973982,1,16459
chr12,69963388,69963406,69973962,69973982,1,10556
chr12,70221677,70221695,70221881,70221902,1,186
chr12,70331357,70331375,70306863,70306886,1,-24471
chr12,70616598,70616616,70646718,70646733,1,30102
chr12,70695261,70695279,70712957,70712983,0,17678
chr12,70707736,70707754,70712957,70712983,0,5203
chr12,70880171,70880189,70882145,70882161,0,1956
chr12,71274763,71274781,71274776,71274793,1,0
chr12,71778366,71778384,71781518,71781543,1,3134
chr12,71807495,71807514,71822561,71822594,1,15047
chr12,71855763,71855782,71856245,71856260,0,463
chr12,71908507,71908525,71912667,71912682,1,4142
chr12,71912112,71912130,71912667,71912682,1,537
chr12,72267824,72267842,72267884,72267901,1,42
chr12,72327431,72327449,72324406,72324425,1,-3006
chr12,72327811,72327829,72324406,72324425,1,-3386
chr12,73042581,73042600,73042772,73042804,1,172
chr12,73370549,73370568,73359780,73359802,1,-10747
chr12,73732399,73732417,73729566,73729586,0,-2813
chr12,73793985,73794003,73800849,73800866,1,6846
chr12,73814380,73814399,73817670,73817685,0,3271
chr12,74410662,74410680,74317015,74317042,0,-93620
chr12,75413637,75413655,75413653,75413668,0,0
chr12,75532806,75532824,75534476,75534503,1,1652
chr12,75709498,75709516,75709504,75709533,1,0
chr12,75995333,75995351,75995248,75995289,1,-44
chr12,76072110,76072128,76052042,76052057,0,-20053
chr12,76307026,76307044,76333382,76333416,0,26338
chr12,76307082,76307100,76333382,76333416,0,26282
chr12,77177208,77177226,77179092,77179109,1,1866
chr12,77270927,77270946,77270947,77270962,1,1
chr12,77451099,77451117,77416713,77416729,1,-34370
chr12,77594406,77594425,77624478,77624494,1,30053
chr12,78138329,78138347,78138172,78138192,0,-137
chr12,78947413,78947432,78960689,78960719,0,13257
chr12,78996748,78996766,78994878,78994901,0,-1847
chr12,79253379,79253398,79249930,79249965,1,-3414
chr12,79522803,79522821,79522745,79522762,1,-41
chr12,79579554,79579572,79580042,79580065,1,470
chr12,79864528,79864547,79864189,79864218,1,-310
chr12,79905388,79905406,79898628,79898648,0,-6740
chr12,80054441,80054459,80055026,80055041,0,567
chr12,80992069,80992087,81010152,81010167,1,18065
chr12,81760217,81760235,81760606,81760621,1,371
chr12,81776258,81776276,81788875,81788892,0,12599
chr12,81807595,81807613,81808039,81808058,0,426
chr12,81929124,81929142,81920871,81920913,1,-8211
chr12,81992410,81992428,81997200,81997215,0,4772
chr12,82111162,82111180,82122367,82122382,1,11187
chr12,82130280,82130298,82130099,82130119,0,-161
chr12,82304114,82304132,82304076,82304096,1,-18
chr12,82322015,82322034,82322068,82322083,0,34
chr12,82322976,82322994,82322068,82322083,1,-893
chr12,82339649,82339668,82339910,82339938,0,242
chr12,82752689,82752707,82747182,82747197,1,-5492
chr12,83072406,83072424,83056180,83056196,1,-16210
chr12,83375588,83375606,83371979,83372002,0,-3586
chr12,83709006,83709024,83708921,83708937,1,-69
chr12,83846630,83846648,83846441,83846479,0,-151
chr12,83849132,83849150,83849133,83849149,0,0
chr12,84818332,84818351,84829922,84829939,0,11571
chr12,84833613,84833631,84833578,84833624,1,0
chr12,84845943,84845961,84833578,84833624,1,-12319
chr12,84858952,84858970,84865006,84865023,1,6036
chr12,84927520,84927538,84941486,84941501,0,13948
chr12,85047634,85047652,85051222,85051245,1,3570
chr12,85518325,85518343,85514834,85514850,1,-3475
chr12,85541440,85541458,85523368,85523385,1,-18055
chr12,85853949,85853967,85859198,85859218,0,5231
chr12,85992937,85992955,85990652,85990672,1,-2265
chr12,86144443,86144462,86145547,86145567,1,1085
chr12,86775674,86775692,86770440,86770460,0,-5214
chr12,86972648,86972666,86976003,86976020,0,3337
chr12,87220024,87220042,87234219,87234257,0,14177
chr12,87853829,87853847,87540783,87540803,1,-313026
chr12,88487560,88487578,88503512,88503528,0,15934
chr12,89993490,89993509,89993442,89993462,0,-28
chr12,90060177,90060196,89993442,89993462,0,-66715
chr12,91646634,91646652,91640707,91640732,0,-5902
chr12,91711909,91711927,91718330,91718347,1,6403
chr12,91834009,91834027,91848996,91849012,1,14969
chr12,91960936,91960954,91961147,91961162,1,193
chr12,92459892,92459911,92457877,92457892,0,-2000
chr12,92514998,92515016,92514989,92515009,1,0
chr12,92515177,92515195,92514989,92515009,1,-168
chr12,92773017,92773035,92772939,92772955,1,-62
chr12,92823281,92823299,92818961,92818981,0,-4300
chr12,92996655,92996674,92980896,92980911,0,-15744
chr12,93537818,93537836,93537780,93537800,0,-18
chr12,94138045,94138064,94138092,94138109,1,28
chr12,95547464,95547483,95538902,95538922,0,-8542
chr12,95760850,95760868,95747095,95747112,1,-13738
chr12,98615911,98615929,98619602,98619617,1,3673
chr12,98884201,98884219,98884177,98884198,0,-3
chr12,98932062,98932080,98931902,98931942,0,-120
chr12,99187892,99187910,99184471,99184514,1,-3378
chr12,99226714,99226732,99213474,99213490,0,-13224
chr12,99260597,99260615,99260519,99260534,0,-63
chr12,99288054,99288072,99288410,99288435,0,338
chr12,99299988,99300006,99306567,99306594,1,6561
chr12,99431092,99431111,99431101,99431122,1,0
chr12,99964240,99964258,99973726,99973747,0,9468
chr12,100353753,100353771,100353743,100353766,1,0
chr12,100959189,100959207,100952192,100952211,0,-6978
chr12,102051686,102051704,102051664,102051685,1,-1
chr12,102112639,102112657,102134249,102134266,1,21592
chr12,102152883,102152901,102152524,102152549,0,-334
chr12,102210788,102210806,102212935,102212951,0,2129
chr12,102219697,102219716,102218003,102218023,1,-1674
chr12,102315542,102315561,102320108,102320123,1,4547
chr12,102414633,102414652,102414566,102414586,0,-47
chr12,102956538,102956556,102936355,102936371,0,-20167
chr12,103065212,103065230,103070791,103070806,0,5561
chr12,103493051,103493069,103531627,103531642,0,38558
chr12,103995981,103996000,103989175,103989192,1,-6789
chr12,104056897,104056916,104044303,104044321,1,-12576
chr12,104131203,104131221,104112931,104112954,1,-18249
chr12,104175862,104175880,104224304,104224321,1,48424
chr12,104224344,104224363,104224304,104224321,0,-23
chr12,104241628,104241646,104243190,104243207,1,1544
chr12,104273639,104273657,104260387,104260407,1,-13232
chr12,104342557,104342575,104390347,104390367,0,47772
chr12,104606226,104606244,104606227,104606243,0,0
chr12,104696031,104696049,104696127,104696147,0,78
chr12,104820646,104820665,104817545,104817565,0,-3081
chr12,104868699,104868717,104871771,104871808,0,3054
chr12,105504986,105505004,105519965,105519985,1,14961
chr12,105536635,105536653,105540369,105540402,1,3716
chr12,105555453,105555472,105562513,105562533,1,7041
chr12,105574647,105574666,105572783,105572799,1,-1848
chr12,105599910,105599928,105618865,105618882,1,18937
chr12,105810948,105810966,105804383,105804408,1,-6540
chr12,105816980,105816998,105804383,105804408,1,-12572
chr12,107783883,107783902,107813098,107813117,0,29196
chr12,107902384,107902403,107908881,107908909,1,6478
chr12,108165458,108165476,108170509,108170529,1,5033
chr12,108333156,108333174,108303885,108303913,1,-29243
chr12,108496791,108496809,108494362,108494383,0,-2408
chr12,108516944,108516962,108519641,108519707,0,2679
chr12,108712903,108712922,108712762,108712777,1,-126
chr12,108857331,108857349,108857387,108857412,0,38
chr12,109034179,109034197,109022180,109022205,1,-11974
chr12,109417887,109417905,109401488,109401503,1,-16384
chr12,109425361,109425379,109445124,109445152,0,19745
chr12,109891083,109891101,109911750,109911766,1,20649
chr12,110196456,110196474,110183276,110183293,0,-13163
chr12,110270232,110270250,110243098,110243113,1,-27119
chr12,110294130,110294148,110332850,110332867,0,38702
