,chr,TnG_start,TnG_end,strand
2501,chr10,19186969,19186985,+
2502,chr10,19187508,19187525,+
2503,chr10,19188002,19188018,-
2504,chr10,19188694,19188710,-
2505,chr10,19189180,19189197,-
2506,chr10,19189356,19189371,+
2507,chr10,19209943,19209971,+
2508,chr10,19282098,19282115,-
2509,chr10,19282154,19282171,-
2510,chr10,19321560,19321576,+
2511,chr10,19321591,19321621,+
2512,chr10,19333204,19333219,+
2513,chr10,19333674,19333691,+
2514,chr10,19368549,19368608,-
2515,chr10,19368745,19368824,+
2516,chr10,19474333,19474399,+
2517,chr10,19491633,19491648,+
2518,chr10,19491865,19491886,+
2519,chr10,19491966,19491982,-
2520,chr10,19494304,19494430,+
2521,chr10,19504123,19504143,-
2522,chr10,19504575,19504590,+
2523,chr10,19504978,19504993,-
2524,chr10,19505546,19505561,+
2525,chr10,19505635,19505654,+
2526,chr10,19506261,19506295,+
2527,chr10,19530715,19530735,+
2528,chr10,19531279,19531333,-
2529,chr10,19578315,19578331,-
2530,chr10,19578379,19578398,+
2531,chr10,19581636,19581698,-
2532,chr10,19581704,19581759,-
2533,chr10,19581762,19581779,-
2534,chr10,19581866,19581887,-
2535,chr10,19582001,19582018,+
2536,chr10,19582090,19582162,-
2537,chr10,19583257,19583272,+
2538,chr10,19592496,19592517,-
2539,chr10,19592925,19592940,+
2540,chr10,19594868,19594895,-
2541,chr10,19613855,19613872,-
2542,chr10,19619893,19619926,+
2543,chr10,19619957,19619972,-
2544,chr10,19620005,19620025,-
2545,chr10,19620085,19620152,-
2546,chr10,19692241,19692256,+
2547,chr10,19718651,19718671,+
2548,chr10,19747548,19747564,+
2549,chr10,19747945,19747961,-
2550,chr10,19907162,19907187,-
2551,chr10,19935138,19935173,-
2552,chr10,19963260,19963277,-
2553,chr10,20005512,20005537,+
2554,chr10,20005622,20005658,+
2555,chr10,20050430,20050543,+
2556,chr10,20050611,20050636,+
2557,chr10,20119712,20119729,+
2558,chr10,20219588,20219608,-
2559,chr10,20281553,20281568,+
2560,chr10,20281847,20281875,-
2561,chr10,20502653,20502676,-
2562,chr10,20502762,20502836,+
2563,chr10,20586533,20586592,+
2564,chr10,20835272,20835292,-
2565,chr10,20835439,20835462,-
2566,chr10,20882655,20882670,+
2567,chr10,20952301,20952316,-
2568,chr10,21077647,21077664,-
2569,chr10,21158848,21158865,+
2570,chr10,21186702,21186726,+
2571,chr10,21187860,21187880,+
2572,chr10,21223261,21223278,-
2573,chr10,21223573,21223588,-
2574,chr10,21223622,21223642,+
2575,chr10,21223679,21223694,+
2576,chr10,21223987,21224004,+
2577,chr10,21224528,21224544,-
2578,chr10,21224755,21224786,-
2579,chr10,21234975,21234991,+
2580,chr10,21235281,21235298,+
2581,chr10,21235757,21235774,+
2582,chr10,21235873,21235890,+
2583,chr10,21236020,21236040,+
2584,chr10,21236435,21236455,+
2585,chr10,21239459,21239475,+
2586,chr10,21239553,21239573,+
2587,chr10,21255282,21255299,+
2588,chr10,21383228,21383248,+
2589,chr10,21419598,21419613,+
2590,chr10,21419641,21419658,+
2591,chr10,21419686,21419722,+
2592,chr10,21479347,21479367,-
2593,chr10,21479488,21479503,-
2594,chr10,21553162,21553185,+
2595,chr10,21886950,21886967,+
2596,chr10,21905974,21906014,-
2597,chr10,21906355,21906375,+
2598,chr10,21906377,21906416,+
2599,chr10,21906601,21906645,+
2600,chr10,21907699,21907717,+
2601,chr10,21907720,21907735,+
2602,chr10,21908761,21908804,+
2603,chr10,21911906,21911929,-
2604,chr10,21975794,21975809,+
2605,chr10,21976732,21976747,-
2606,chr10,21992541,21992558,+
2607,chr10,21993398,21993418,+
2608,chr10,21995076,21995091,-
2609,chr10,21995311,21995352,-
2610,chr10,22295897,22295913,-
2611,chr10,22299345,22299420,-
2612,chr10,22303992,22304012,+
2613,chr10,22304077,22304092,+
2614,chr10,22345992,22346012,-
2615,chr10,22346027,22346044,-
2616,chr10,22346130,22346182,+
2617,chr10,23787048,23787068,+
2618,chr10,23787467,23787487,-
2619,chr10,24149128,24149148,-
2620,chr10,24636474,24636495,-
2621,chr10,24636498,24636515,-
2622,chr10,24640284,24640301,+
2623,chr10,24640386,24640403,+
2624,chr10,24640441,24640471,+
2625,chr10,24640535,24640560,+
2626,chr10,24640624,24640644,+
2627,chr10,24640962,24640982,-
2628,chr10,24673113,24673136,+
2629,chr10,24673247,24673263,+
2630,chr10,24753938,24753993,+
2631,chr10,24754997,24755017,+
2632,chr10,24755276,24755291,-
2633,chr10,24869596,24869616,-
2634,chr10,25296517,25296532,+
2635,chr10,25296563,25296580,+
2636,chr10,25360640,25360657,-
2637,chr10,25387654,25387670,-
2638,chr10,26139515,26139562,+
2639,chr10,26139699,26139716,-
2640,chr10,26301334,26301423,+
2641,chr10,26325232,26325252,+
2642,chr10,26325672,26325703,-
2643,chr10,26359065,26359090,+
2644,chr10,26364187,26364204,+
2645,chr10,26364889,26364909,+
2646,chr10,26373136,26373151,-
2647,chr10,26373590,26373624,+
2648,chr10,26373932,26373967,-
2649,chr10,26374561,26374581,-
2650,chr10,26376254,26376271,-
2651,chr10,26376274,26376289,-
2652,chr10,26520561,26520578,+
2653,chr10,26520827,26520866,-
2654,chr10,26521179,26521199,+
2655,chr10,26585383,26585398,+
2656,chr10,26585422,26585448,-
2657,chr10,26585616,26585632,+
2658,chr10,26799486,26799519,-
2659,chr10,26799827,26799871,-
2660,chr10,28513382,28513397,-
2661,chr10,28513941,28513961,-
2662,chr10,28516529,28516555,+
2663,chr10,28516652,28516667,-
2664,chr10,28518137,28518157,+
2665,chr10,28567637,28567654,-
2666,chr10,28568370,28568390,+
2667,chr10,28593291,28593331,-
2668,chr10,28594402,28594423,-
2669,chr10,28594565,28594582,-
2670,chr10,28597086,28597102,-
2671,chr10,28619314,28619329,+
2672,chr10,28650590,28650610,-
2673,chr10,28650661,28650678,+
2674,chr10,28650725,28650784,-
2675,chr10,28651070,28651087,+
2676,chr10,28667845,28667873,-
2677,chr10,28669180,28669225,+
2678,chr10,28669226,28669251,-
2679,chr10,28670234,28670259,+
2680,chr10,28670331,28670346,-
2681,chr10,28673988,28674003,+
2682,chr10,28674179,28674254,-
2683,chr10,28675828,28675851,+
2684,chr10,28688620,28688649,-
2685,chr10,28723691,28723751,-
2686,chr10,28730447,28730466,-
2687,chr10,28856221,28856246,+
2688,chr10,29361193,29361210,+
2689,chr10,29361456,29361471,+
2690,chr10,30200699,30200728,-
2691,chr10,30617972,30617992,+
2692,chr10,30618797,30618814,-
2693,chr10,30618836,30618864,+
2694,chr10,30618876,30618896,-
2695,chr10,30732670,30732691,+
2696,chr10,30732696,30732713,+
2697,chr10,30732724,30732769,+
2698,chr10,30732774,30732807,+
2699,chr10,30811099,30811119,+
2700,chr10,30811236,30811266,-
2701,chr10,30842907,30842927,-
2702,chr10,33950765,33950785,-
2703,chr10,33950832,33950847,-
2704,chr10,34020318,34020339,+
2705,chr10,34020371,34020386,-
2706,chr10,34110527,34110552,-
2707,chr10,34111093,34111116,+
2708,chr10,34111502,34111530,-
2709,chr10,34128025,34128045,-
2710,chr10,34171965,34171980,-
2711,chr10,34197587,34197607,-
2712,chr10,34197760,34197775,+
2713,chr10,34197781,34197797,+
2714,chr10,34197945,34197960,+
2715,chr10,34198050,34198065,+
2716,chr10,34198444,34198459,+
2717,chr10,34235530,34235545,-
2718,chr10,34281087,34281104,-
2719,chr10,34281237,34281252,+
2720,chr10,34281651,34281670,-
2721,chr10,34297307,34297322,+
2722,chr10,34417403,34417423,+
2723,chr10,35945670,35945739,-
2724,chr10,36157769,36157789,+
2725,chr10,36157904,36157932,+
2726,chr10,36158021,36158038,-
2727,chr10,36158309,36158329,+
2728,chr10,36837214,36837282,-
2729,chr10,36974054,36974069,+
2730,chr10,37139090,37139113,+
2731,chr10,37139154,37139184,-
2732,chr10,37193025,37193040,-
2733,chr10,37193155,37193177,+
2734,chr10,37238307,37238330,+
2735,chr10,37252420,37252435,+
2736,chr10,37252546,37252597,+
2737,chr10,37279953,37280022,+
2738,chr10,37280137,37280154,-
2739,chr10,37280243,37280258,-
2740,chr10,37324037,37324057,+
2741,chr10,37892089,37892106,+
2742,chr10,37892126,37892182,+
2743,chr10,38215654,38215722,+
2744,chr10,38881121,38881144,+
2745,chr10,38884336,38884371,.
2746,chr10,38884955,38884978,-
2747,chr10,39170243,39170258,+
2748,chr10,39172127,39172147,-
2749,chr10,39339786,39339819,-
2750,chr10,39343975,39344000,+
2751,chr10,39358768,39358785,-
2752,chr10,39368611,39368638,+
2753,chr10,39369005,39369022,+
2754,chr10,39370471,39370491,-
2755,chr10,39371206,39371221,-
2756,chr10,39403094,39403111,-
2757,chr10,39420687,39420702,+
2758,chr10,39470711,39470726,+
2759,chr10,39472299,39472316,-
2760,chr10,39472342,39472365,-
2761,chr10,39486798,39486845,-
2762,chr10,39486978,39486995,-
2763,chr10,39488160,39488185,+
2764,chr10,39520367,39520387,-
2765,chr10,39600024,39600045,-
2766,chr10,39612672,39612726,+
2767,chr10,39613720,39613740,+
2768,chr10,39625827,39625847,-
2769,chr10,39644753,39644770,+
2770,chr10,39730982,39731004,-
2771,chr10,39731738,39731771,+
2772,chr10,39732784,39732799,+
2773,chr10,39793531,39793553,-
2774,chr10,39793657,39793679,-
2775,chr10,39960493,39960519,+
2776,chr10,39975271,39975287,+
2777,chr10,40090163,40090186,+
2778,chr10,40163042,40163082,+
2779,chr10,40163354,40163382,-
2780,chr10,40163783,40163798,-
2781,chr10,40165403,40165420,+
2782,chr10,40177814,40177831,-
2783,chr10,40178024,40178047,-
2784,chr10,40191271,40191306,+
2785,chr10,40191318,40191338,+
2786,chr10,40203774,40203831,+
2787,chr10,40257896,40257916,+
2788,chr10,40258271,40258302,-
2789,chr10,40258674,40258697,-
2790,chr10,40259233,40259276,-
2791,chr10,40259503,40259527,-
2792,chr10,40301983,40302004,-
2793,chr10,40336999,40337042,-
2794,chr10,40348873,40348890,+
2795,chr10,40349337,40349354,+
2796,chr10,40371559,40371577,-
2797,chr10,40371755,40371784,-
2798,chr10,40371818,40371834,-
2799,chr10,40371938,40371958,-
2800,chr10,40372182,40372209,+
2801,chr10,40385893,40385910,-
2802,chr10,40386196,40386213,-
2803,chr10,40418185,40418215,+
2804,chr10,40418219,40418245,+
2805,chr10,40419602,40419620,-
2806,chr10,40420021,40420041,-
2807,chr10,40420222,40420252,-
2808,chr10,40420426,40420447,-
2809,chr10,40420517,40420559,+
2810,chr10,40421749,40421780,-
2811,chr10,40447816,40447858,-
2812,chr10,40451848,40451881,-
2813,chr10,40462438,40462458,-
2814,chr10,40477066,40477086,-
2815,chr10,40477377,40477397,-
2816,chr10,40478646,40478666,-
2817,chr10,40479030,40479065,+
2818,chr10,40479070,40479090,+
2819,chr10,40479251,40479268,-
2820,chr10,40479379,40479397,-
2821,chr10,40479559,40479574,+
2822,chr10,40515172,40515192,-
2823,chr10,41303352,41303380,+
2824,chr10,41303815,41303831,-
2825,chr10,41304334,41304349,+
2826,chr10,41449998,41450013,+
2827,chr10,41473799,41473814,-
2828,chr10,41474290,41474307,+
2829,chr10,41477344,41477360,+
2830,chr10,41491318,41491336,-
2831,chr10,41491482,41491508,-
2832,chr10,41518522,41518547,+
2833,chr10,41527179,41527194,-
2834,chr10,41527238,41527258,-
2835,chr10,41527484,41527501,-
2836,chr10,41530212,41530232,-
2837,chr10,41530343,41530358,-
2838,chr10,41552983,41553004,-
2839,chr10,41595381,41595401,+
2840,chr10,41603166,41603181,-
2841,chr10,41615761,41615785,+
2842,chr10,41620345,41620372,+
2843,chr10,41620598,41620629,-
2844,chr10,41638813,41638833,+
2845,chr10,41683047,41683062,+
2846,chr10,41785829,41785896,+
2847,chr10,41810818,41810834,+
2848,chr10,41831158,41831178,-
2849,chr10,41880712,41880729,+
2850,chr10,41880856,41880871,+
2851,chr10,41880910,41880927,-
2852,chr10,41881219,41881235,+
2853,chr10,41881285,41881302,-
2854,chr10,41887915,41887949,+
2855,chr10,41888453,41888470,+
2856,chr10,41888734,41888749,-
2857,chr10,41937082,41937098,-
2858,chr10,41937112,41937129,+
2859,chr10,41937322,41937340,+
2860,chr10,41937519,41937554,-
2861,chr10,41972951,41972967,+
2862,chr10,41972981,41972997,+
2863,chr10,42068362,42068378,+
2864,chr10,42068405,42068425,+
2865,chr10,42068728,42068745,+
2866,chr10,42068864,42068884,+
2867,chr10,42098992,42099016,+
2868,chr10,42270762,42270785,+
2869,chr10,42275894,42275918,-
2870,chr10,42277923,42277940,+
2871,chr10,42698932,42698985,+
2872,chr10,42699518,42699557,-
2873,chr10,42838427,42838442,-
2874,chr10,42838636,42838659,-
2875,chr10,42838900,42838917,+
2876,chr10,42843091,42843106,+
2877,chr10,42843145,42843199,-
2878,chr10,42843369,42843389,+
2879,chr10,42860935,42860950,-
2880,chr10,42861052,42861068,-
2881,chr10,42861211,42861241,-
2882,chr10,42861345,42861362,-
2883,chr10,42861954,42861980,+
2884,chr10,42862054,42862071,-
2885,chr10,42862745,42862760,-
2886,chr10,42862811,42862847,-
2887,chr10,42863141,42863156,-
2888,chr10,42863856,42863876,-
2889,chr10,42864517,42864532,+
2890,chr10,42866376,42866403,-
2891,chr10,42866823,42866839,-
2892,chr10,42867936,42868027,+
2893,chr10,42877072,42877104,+
2894,chr10,42877245,42877260,+
2895,chr10,42877471,42877496,+
2896,chr10,42877858,42877878,-
2897,chr10,42886623,42886665,+
2898,chr10,42886669,42886696,+
2899,chr10,42887082,42887107,+
2900,chr10,42887252,42887269,+
2901,chr10,42887732,42887757,-
2902,chr10,42887763,42887780,+
2903,chr10,42888049,42888077,-
2904,chr10,42888374,42888422,+
2905,chr10,42888877,42888894,+
2906,chr10,42889051,42889070,+
2907,chr10,42896389,42896404,+
2908,chr10,42896708,42896724,-
2909,chr10,42896732,42896751,-
2910,chr10,42897259,42897276,-
2911,chr10,42897712,42897741,+
2912,chr10,42898653,42898670,+
2913,chr10,42899008,42899024,+
2914,chr10,42900728,42900748,-
2915,chr10,42901070,42901090,-
2916,chr10,42901284,42901344,+
2917,chr10,42962213,42962244,-
2918,chr10,42963058,42963075,-
2919,chr10,43480131,43480167,-
2920,chr10,43740514,43740531,-
2921,chr10,43901228,43901258,-
2922,chr10,43901263,43901281,-
2923,chr10,43901915,43901936,-
2924,chr10,43996341,43996361,+
2925,chr10,43996711,43996728,-
2926,chr10,43996912,43996937,+
2927,chr10,44002694,44002715,-
2928,chr10,44002861,44002886,-
2929,chr10,44003346,44003363,+
2930,chr10,44282583,44282603,-
2931,chr10,44341846,44341933,-
2932,chr10,44429811,44429826,-
2933,chr10,44448389,44448409,+
2934,chr10,44462157,44462172,+
2935,chr10,44483076,44483108,+
2936,chr10,44483439,44483455,-
2937,chr10,44483500,44483521,-
2938,chr10,44483580,44483595,-
2939,chr10,44529640,44529677,-
2940,chr10,50592024,50592044,-
2941,chr10,50593291,50593307,-
2942,chr10,50593444,50593500,-
2943,chr10,50593627,50593643,-
2944,chr10,50593796,50593820,+
2945,chr10,53348397,53348414,-
2946,chr10,53595704,53595719,+
2947,chr10,53595763,53595783,+
2948,chr10,53596179,53596220,-
2949,chr10,53597165,53597180,-
2950,chr10,53629328,53629366,.
2951,chr10,53630314,53630367,-
2952,chr10,53987630,53987720,-
2953,chr10,54006027,54006052,+
2954,chr10,54032999,54033026,-
2955,chr10,54033050,54033065,-
2956,chr10,54041023,54041048,-
2957,chr10,54065220,54065243,+
2958,chr10,54070866,54070883,+
2959,chr10,54076382,54076408,+
2960,chr10,56089645,56089712,-
2961,chr10,56300030,56300116,-
2962,chr10,57531994,57532021,+
2963,chr10,57532709,57532725,-
2964,chr10,57532766,57532801,-
2965,chr10,57533082,57533099,-
2966,chr10,57743584,57743599,-
2967,chr10,57743717,57743756,-
2968,chr10,57744034,57744051,-
2969,chr10,57744068,57744083,-
2970,chr10,57753354,57753371,+
2971,chr10,57753712,57753733,-
2972,chr10,57794492,57794507,+
2973,chr10,57795637,57795664,-
2974,chr10,57796339,57796359,-
2975,chr10,57796554,57796569,+
2976,chr10,58359982,58359999,+
2977,chr10,58360114,58360137,-
2978,chr10,58370228,58370245,-
2979,chr10,58370386,58370411,+
2980,chr10,58371192,58371212,+
2981,chr10,58371287,58371303,-
2982,chr10,58447624,58447644,-
2983,chr10,58498499,58498514,-
2984,chr10,58498597,58498612,+
2985,chr10,58642286,58642386,+
2986,chr10,58714447,58714475,+
2987,chr10,59322458,59322474,-
2988,chr10,59322476,59322496,-
2989,chr10,59381011,59381031,-
2990,chr10,59381096,59381111,+
2991,chr10,59392122,59392145,+
2992,chr10,59392371,59392386,+
2993,chr10,59636908,59636939,+
2994,chr10,59698979,59699004,-
2995,chr10,59699092,59699136,-
2996,chr10,59699228,59699248,-
2997,chr10,59699331,59699347,-
2998,chr10,59897742,59897758,+
2999,chr10,59900306,59900323,-
3000,chr10,59900399,59900437,-
3001,chr10,59900600,59900623,-
3002,chr10,59900888,59900904,-
3003,chr10,59901388,59901424,+
3004,chr10,59906089,59906106,+
3005,chr10,59907065,59907088,+
3006,chr10,59907786,59907801,+
3007,chr10,59920043,59920066,-
3008,chr10,59921217,59921234,+
3009,chr10,59940090,59940105,+
3010,chr10,59952976,59953013,-
3011,chr10,59970467,59970482,+
3012,chr10,59973915,59973947,+
3013,chr10,59974785,59974821,+
3014,chr10,59974955,59974972,-
3015,chr10,59975708,59975752,+
3016,chr10,60000029,60000058,-
3017,chr10,60000336,60000361,-
3018,chr10,60002465,60002500,+
3019,chr10,60002505,60002528,+
3020,chr10,60027960,60027984,-
3021,chr10,60081235,60081252,-
3022,chr10,60115317,60115333,-
3023,chr10,60115393,60115410,+
3024,chr10,60116229,60116245,-
3025,chr10,60345626,60345643,+
3026,chr10,60345755,60345771,-
3027,chr10,60346216,60346239,+
3028,chr10,60346245,60346270,+
3029,chr10,60350781,60350806,+
3030,chr10,60350907,60350930,+
3031,chr10,60351154,60351175,+
3032,chr10,60352002,60352022,+
3033,chr10,60352733,60352778,+
3034,chr10,60370614,60370635,-
3035,chr10,60380814,60380864,+
3036,chr10,60388990,60389007,+
3037,chr10,60390479,60390499,-
3038,chr10,60760417,60760432,-
3039,chr10,61145978,61145999,+
3040,chr10,61146128,61146157,+
3041,chr10,61148060,61148110,-
3042,chr10,61231869,61231887,+
3043,chr10,61231915,61231930,+
3044,chr10,61232228,61232297,-
3045,chr10,61232461,61232486,-
3046,chr10,61232761,61232782,+
3047,chr10,61233801,61233821,+
3048,chr10,61233952,61233978,-
3049,chr10,61301593,61301610,-
3050,chr10,61305800,61305829,-
3051,chr10,61305856,61305873,-
3052,chr10,61306413,61306430,+
3053,chr10,61306771,61306799,-
3054,chr10,61336607,61336622,-
3055,chr10,61453220,61453237,-
3056,chr10,61475546,61475572,+
3057,chr10,61535065,61535082,-
3058,chr10,61559435,61559452,+
3059,chr10,61559694,61559724,-
3060,chr10,61559967,61559984,-
3061,chr10,61679864,61679880,-
3062,chr10,61679919,61679939,+
3063,chr10,62337641,62337725,-
3064,chr10,62337903,62337995,-
3065,chr10,62500529,62500545,-
3066,chr10,62500561,62500581,+
3067,chr10,62500657,62500672,-
3068,chr10,62501140,62501160,+
3069,chr10,62503429,62503450,+
3070,chr10,62503616,62503673,.
3071,chr10,62503872,62503911,+
3072,chr10,62505848,62505863,-
3073,chr10,62506014,62506037,-
3074,chr10,62506520,62506535,-
3075,chr10,62506624,62506658,-
3076,chr10,62507459,62507478,-
3077,chr10,62507945,62507976,-
3078,chr10,62508351,62508393,-
3079,chr10,62544062,62544103,-
3080,chr10,62578729,62578744,+
3081,chr10,62602916,62602939,+
3082,chr10,62665845,62665887,.
3083,chr10,62792752,62792793,.
3084,chr10,62857033,62857054,+
3085,chr10,62857138,62857160,+
3086,chr10,62858991,62859008,+
3087,chr10,62859103,62859123,+
3088,chr10,62862470,62862500,+
3089,chr10,62863807,62863824,+
3090,chr10,62865184,62865199,-
3091,chr10,62983885,62983903,-
3092,chr10,63022747,63022762,+
3093,chr10,63022781,63022806,+
3094,chr10,63092502,63092553,+
3095,chr10,63092559,63092589,+
3096,chr10,63092608,63092635,-
3097,chr10,63176328,63176361,-
3098,chr10,63176687,63176720,-
3099,chr10,63177173,63177199,.
3100,chr10,63231795,63231811,-
3101,chr10,63243488,63243508,+
3102,chr10,63243536,63243577,+
3103,chr10,63380244,63380261,+
3104,chr10,63380282,63380303,+
3105,chr10,63380306,63380323,+
3106,chr10,63382269,63382337,+
3107,chr10,63382975,63383008,-
3108,chr10,63383466,63383487,+
3109,chr10,63385680,63385697,-
3110,chr10,63385808,63385828,-
3111,chr10,63385873,63385894,-
3112,chr10,63385896,63385913,-
3113,chr10,63386088,63386116,-
3114,chr10,63386133,63386167,-
3115,chr10,63386296,63386364,+
3116,chr10,63386408,63386497,+
3117,chr10,63386891,63386908,-
3118,chr10,63387314,63387329,+
3119,chr10,63387405,63387425,-
3120,chr10,63424495,63424510,-
3121,chr10,63424683,63424704,+
3122,chr10,63424731,63424751,+
3123,chr10,63428788,63428808,-
3124,chr10,63429452,63429467,+
3125,chr10,66864535,66864556,-
3126,chr10,66864744,66864776,-
3127,chr10,66953175,66953192,-
3128,chr10,66953846,66953873,+
3129,chr10,67004797,67004814,-
3130,chr10,67065678,67065701,-
3131,chr10,67068924,67068973,+
3132,chr10,67069500,67069520,-
3133,chr10,67071759,67071774,+
3134,chr10,67112089,67112109,-
3135,chr10,67184581,67184601,-
3136,chr10,67185457,67185487,-
3137,chr10,67185506,67185521,-
3138,chr10,67186212,67186227,+
3139,chr10,67186320,67186367,-
3140,chr10,67187258,67187273,-
3141,chr10,67188973,67188988,-
3142,chr10,67189039,67189054,-
3143,chr10,67202588,67202618,-
3144,chr10,67204910,67204930,+
3145,chr10,67311838,67311919,+
3146,chr10,67312007,67312027,+
3147,chr10,67497781,67497809,+
3148,chr10,67504233,67504253,+
3149,chr10,67536476,67536505,-
3150,chr10,67537131,67537156,+
3151,chr10,67537331,67537358,-
3152,chr10,67537996,67538011,-
3153,chr10,67538035,67538074,-
3154,chr10,67546926,67546999,+
3155,chr10,67549266,67549287,-
3156,chr10,67549560,67549577,-
3157,chr10,67584913,67584947,+
3158,chr10,67585840,67585855,+
3159,chr10,67586245,67586265,-
3160,chr10,67586768,67586788,+
3161,chr10,67586815,67586830,-
3162,chr10,67636812,67636830,-
3163,chr10,67643796,67643811,-
3164,chr10,67644446,67644467,-
3165,chr10,67644714,67644729,-
3166,chr10,67644857,67644916,+
3167,chr10,67647269,67647302,-
3168,chr10,67647556,67647587,+
3169,chr10,67647659,67647674,-
3170,chr10,67658181,67658196,+
3171,chr10,68082057,68082077,-
3172,chr10,68105243,68105268,+
3173,chr10,68105397,68105416,-
3174,chr10,68192076,68192091,+
3175,chr10,68192419,68192436,-
3176,chr10,68192519,68192548,+
3177,chr10,68192893,68192917,-
3178,chr10,68192981,68193007,+
3179,chr10,68238764,68238826,+
3180,chr10,68238917,68238937,-
3181,chr10,68239042,68239057,+
3182,chr10,68239082,68239110,-
3183,chr10,68239799,68239814,-
3184,chr10,68239938,68239953,+
3185,chr10,68240471,68240501,+
3186,chr10,68240672,68240692,+
3187,chr10,68241109,68241143,+
3188,chr10,68241539,68241559,+
3189,chr10,68249433,68249458,+
3190,chr10,68249473,68249509,+
3191,chr10,68249511,68249531,+
3192,chr10,68276269,68276289,+
3193,chr10,68277445,68277462,+
3194,chr10,68277465,68277480,+
3195,chr10,68277520,68277555,+
3196,chr10,68277615,68277632,+
3197,chr10,68278336,68278351,+
3198,chr10,68278376,68278423,+
3199,chr10,68278529,68278550,+
3200,chr10,68279038,68279053,+
3201,chr10,68279393,68279414,+
3202,chr10,68280259,68280276,+
3203,chr10,68283608,68283636,-
3204,chr10,68442806,68442833,+
3205,chr10,68445648,68445663,-
3206,chr10,68445708,68445728,-
3207,chr10,68446207,68446241,-
3208,chr10,68506339,68506355,+
3209,chr10,68506571,68506646,+
3210,chr10,68541508,68541523,-
3211,chr10,68673473,68673499,+
3212,chr10,68674045,68674060,-
3213,chr10,70040120,70040135,+
3214,chr10,70095591,70095611,-
3215,chr10,70096009,70096024,-
3216,chr10,70096275,70096292,-
3217,chr10,70096352,70096383,+
3218,chr10,70096582,70096599,+
3219,chr10,70180953,70181000,-
3220,chr10,70791616,70791636,-
3221,chr10,71238642,71238659,+
3222,chr10,71238672,71238695,+
3223,chr10,71239401,71239419,+
3224,chr10,71239620,71239640,+
3225,chr10,71239832,71239848,+
3226,chr10,71239850,71239865,-
3227,chr10,71240049,71240064,-
3228,chr10,71240096,71240149,+
3229,chr10,71247013,71247030,+
3230,chr10,71302519,71302540,-
3231,chr10,71302727,71302744,-
3232,chr10,71347190,71347218,+
3233,chr10,71361782,71361871,-
3234,chr10,75032165,75032259,+
3235,chr10,75059390,75059405,-
3236,chr10,75105364,75105392,-
3237,chr10,75294851,75294866,+
3238,chr10,75299755,75299770,-
3239,chr10,75299877,75299935,-
3240,chr10,75302099,75302114,-
3241,chr10,75318288,75318304,-
3242,chr10,75326837,75326871,-
3243,chr10,75406064,75406089,-
3244,chr10,75418036,75418074,-
3245,chr10,75418078,75418094,+
3246,chr10,75418104,75418127,-
3247,chr10,75439768,75439824,-
3248,chr10,75518098,75518113,+
3249,chr10,75532309,75532324,+
3250,chr10,75535908,75535928,-
3251,chr10,75535955,75535975,+
3252,chr10,75536126,75536149,-
3253,chr10,75536784,75536812,-
3254,chr10,75566686,75566701,-
3255,chr10,75566854,75566874,-
3256,chr10,75586639,75586656,+
3257,chr10,75591074,75591091,-
3258,chr10,75591728,75591751,-
3259,chr10,75591960,75591976,-
3260,chr10,75764530,75764600,-
3261,chr10,75765377,75765394,+
3262,chr10,75765573,75765591,-
3263,chr10,75833439,75833459,+
3264,chr10,75834981,75835035,-
3265,chr10,75835042,75835057,-
3266,chr10,75835186,75835250,-
3267,chr10,75836139,75836159,-
3268,chr10,75836265,75836285,+
3269,chr10,75836357,75836388,+
3270,chr10,75836530,75836546,-
3271,chr10,75836705,75836721,-
3272,chr10,75836762,75836789,-
3273,chr10,75848282,75848299,-
3274,chr10,75848335,75848350,+
3275,chr10,75853573,75853590,-
3276,chr10,75853591,75853606,-
3277,chr10,75951653,75951673,+
3278,chr10,75951715,75951732,+
3279,chr10,75951736,75951758,-
3280,chr10,75975311,75975342,+
3281,chr10,76033195,76033212,-
3282,chr10,76033290,76033310,-
3283,chr10,76442132,76442152,+
3284,chr10,76744530,76744547,+
3285,chr10,77520227,77520247,+
3286,chr10,77520848,77520863,-
3287,chr10,77535637,77535702,-
3288,chr10,77535717,77535742,-
3289,chr10,77537028,77537044,+
3290,chr10,77537280,77537296,-
3291,chr10,77537587,77537608,+
3292,chr10,77537764,77537784,-
3293,chr10,77538835,77538850,-
3294,chr10,77605610,77605628,+
3295,chr10,77607154,77607169,-
3296,chr10,77627571,77627586,-
3297,chr10,77634996,77635012,-
3298,chr10,77950962,77950982,-
3299,chr10,77957764,77957784,-
3300,chr10,78086727,78086762,+
3301,chr10,78088630,78088655,-
3302,chr10,78088960,78089020,+
3303,chr10,78089189,78089206,+
3304,chr10,78089227,78089303,+
3305,chr10,78089502,78089538,+
3306,chr10,78115447,78115470,+
3307,chr10,78133868,78133884,-
3308,chr10,78133945,78133962,+
3309,chr10,78185383,78185419,+
3310,chr10,78245243,78245277,-
3311,chr10,78298563,78298588,+
3312,chr10,78304126,78304141,-
3313,chr10,78351750,78351795,+
3314,chr10,78351847,78351864,+
3315,chr10,78420906,78420947,+
3316,chr10,78505492,78505544,+
3317,chr10,78594642,78594662,+
3318,chr10,78595050,78595070,-
3319,chr10,78595724,78595758,-
3320,chr10,79097115,79097135,-
3321,chr10,79097739,79097777,+
3322,chr10,79417433,79417449,+
