,chr,TnG_start,TnG_end,strand
4981,chr12,26401806,26401830,+
4982,chr12,26401893,26401964,+
4983,chr12,26402167,26402187,+
4984,chr12,26415520,26415537,+
4985,chr12,26456759,26456784,+
4986,chr12,26456856,26456903,+
4987,chr12,28649958,28649985,-
4988,chr12,28834939,28834954,-
4989,chr12,28835380,28835403,+
4990,chr12,28835699,28835719,-
4991,chr12,28835734,28835757,-
4992,chr12,28835950,28835979,-
4993,chr12,28836073,28836101,-
4994,chr12,31499047,31499070,+
4995,chr12,31499213,31499249,+
4996,chr12,31755566,31755619,-
4997,chr12,31755718,31755735,+
4998,chr12,31755842,31755871,+
4999,chr12,31755881,31755907,+
5000,chr12,31756089,31756106,+
5001,chr12,31756236,31756280,-
5002,chr12,31756307,31756352,-
5003,chr12,31900094,31900143,-
5004,chr12,31949057,31949080,+
5005,chr12,31949356,31949381,-
5006,chr12,31950625,31950642,-
5007,chr12,32208294,32208317,+
5008,chr12,32208481,32208510,+
5009,chr12,32208547,32208564,-
5010,chr12,32208573,32208600,+
5011,chr12,32208858,32208881,+
5012,chr12,32209245,32209265,+
5013,chr12,32291862,32291885,+
5014,chr12,32292552,32292575,+
5015,chr12,33131902,33131925,-
5016,chr12,33148046,33148063,+
5017,chr12,33159719,33159739,-
5018,chr12,33302038,33302079,-
5019,chr12,33302116,33302133,+
5020,chr12,33302152,33302175,-
5021,chr12,33302351,33302386,-
5022,chr12,33302666,33302687,-
5023,chr12,33302690,33302718,-
5024,chr12,33302905,33302925,-
5025,chr12,33380271,33380287,+
5026,chr12,33380404,33380430,+
5027,chr12,33380478,33380506,-
5028,chr12,33411723,33411746,+
5029,chr12,33859606,33859629,+
5030,chr12,34532547,34532562,+
5031,chr12,34532665,34532680,-
5032,chr12,34532793,34532810,-
5033,chr12,34532861,34532876,+
5034,chr12,34532969,34532995,+
5035,chr12,34533140,34533156,+
5036,chr12,34990557,34990585,-
5037,chr12,34990603,34990619,-
5038,chr12,35021521,35021557,+
5039,chr12,35579124,35579147,+
5040,chr12,35755305,35755330,+
5041,chr12,35770553,35770576,+
5042,chr12,35896976,35896991,+
5043,chr12,35927905,35927922,+
5044,chr12,36019743,36019774,-
5045,chr12,36019788,36019811,+
5046,chr12,36039398,36039413,+
5047,chr12,36039495,36039515,-
5048,chr12,36041587,36041619,+
5049,chr12,36042838,36042863,+
5050,chr12,36136245,36136276,+
5051,chr12,36136327,36136344,+
5052,chr12,36136441,36136474,+
5053,chr12,36136497,36136531,+
5054,chr12,36155785,36155812,+
5055,chr12,37208483,37208506,-
5056,chr12,38778423,38778450,+
5057,chr12,38778460,38778501,+
5058,chr12,38778521,38778542,-
5059,chr12,39566719,39566748,+
5060,chr12,40038616,40038636,+
5061,chr12,40038685,40038702,+
5062,chr12,40039036,40039110,-
5063,chr12,40445245,40445260,+
5064,chr12,40536435,40536458,-
5065,chr12,41023637,41023653,+
5066,chr12,41023667,41023697,-
5067,chr12,41023724,41023764,+
5068,chr12,42245535,42245555,+
5069,chr12,42405477,42405507,-
5070,chr12,42405624,42405646,-
5071,chr12,42406099,42406119,+
5072,chr12,44203295,44203337,+
5073,chr12,44203416,44203433,+
5074,chr12,44203597,44203612,+
5075,chr12,44210768,44210791,-
5076,chr12,44268290,44268328,-
5077,chr12,44268906,44268923,+
5078,chr12,44293444,44293464,-
5079,chr12,44293559,44293586,-
5080,chr12,47454697,47454712,+
5081,chr12,51348873,51348889,-
5082,chr12,51348935,51348971,-
5083,chr12,51747067,51747092,-
5084,chr12,51747140,51747163,-
5085,chr12,51848307,51848374,+
5086,chr12,51865349,51865364,+
5087,chr12,51865971,51865994,+
5088,chr12,51866535,51866558,-
5089,chr12,51866901,51866950,+
5090,chr12,51886353,51886368,-
5091,chr12,51886702,51886722,+
5092,chr12,51886810,51886833,+
5093,chr12,51887070,51887087,+
5094,chr12,51887581,51887596,+
5095,chr12,51971520,51971537,-
5096,chr12,52524781,52524801,+
5097,chr12,52524807,52524824,-
5098,chr12,52524836,52524865,-
5099,chr12,52602781,52602796,+
5100,chr12,54202532,54202547,+
5101,chr12,54202599,54202622,-
5102,chr12,54293339,54293356,+
5103,chr12,54566853,54566881,-
5104,chr12,54567182,54567207,-
5105,chr12,54568954,54569078,-
5106,chr12,54696240,54696267,-
5107,chr12,54697005,54697029,-
5108,chr12,54697043,54697060,-
5109,chr12,54697285,54697316,-
5110,chr12,55050039,55050079,.
5111,chr12,55050136,55050159,+
5112,chr12,55302804,55302831,+
5113,chr12,55303047,55303067,-
5114,chr12,55303150,55303167,-
5115,chr12,55303231,55303254,-
5116,chr12,55357397,55357423,-
5117,chr12,55388317,55388354,+
5118,chr12,55388472,55388506,+
5119,chr12,55447024,55447039,+
5120,chr12,55464140,55464169,-
5121,chr12,55464780,55464797,-
5122,chr12,55464810,55464830,+
5123,chr12,55465173,55465206,-
5124,chr12,55465610,55465637,+
5125,chr12,55489453,55489487,+
5126,chr12,55493218,55493263,+
5127,chr12,55821595,55821615,-
5128,chr12,59012333,59012364,+
5129,chr12,59012397,59012412,-
5130,chr12,59013007,59013039,+
5131,chr12,59131919,59131939,-
5132,chr12,59132061,59132090,-
5133,chr12,59132110,59132153,-
5134,chr12,59132199,59132214,-
5135,chr12,59206574,59206634,+
5136,chr12,59206655,59206792,+
5137,chr12,59206971,59206999,+
5138,chr12,59207109,59207136,+
5139,chr12,59207157,59207205,+
5140,chr12,59219460,59219489,+
5141,chr12,60276128,60276143,+
5142,chr12,61159700,61159720,+
5143,chr12,61368405,61368434,-
5144,chr12,61368526,61368553,-
5145,chr12,63123132,63123147,+
5146,chr12,63123151,63123171,+
5147,chr12,64154491,64154507,+
5148,chr12,64917594,64917617,+
5149,chr12,65036891,65036906,-
5150,chr12,65172994,65173021,-
5151,chr12,65173316,65173358,+
5152,chr12,66700786,66700802,+
5153,chr12,68963728,68963748,+
5154,chr12,69159605,69159621,+
5155,chr12,69159718,69159733,-
5156,chr12,69168663,69168683,+
5157,chr12,69242407,69242441,-
5158,chr12,69257230,69257258,-
5159,chr12,69257557,69257577,+
5160,chr12,69257610,69257661,+
5161,chr12,69257836,69257851,-
5162,chr12,69258094,69258117,-
5163,chr12,69290667,69290690,+
5164,chr12,69296925,69296945,-
5165,chr12,69351737,69351752,+
5166,chr12,69351934,69351961,+
5167,chr12,69351980,69352014,-
5168,chr12,69352016,69352031,-
5169,chr12,69352033,69352054,-
5170,chr12,69371417,69371432,+
5171,chr12,69371436,69371459,+
5172,chr12,69385836,69385851,-
5173,chr12,69385903,69385919,+
5174,chr12,69386544,69386574,+
5175,chr12,69386577,69386605,+
5176,chr12,69386769,69386786,-
5177,chr12,69447673,69447697,-
5178,chr12,69447699,69447714,-
5179,chr12,69448344,69448374,-
5180,chr12,69475721,69475780,+
5181,chr12,69475855,69475882,+
5182,chr12,69502289,69502309,+
5183,chr12,69511083,69511100,-
5184,chr12,69516832,69516856,+
5185,chr12,69529529,69529546,+
5186,chr12,69530012,69530027,-
5187,chr12,69530039,69530074,+
5188,chr12,69539505,69539528,+
5189,chr12,69616066,69616085,+
5190,chr12,69616429,69616481,-
5191,chr12,69825140,69825160,-
5192,chr12,69825242,69825257,+
5193,chr12,69892461,69892484,+
5194,chr12,70078949,70078969,+
5195,chr12,70079095,70079118,+
5196,chr12,70104818,70104880,+
5197,chr12,70136562,70136594,-
5198,chr12,70137059,70137075,-
5199,chr12,70476836,70476875,-
5200,chr12,70476927,70476948,-
5201,chr12,70477320,70477336,-
5202,chr12,70477386,70477441,.
5203,chr12,70477576,70477599,-
5204,chr12,70628573,70628590,+
5205,chr12,70826408,70826429,-
5206,chr12,70853262,70853282,+
5207,chr12,70853640,70853655,+
5208,chr12,71006650,71006673,-
5209,chr12,71040247,71040271,-
5210,chr12,71047368,71047411,-
5211,chr12,71047435,71047458,-
5212,chr12,71047783,71047810,+
5213,chr12,71047822,71047837,+
5214,chr12,71048020,71048040,+
5215,chr12,71048093,71048113,-
5216,chr12,71048581,71048616,-
5217,chr12,72086214,72086237,-
5218,chr12,72665069,72665094,+
5219,chr12,72762076,72762096,-
5220,chr12,72844623,72844648,-
5221,chr12,73123510,73123525,-
5222,chr12,73123804,73123837,+
5223,chr12,73165278,73165301,-
5224,chr12,73198852,73198867,+
5225,chr12,73198987,73199002,-
5226,chr12,73199179,73199194,-
5227,chr12,73199315,73199338,-
5228,chr12,73199355,73199370,-
5229,chr12,73199377,73199393,+
5230,chr12,73201625,73201677,+
5231,chr12,73201950,73201990,-
5232,chr12,73202113,73202150,+
5233,chr12,73202348,73202377,-
5234,chr12,73202454,73202471,+
5235,chr12,73202520,73202535,-
5236,chr12,73202541,73202557,+
5237,chr12,73202578,73202598,+
5238,chr12,73202612,73202628,-
5239,chr12,73202665,73202682,+
5240,chr12,73202753,73202807,+
5241,chr12,73382113,73382199,+
5242,chr12,73382583,73382604,-
5243,chr12,73382637,73382657,+
5244,chr12,73382659,73382674,-
5245,chr12,73491279,73491334,-
5246,chr12,73491505,73491535,+
5247,chr12,73578321,73578341,-
5248,chr12,73584111,73584134,+
5249,chr12,73585336,73585364,+
5250,chr12,73586067,73586092,-
5251,chr12,73592576,73592626,+
5252,chr12,73593047,73593068,+
5253,chr12,73593331,73593360,-
5254,chr12,73593576,73593607,-
5255,chr12,73594251,73594266,-
5256,chr12,73594921,73594948,+
5257,chr12,73597241,73597281,+
5258,chr12,73597795,73597863,+
5259,chr12,73598674,73598689,+
5260,chr12,73598700,73598717,+
5261,chr12,73599176,73599252,-
5262,chr12,73599273,73599290,-
5263,chr12,73604537,73604560,-
5264,chr12,73604810,73604827,-
5265,chr12,73605320,73605352,-
5266,chr12,73609488,73609503,-
5267,chr12,73610313,73610343,-
5268,chr12,73612214,73612241,-
5269,chr12,73612367,73612390,-
5270,chr12,73625199,73625222,-
5271,chr12,73630917,73630952,-
5272,chr12,73631628,73631648,-
5273,chr12,73645296,73645343,-
5274,chr12,73645491,73645508,-
5275,chr12,73647005,73647040,+
5276,chr12,73647350,73647375,-
5277,chr12,73647395,73647412,-
5278,chr12,73647879,73647899,+
5279,chr12,73656670,73656697,+
5280,chr12,73656802,73656825,-
5281,chr12,73664317,73664353,-
5282,chr12,73679587,73679610,-
5283,chr12,73686780,73686813,-
5284,chr12,73686850,73686865,+
5285,chr12,73692312,73692332,+
5286,chr12,73692863,73692885,-
5287,chr12,73692990,73693005,-
5288,chr12,73693401,73693435,+
5289,chr12,73693619,73693634,+
5290,chr12,73693799,73693817,+
5291,chr12,73715902,73715927,+
5292,chr12,73716337,73716370,-
5293,chr12,73716690,73716710,-
5294,chr12,73720157,73720177,-
5295,chr12,73720593,73720613,+
5296,chr12,73842198,73842215,+
5297,chr12,73842715,73842735,-
5298,chr12,73879560,73879585,+
5299,chr12,73879981,73879998,+
5300,chr12,73880054,73880094,+
5301,chr12,73880120,73880143,-
5302,chr12,73880358,73880374,+
5303,chr12,73889068,73889083,+
5304,chr12,73908367,73908382,-
5305,chr12,73989505,73989520,-
5306,chr12,73989606,73989621,-
5307,chr12,75449768,75449788,-
5308,chr12,75449815,75449830,+
5309,chr12,75726704,75726739,+
5310,chr12,75736241,75736378,-
5311,chr12,75836972,75837001,-
5312,chr12,76361548,76361584,+
5313,chr12,76361696,76361711,+
5314,chr12,76362198,76362215,-
5315,chr12,76362711,76362757,+
5316,chr12,76362892,76362916,+
5317,chr12,76367432,76367447,-
5318,chr12,76368915,76368930,+
5319,chr12,76369838,76369875,+
5320,chr12,76370979,76371004,-
5321,chr12,76379680,76379722,.
5322,chr12,76379847,76379873,-
5323,chr12,76403587,76403605,+
5324,chr12,76837228,76837257,-
5325,chr12,76868257,76868292,-
5326,chr12,76886794,76886814,+
5327,chr12,76886888,76886905,+
5328,chr12,76887071,76887094,+
5329,chr12,76962006,76962022,-
5330,chr12,76962668,76962688,-
5331,chr12,77113505,77113525,-
5332,chr12,77113743,77113759,-
5333,chr12,77113804,77113827,+
5334,chr12,78568717,78568743,+
5335,chr12,78568758,78568783,-
5336,chr12,78568825,78568856,+
5337,chr12,78569217,78569262,+
5338,chr12,78569391,78569414,-
5339,chr12,78569425,78569448,+
5340,chr12,78748429,78748452,-
5341,chr12,78980832,78980892,+
5342,chr12,79171923,79171970,-
5343,chr12,79296566,79296593,-
5344,chr12,79296744,79296759,+
5345,chr12,79296801,79296818,-
5346,chr12,79296849,79296869,-
5347,chr12,79296970,79296985,+
5348,chr12,79381580,79381618,-
5349,chr12,79381769,79381786,-
5350,chr12,79429862,79429879,-
5351,chr12,79429962,79429979,-
5352,chr12,79430001,79430018,+
5353,chr12,79444781,79444801,-
5354,chr12,79444904,79444962,-
5355,chr12,79628189,79628206,+
5356,chr12,79628485,79628521,+
5357,chr12,79628525,79628540,-
5358,chr12,79628942,79628959,+
5359,chr12,79646747,79646770,+
5360,chr12,79692354,79692374,+
5361,chr12,79751711,79751727,-
5362,chr12,80108803,80108843,+
5363,chr12,80109248,80109275,-
5364,chr12,80113422,80113464,-
5365,chr12,80113781,80113797,-
5366,chr12,80114332,80114353,-
5367,chr12,80114624,80114654,+
5368,chr12,80115322,80115349,-
5369,chr12,80115520,80115543,-
5370,chr12,80116338,80116370,-
5371,chr12,80273202,80273231,+
5372,chr12,80273703,80273758,+
5373,chr12,80462836,80462879,+
5374,chr12,80462964,80462988,+
5375,chr12,80642900,80642931,+
5376,chr12,80643101,80643128,+
5377,chr12,80644085,80644101,+
5378,chr12,80790254,80790309,+
5379,chr12,80791261,80791289,-
5380,chr12,80791496,80791519,-
5381,chr12,80791655,80791685,+
5382,chr12,80792464,80792546,-
5383,chr12,80793192,80793207,-
5384,chr12,80793393,80793460,+
5385,chr12,80794943,80794975,+
5386,chr12,80795251,80795274,-
5387,chr12,80815340,80815366,-
5388,chr12,80816364,80816381,-
5389,chr12,80816532,80816553,-
5390,chr12,80945570,80945599,-
5391,chr12,81278789,81278805,+
5392,chr12,81484522,81484537,+
5393,chr12,81484739,81484774,+
5394,chr12,81595337,81595381,+
5395,chr12,81859626,81859649,-
5396,chr12,82164250,82164270,+
5397,chr12,82166465,82166504,-
5398,chr12,82245522,82245546,-
5399,chr12,82350539,82350565,-
5400,chr12,82470897,82470932,+
5401,chr12,83502757,83502791,-
5402,chr12,83502889,83502914,+
5403,chr12,83631942,83631959,+
5404,chr12,83632672,83632697,-
5405,chr12,83687946,83687972,+
5406,chr12,83922063,83922086,-
5407,chr12,83929605,83929628,-
5408,chr12,83934865,83934893,+
5409,chr12,83987464,83987485,+
5410,chr12,83987754,83987782,-
5411,chr12,83988518,83988564,-
5412,chr12,84175670,84175693,+
5413,chr12,84194811,84194831,-
5414,chr12,84220489,84220524,-
5415,chr12,84221141,84221161,+
5416,chr12,84221173,84221212,+
5417,chr12,84221535,84221576,+
5418,chr12,84222408,84222431,+
5419,chr12,84222583,84222598,+
5420,chr12,84222896,84222913,-
5421,chr12,84222978,84222995,+
5422,chr12,84242794,84242817,-
5423,chr12,84245706,84245726,+
5424,chr12,84407681,84407699,+
5425,chr12,84407954,84407977,+
5426,chr12,84409203,84409258,+
5427,chr12,84450581,84450601,+
5428,chr12,84590180,84590195,-
5429,chr12,84995953,84995968,-
5430,chr12,84996029,84996053,-
5431,chr12,85111425,85111446,-
5432,chr12,85373782,85373799,+
5433,chr12,85427815,85427838,+
5434,chr12,85444572,85444595,+
5435,chr12,85445000,85445039,+
5436,chr12,85447134,85447157,+
5437,chr12,85447347,85447381,-
5438,chr12,85455219,85455248,+
5439,chr12,85455552,85455581,-
5440,chr12,85474912,85474937,-
5441,chr12,85686530,85686561,-
5442,chr12,86046065,86046082,+
5443,chr12,86046470,86046499,-
5444,chr12,86046523,86046540,-
5445,chr12,86046578,86046594,-
5446,chr12,86309900,86309921,+
5447,chr12,86726690,86726707,+
5448,chr12,86796149,86796176,-
5449,chr12,86810562,86810584,-
5450,chr12,86825382,86825421,-
5451,chr12,86825441,86825461,+
5452,chr12,86825481,86825502,+
5453,chr12,86825504,86825530,+
5454,chr12,86834051,86834081,+
5455,chr12,86834184,86834242,-
5456,chr12,86834596,86834611,+
5457,chr12,86860357,86860377,-
5458,chr12,86860452,86860479,-
5459,chr12,86884721,86884744,-
5460,chr12,86890939,86890964,-
5461,chr12,86891246,86891266,+
5462,chr12,86891418,86891446,-
5463,chr12,86891484,86891556,+
5464,chr12,86891767,86891785,-
5465,chr12,86892025,86892045,-
5466,chr12,86893746,86893773,+
5467,chr12,86894019,86894034,-
5468,chr12,86894143,86894196,-
5469,chr12,86895112,86895133,-
5470,chr12,86895625,86895648,+
5471,chr12,87265734,87265787,+
5472,chr12,89719380,89719419,+
5473,chr12,89719452,89719480,-
5474,chr12,89719595,89719610,-
5475,chr12,89719626,89719643,+
5476,chr12,89719915,89719961,+
5477,chr12,91065802,91065818,-
5478,chr12,91384624,91384641,-
5479,chr12,91589572,91589587,+
5480,chr12,91589599,91589667,+
5481,chr12,91589703,91589730,+
5482,chr12,91589807,91589822,+
5483,chr12,91799363,91799411,+
5484,chr12,91799430,91799448,-
5485,chr12,91799496,91799559,+
5486,chr12,96082180,96082218,-
5487,chr12,96082225,96082253,-
5488,chr12,96082305,96082328,-
5489,chr12,96353712,96353728,-
5490,chr12,97337028,97337044,+
5491,chr12,98116876,98116899,-
5492,chr12,98269738,98269755,+
5493,chr12,98270007,98270024,+
5494,chr12,98747440,98747455,-
5495,chr12,99322070,99322103,+
5496,chr12,99391805,99391828,-
5497,chr12,99391833,99391858,-
5498,chr12,99392273,99392298,+
5499,chr12,99393060,99393080,+
5500,chr12,99393366,99393389,+
5501,chr12,99468415,99468438,-
5502,chr12,99515575,99515600,-
5503,chr12,99544753,99544768,+
5504,chr12,99563247,99563267,+
5505,chr12,99564301,99564328,+
5506,chr12,99564719,99564743,+
5507,chr12,99576851,99576875,+
5508,chr12,99610586,99610603,+
5509,chr12,99628284,99628304,-
5510,chr12,99640695,99640715,+
5511,chr12,99640772,99640788,-
5512,chr12,99640945,99640966,-
5513,chr12,99883642,99883657,-
5514,chr12,99883749,99883779,+
5515,chr12,99883914,99883931,-
5516,chr12,100159446,100159469,+
5517,chr12,100187024,100187050,+
5518,chr12,100187347,100187374,+
5519,chr12,100187378,100187398,+
5520,chr12,100201775,100201792,-
5521,chr12,100725240,100725263,-
5522,chr12,100725666,100725681,+
5523,chr12,100728778,100728795,-
5524,chr12,100729056,100729072,-
5525,chr12,100883184,100883201,+
5526,chr12,100884019,100884048,-
5527,chr12,100887469,100887492,+
5528,chr12,100887515,100887569,+
5529,chr12,100887706,100887730,-
5530,chr12,100890646,100890675,+
5531,chr12,100895549,100895587,-
5532,chr12,100903598,100903667,+
5533,chr12,101028514,101028539,+
5534,chr12,101063181,101063239,+
5535,chr12,101063368,101063383,-
5536,chr12,101063570,101063612,+
5537,chr12,101063616,101063646,-
5538,chr12,101084158,101084203,.
5539,chr12,101084244,101084279,-
5540,chr12,101777283,101777310,+
5541,chr12,101897047,101897062,-
5542,chr12,101897610,101897627,+
5543,chr12,101897820,101897835,-
5544,chr12,101898041,101898058,+
5545,chr12,101913567,101913596,-
5546,chr12,101958152,101958169,-
5547,chr12,101958458,101958491,-
5548,chr12,101971422,101971438,+
5549,chr12,101974815,101974845,+
5550,chr12,101975012,101975042,-
5551,chr12,102368050,102368073,+
5552,chr12,102451414,102451429,-
5553,chr12,102451730,102451745,+
5554,chr12,102456634,102456675,+
5555,chr12,102456858,102456873,+
5556,chr12,102457117,102457132,-
5557,chr12,102457136,102457159,-
5558,chr12,102702107,102702122,+
5559,chr12,102702610,102702625,+
5560,chr12,102702730,102702750,-
5561,chr12,102744678,102744704,-
5562,chr12,102744861,102744878,-
5563,chr12,102878861,102878895,-
5564,chr12,103331181,103331201,-
5565,chr12,103331475,103331507,+
5566,chr12,103331943,103331966,+
5567,chr12,103340874,103340899,+
5568,chr12,103341368,103341391,+
5569,chr12,103421387,103421415,+
5570,chr12,103426242,103426285,-
5571,chr12,103443957,103443972,+
5572,chr12,103443987,103444025,+
5573,chr12,103444160,103444175,-
5574,chr12,104752740,104752761,-
5575,chr12,104752772,104752804,-
5576,chr12,104753034,104753049,+
5577,chr12,105013484,105013509,-
5578,chr12,105684112,105684132,+
5579,chr12,105784069,105784127,+
5580,chr12,105785405,105785422,-
5581,chr12,106016331,106016361,-
5582,chr12,106034304,106034325,+
5583,chr12,106034387,106034407,-
5584,chr12,106035033,106035053,-
5585,chr12,106308530,106308553,-
5586,chr12,106308567,106308590,+
5587,chr12,106308898,106308978,-
5588,chr12,106310267,106310308,+
5589,chr12,106310449,106310507,-
5590,chr12,106311113,106311130,-
5591,chr12,106311852,106311880,-
5592,chr12,106475900,106475922,+
5593,chr12,106475927,106475949,-
5594,chr12,106565394,106565417,+
5595,chr12,107011369,107011384,-
5596,chr12,107123518,107123601,-
5597,chr12,107125940,107125958,+
5598,chr12,107125987,107126002,+
5599,chr12,107135338,107135369,-
5600,chr12,107135407,107135430,-
5601,chr12,107139037,107139060,+
5602,chr12,107140764,107140796,+
5603,chr12,107141061,107141084,+
5604,chr12,107141741,107141756,-
5605,chr12,107146800,107146824,-
5606,chr12,107146946,107146969,+
5607,chr12,107160501,107160516,+
5608,chr12,107183315,107183344,-
5609,chr12,107184472,107184487,-
5610,chr12,107184500,107184527,-
5611,chr12,107185029,107185044,-
5612,chr12,107191351,107191373,+
5613,chr12,107200854,107200871,+
5614,chr12,107201304,107201333,+
5615,chr12,107209390,107209410,-
5616,chr12,107362292,107362321,-
5617,chr12,107559609,107559636,+
5618,chr12,107559747,107559767,-
5619,chr12,107559775,107559804,-
5620,chr12,107645744,107645771,+
5621,chr12,107720648,107720664,+
5622,chr12,107720854,107720875,+
5623,chr12,107720989,107721020,-
5624,chr12,107721074,107721089,+
5625,chr12,107721098,107721121,-
5626,chr12,107721405,107721422,+
5627,chr12,107729369,107729404,-
5628,chr12,107815116,107815136,+
5629,chr12,107922175,107922195,-
5630,chr12,107922513,107922534,+
5631,chr12,107922545,107922565,+
5632,chr12,107922573,107922593,+
5633,chr12,107922668,107922736,+
5634,chr12,107924161,107924184,-
5635,chr12,107931434,107931461,+
5636,chr12,107932260,107932283,+
5637,chr12,107937132,107937147,+
5638,chr12,107937774,107937789,+
5639,chr12,107937915,107937938,+
5640,chr12,107973973,107973996,+
5641,chr12,107977144,107977187,+
5642,chr12,107977705,107977728,+
5643,chr12,107977873,107977888,+
5644,chr12,107978255,107978275,+
5645,chr12,107993874,107993891,+
5646,chr12,107996359,107996389,-
5647,chr12,107998636,107998652,+
5648,chr12,108001965,108002005,+
5649,chr12,108002340,108002360,-
5650,chr12,108002466,108002481,-
5651,chr12,108003286,108003309,-
5652,chr12,108003315,108003351,-
5653,chr12,108003630,108003684,+
5654,chr12,108003724,108003747,+
5655,chr12,108004369,108004386,+
5656,chr12,108178154,108178187,-
5657,chr12,108179677,108179724,-
5658,chr12,108630938,108630953,+
5659,chr12,108630957,108630973,-
5660,chr12,108631153,108631170,-
5661,chr12,108631735,108631756,-
5662,chr12,108631928,108631955,+
5663,chr12,108634121,108634141,+
5664,chr12,108634202,108634234,+
5665,chr12,108635560,108635581,-
5666,chr12,108635704,108635727,-
5667,chr12,108646352,108646372,+
5668,chr12,108646480,108646495,+
5669,chr12,108761036,108761067,-
5670,chr12,108761274,108761291,+
5671,chr12,108761733,108761750,+
5672,chr12,108792668,108792684,-
5673,chr12,108794119,108794134,-
5674,chr12,108794778,108794793,-
5675,chr12,109245200,109245223,+
5676,chr12,110332803,110332826,+
5677,chr12,110332846,110332873,-
5678,chr12,110485318,110485360,+
5679,chr12,110485775,110485792,-
5680,chr12,110490331,110490397,-
5681,chr12,110490409,110490426,-
5682,chr12,110494859,110494929,+
5683,chr12,110495525,110495540,+
5684,chr12,110495707,110495747,-
5685,chr12,110496009,110496026,-
5686,chr12,110496029,110496044,+
5687,chr12,110496076,110496093,-
5688,chr12,110496101,110496124,+
5689,chr12,110503693,110503710,+
5690,chr12,110592022,110592039,+
5691,chr12,110736505,110736556,+
5692,chr12,110736688,110736760,.
5693,chr12,110845910,110845959,+
5694,chr12,110845996,110846016,-
5695,chr12,110846236,110846262,+
5696,chr12,110992131,110992151,+
5697,chr12,111159913,111159928,-
5698,chr12,111537353,111537369,-
5699,chr12,111538516,111538539,-
5700,chr12,111539153,111539173,-
5701,chr12,111575004,111575027,-
5702,chr12,111575033,111575048,+
5703,chr12,111588692,111588707,-
5704,chr12,111588715,111588735,-
5705,chr12,111589079,111589096,-
5706,chr12,111589099,111589119,+
5707,chr12,111589377,111589413,-
5708,chr12,111589656,111589679,-
5709,chr12,111589806,111589843,+
5710,chr12,111732434,111732469,-
5711,chr12,111967270,111967291,+
5712,chr12,112449543,112449605,-
5713,chr12,112849402,112849433,+
5714,chr12,112854541,112854558,+
5715,chr12,112854561,112854582,+
5716,chr12,112855149,112855177,-
5717,chr12,112859966,112860004,+
5718,chr12,112976082,112976109,+
5719,chr12,113074223,113074261,-
5720,chr12,113075336,113075359,+
5721,chr12,113345694,113345710,+
5722,chr12,113994778,113994795,+
5723,chr12,116282920,116282943,+
5724,chr12,116283414,116283429,+
5725,chr12,116283477,116283535,-
5726,chr12,116283607,116283636,-
5727,chr12,116416437,116416454,+
5728,chr12,116416765,116416820,-
5729,chr12,116467056,116467079,+
5730,chr12,117843397,117843420,-
5731,chr12,117843463,117843483,+
5732,chr12,118300710,118300739,-
5733,chr12,118300851,118300870,-
5734,chr12,118301055,118301080,+
5735,chr12,118376271,118376294,-
5736,chr12,118376303,118376331,+
5737,chr12,118376707,118376724,-
5738,chr12,118377125,118377175,+
5739,chr12,118428539,118428559,-
5740,chr12,119204578,119204593,+
5741,chr13,3525060,3525083,+
5742,chr13,3525172,3525194,+
5743,chr13,3525322,3525356,+
5744,chr13,3525387,3525407,-
5745,chr13,3525535,3525555,-
5746,chr13,3525830,3525850,+
5747,chr13,3526591,3526608,-
5748,chr13,3526681,3526720,-
5749,chr13,3537136,3537166,+
5750,chr13,3537281,3537298,+
5751,chr13,3537889,3537925,+
5752,chr13,3538965,3538982,+
5753,chr13,3539081,3539101,-
5754,chr13,4943072,4943092,-
5755,chr13,4944696,4944713,+
5756,chr13,4944734,4944754,-
5757,chr13,4944959,4944979,+
5758,chr13,4945152,4945167,+
5759,chr13,4945264,4945293,-
5760,chr13,4945319,4945335,+
5761,chr13,4945494,4945515,-
5762,chr13,5666501,5666528,-
5763,chr13,5666602,5666617,+
5764,chr13,5666637,5666682,-
5765,chr13,5757396,5757419,+
5766,chr13,5757540,5757557,+
5767,chr13,5779483,5779499,-
5768,chr13,5803633,5803648,-
5769,chr13,5803796,5803823,+
5770,chr13,5804382,5804424,+
5771,chr13,5844869,5844892,-
5772,chr13,5844915,5844943,-
5773,chr13,5845901,5845918,-
5774,chr13,5845954,5845977,-
5775,chr13,5846219,5846237,-
5776,chr13,5862097,5862133,-
5777,chr13,5862292,5862337,-
5778,chr13,5862450,5862465,-
5779,chr13,5862635,5862655,+
5780,chr13,5864453,5864476,+
5781,chr13,5864661,5864709,-
5782,chr13,5890364,5890451,+
5783,chr13,5890457,5890520,.
5784,chr13,5890673,5890693,-
5785,chr13,6404652,6404669,+
5786,chr13,6633576,6633592,+
5787,chr13,6634053,6634076,+
5788,chr13,6647426,6647446,+
5789,chr13,6647479,6647508,+
5790,chr13,8870957,8870980,+
5791,chr13,8871076,8871093,+
5792,chr13,8871172,8871195,-
5793,chr13,8886325,8886342,+
5794,chr13,8886371,8886394,-
5795,chr13,9011727,9011756,+
5796,chr13,10065733,10065749,-
5797,chr13,10066245,10066266,-
5798,chr13,10700700,10700723,-
5799,chr13,11958841,11958864,+
5800,chr13,12257520,12257540,+
5801,chr13,12349528,12349554,+
5802,chr13,12460222,12460267,+
