chr,TnG_start,TnG_end,strand
chr12,32208294,32208316,+
chr12,32208495,32208509,+
chr12,32208573,32208599,+
chr12,32209245,32209264,+
chr12,32900142,32900197,+
chr12,33036705,33036747,+
chr12,33036764,33036778,+
chr12,33048608,33048623,+
chr12,33302116,33302132,+
chr12,33380271,33380286,+
chr12,33429263,33429293,+
chr12,34907926,34907941,+
chr12,34981670,34981684,+
chr12,34991009,34991038,+
chr12,35198476,35198643,+
chr12,35579172,35579189,+
chr12,35770559,35770573,+
chr12,36025322,36025342,+
chr12,36025386,36025402,+
chr12,36039398,36039412,+
chr12,36041525,36041541,+
chr12,36041589,36041617,+
chr12,36042838,36042862,+
chr12,36042956,36042977,+
chr12,36136245,36136275,+
chr12,36136327,36136343,+
chr12,36136446,36136471,+
chr12,36136514,36136530,+
chr12,36155785,36155811,+
chr12,36205857,36205884,+
chr12,36206008,36206046,+
chr12,38778425,38778447,+
chr12,38778464,38778500,+
chr12,40198889,40198903,+
chr12,40248760,40248775,+
chr12,40253574,40253611,+
chr12,40253627,40253645,+
chr12,40253706,40253742,+
chr12,40536634,40536653,+
chr12,41023637,41023652,+
chr12,41023725,41023753,+
chr12,41168123,41168139,+
chr12,41787079,41787186,+
chr12,44268906,44268922,+
chr12,46057783,46057807,+
chr12,46057808,46057921,+
chr12,51830345,51830367,+
chr12,51848307,51848373,+
chr12,51856467,51856486,+
chr12,51865349,51865363,+
chr12,51866907,51866949,+
chr12,51867053,51867069,+
chr12,51871374,51871395,+
chr12,51886702,51886721,+
chr12,51886810,51886832,+
chr12,51887070,51887086,+
chr12,51887581,51887595,+
chr12,52035217,52035291,+
chr12,52524781,52524800,+
chr12,52602781,52602795,+
chr12,52604250,52604276,+
chr12,52604283,52604299,+
chr12,52819102,52819116,+
chr12,52819118,52819138,+
chr12,54201135,54201149,+
chr12,54202532,54202546,+
chr12,54202776,54202795,+
chr12,54293339,54293355,+
chr12,54398240,54398271,+
chr12,54398372,54398396,+
chr12,54569341,54569360,+
chr12,54695275,54695291,+
chr12,54892574,54892597,+
chr12,55015698,55015718,+
chr12,55388317,55388351,+
chr12,55388477,55388503,+
chr12,55447024,55447038,+
chr12,55464810,55464829,+
chr12,55465975,55466001,+
chr12,55489464,55489478,+
chr12,55921302,55921417,+
chr12,59012336,59012352,+
chr12,59013010,59013036,+
chr12,59021404,59021418,+
chr12,59021423,59021447,+
chr12,59061694,59061709,+
chr12,59206576,59206626,+
chr12,59206657,59206752,+
chr12,59206754,59206788,+
chr12,59206971,59206990,+
chr12,59207164,59207203,+
chr12,59216275,59216299,+
chr12,59216599,59216622,+
chr12,59219460,59219486,+
chr12,64917595,64917614,+
chr12,65065161,65065176,+
chr12,65075408,65075452,+
chr12,65173317,65173348,+
chr12,65340726,65340750,+
chr12,65340888,65340978,+
chr12,65340979,65341011,+
chr12,69159605,69159620,+
chr12,69168663,69168682,+
chr12,69229179,69229195,+
chr12,69229325,69229344,+
chr12,69257557,69257576,+
chr12,69257611,69257660,+
chr12,69333808,69333831,+
chr12,69351737,69351751,+
chr12,69351934,69351960,+
chr12,69354896,69354910,+
chr12,69355237,69355261,+
chr12,69355622,69355712,+
chr12,69355741,69355775,+
chr12,69355977,69355993,+
chr12,69356190,69356210,+
chr12,69356349,69356376,+
chr12,69371417,69371431,+
chr12,69371436,69371458,+
chr12,69385903,69385918,+
chr12,69386544,69386573,+
chr12,69386577,69386592,+
chr12,69413710,69413724,+
chr12,69421260,69421279,+
chr12,69421284,69421298,+
chr12,69472051,69472067,+
chr12,69475721,69475754,+
chr12,69475755,69475779,+
chr12,69516832,69516855,+
chr12,69529529,69529545,+
chr12,69530045,69530067,+
chr12,69878478,69878492,+
chr12,69878546,69878577,+
chr12,69878580,69878609,+
chr12,69892461,69892475,+
chr12,69935320,69935372,+
chr12,70078949,70078968,+
chr12,70104820,70104877,+
chr12,70105159,70105204,+
chr12,70108199,70108223,+
chr12,70133839,70133888,+
chr12,70135647,70135661,+
chr12,70219231,70219246,+
chr12,70280868,70280882,+
chr12,70713547,70713562,+
chr12,70940881,70940898,+
chr12,70941116,70941135,+
chr12,70968819,70968859,+
chr12,70969415,70969431,+
chr12,70969448,70969483,+
chr12,70969693,70969707,+
chr12,70969804,70969820,+
chr12,70999982,70999996,+
chr12,71000221,71000235,+
chr12,71000250,71000315,+
chr12,71007309,71007351,+
chr12,71007439,71007474,+
chr12,71040595,71040614,+
chr12,71047790,71047809,+
chr12,71047822,71047836,+
chr12,71051030,71051046,+
chr12,71932719,71932735,+
chr12,71933611,71933656,+
chr12,72535863,72535877,+
chr12,72665069,72665093,+
chr12,72844906,72844925,+
chr12,73382115,73382197,+
chr12,73382637,73382656,+
chr12,73584111,73584131,+
chr12,73592577,73592625,+
chr12,73593047,73593067,+
chr12,73594925,73594947,+
chr12,73597796,73597856,+
chr12,73598674,73598688,+
chr12,73598700,73598716,+
chr12,73647879,73647898,+
chr12,73671604,73671619,+
chr12,73686850,73686864,+
chr12,73692312,73692331,+
chr12,73693404,73693434,+
chr12,73693619,73693633,+
chr12,73715902,73715926,+
chr12,73720593,73720612,+
chr12,74024082,74024168,+
chr12,74024269,74024322,+
chr12,74024334,74024353,+
chr12,74024373,74024392,+
chr12,75283687,75283701,+
chr12,75449815,75449829,+
chr12,75654687,75654702,+
chr12,75654780,75654796,+
chr12,75658286,75658303,+
chr12,75658446,75658460,+
chr12,75726704,75726738,+
chr12,75727278,75727294,+
chr12,76345864,76345893,+
chr12,76361554,76361583,+
chr12,76361696,76361710,+
chr12,76362711,76362750,+
chr12,76366818,76366840,+
chr12,76368058,76368077,+
chr12,76368119,76368138,+
chr12,76368915,76368929,+
chr12,76369838,76369873,+
chr12,76376766,76376785,+
chr12,76403587,76403604,+
chr12,76537802,76537870,+
chr12,76537990,76538041,+
chr12,76778585,76778604,+
chr12,76841172,76841203,+
chr12,76853264,76853288,+
chr12,76886794,76886813,+
chr12,76886888,76886904,+
chr12,76961207,76961244,+
chr12,76963023,76963042,+
chr12,76969966,76970004,+
chr12,76970120,76970134,+
chr12,76970144,76970160,+
chr12,76970205,76970258,+
chr12,76970273,76970287,+
chr12,76970555,76970569,+
chr12,77066025,77066041,+
chr12,77124665,77124689,+
chr12,77133774,77133791,+
chr12,77177172,77177191,+
chr12,77177315,77177372,+
chr12,77178676,77178691,+
chr12,77178866,77178944,+
chr12,77179092,77179108,+
chr12,77240896,77240912,+
chr12,77259041,77259057,+
chr12,77259152,77259177,+
chr12,77259181,77259200,+
chr12,77259250,77259316,+
chr12,77259349,77259380,+
chr12,77534193,77534212,+
chr12,78978711,78978789,+
chr12,78979073,78979096,+
chr12,78979142,78979161,+
chr12,78980386,78980402,+
chr12,78980832,78980885,+
chr12,78981315,78981340,+
chr12,79296744,79296758,+
chr12,79297168,79297187,+
chr12,79440934,79440950,+
chr12,79441092,79441112,+
chr12,79646747,79646769,+
chr12,79692040,79692056,+
chr12,79692354,79692373,+
chr12,79692527,79692557,+
chr12,80114624,80114653,+
chr12,80130992,80131012,+
chr12,80131638,80131654,+
chr12,80208361,80208376,+
chr12,80256998,80257012,+
chr12,80265973,80266014,+
chr12,80271869,80271884,+
chr12,80272720,80272743,+
chr12,80273703,80273756,+
chr12,80462964,80462987,+
chr12,80642902,80642930,+
chr12,80643104,80643126,+
chr12,80644085,80644100,+
chr12,80790254,80790308,+
chr12,80791655,80791679,+
chr12,80793394,80793443,+
chr12,80938701,80938717,+
chr12,81484742,81484772,+
chr12,81595340,81595379,+
chr12,82203101,82203117,+
chr12,82208936,82208952,+
chr12,82208960,82208974,+
chr12,82264348,82264367,+
chr12,83597498,83597512,+
chr12,83631942,83631958,+
chr12,83687952,83687971,+
chr12,83772690,83772767,+
chr12,83833729,83833785,+
chr12,83987464,83987484,+
chr12,84177928,84177948,+
chr12,84218321,84218340,+
chr12,84221141,84221160,+
chr12,84221174,84221202,+
chr12,84222583,84222597,+
chr12,84222978,84222994,+
chr12,84243959,84243973,+
chr12,84245531,84245563,+
chr12,84245706,84245725,+
chr12,84407669,84407698,+
chr12,84409203,84409255,+
chr12,84450581,84450600,+
chr12,84762447,84762503,+
chr12,84762507,84762538,+
chr12,84762584,84762598,+
chr12,84770183,84770231,+
chr12,84971145,84971164,+
chr12,85004025,85004039,+
chr12,85092585,85092619,+
chr12,85373782,85373798,+
chr12,85444572,85444593,+
chr12,85445001,85445034,+
chr12,85455225,85455247,+
chr12,85456053,85456067,+
chr12,85456179,85456208,+
chr12,85687941,85687960,+
chr12,85794552,85794645,+
chr12,85963758,85963773,+
chr12,85969383,85969403,+
chr12,85973929,85973952,+
chr12,85974145,85974159,+
chr12,86726690,86726706,+
chr12,86808245,86808261,+
chr12,86825441,86825460,+
chr12,86825481,86825501,+
chr12,86825504,86825528,+
chr12,86829372,86829401,+
chr12,86829568,86829597,+
chr12,86834051,86834080,+
chr12,86834596,86834610,+
chr12,86835286,86835300,+
chr12,86835468,86835499,+
chr12,86835992,86836018,+
chr12,86886599,86886615,+
chr12,86891246,86891265,+
chr12,86891484,86891555,+
chr12,86893746,86893770,+
chr12,87179221,87179279,+
chr12,87416939,87416977,+
chr12,88408397,88408424,+
chr12,89718904,89718918,+
chr12,89719393,89719409,+
chr12,89719626,89719642,+
chr12,89719916,89719960,+
chr12,90738585,90738619,+
chr12,91009050,91009064,+
chr12,91566050,91566077,+
chr12,91566106,91566167,+
chr12,91588114,91588133,+
chr12,91588155,91588174,+
chr12,91588624,91588645,+
chr12,91588652,91588681,+
chr12,91588802,91588819,+
chr12,91589572,91589586,+
chr12,91589599,91589658,+
chr12,91589807,91589821,+
chr12,91734637,91734660,+
chr12,91766051,91766073,+
chr12,91766102,91766116,+
chr12,91766768,91766787,+
chr12,91799363,91799410,+
chr12,91799498,91799558,+
chr12,91848996,91849011,+
chr12,92775757,92775779,+
chr12,92823050,92823067,+
chr12,92976236,92976261,+
chr12,93227060,93227080,+
chr12,93227289,93227310,+
chr12,98269738,98269754,+
chr12,98270007,98270023,+
chr12,98677419,98677438,+
chr12,98746474,98746508,+
chr12,99314063,99314079,+
chr12,99321963,99321983,+
chr12,99392273,99392297,+
chr12,99393060,99393079,+
chr12,99393366,99393388,+
chr12,99406434,99406452,+
chr12,99562140,99562168,+
chr12,99564177,99564193,+
chr12,99564275,99564295,+
chr12,99564720,99564742,+
chr12,99576851,99576873,+
chr12,99633740,99633767,+
chr12,99640695,99640714,+
chr12,99700244,99700260,+
chr12,99838895,99838909,+
chr12,99883751,99883778,+
chr12,100159447,100159466,+
chr12,100168572,100168600,+
chr12,100187378,100187397,+
chr12,100190458,100190526,+
chr12,100508782,100508801,+
chr12,100538012,100538070,+
chr12,100539591,100539615,+
chr12,100539665,100539693,+
chr12,100539750,100539772,+
chr12,100636065,100636084,+
chr12,100636628,100636642,+
chr12,100725666,100725680,+
chr12,100725844,100725868,+
chr12,100876766,100876790,+
chr12,100883184,100883200,+
chr12,100887295,100887313,+
chr12,100887469,100887491,+
chr12,100887515,100887563,+
chr12,100890646,100890672,+
chr12,100903600,100903663,+
chr12,100907006,100907028,+
chr12,100988517,100988541,+
chr12,101006959,101006973,+
chr12,101008096,101008120,+
chr12,101013450,101013476,+
chr12,101017652,101017671,+
chr12,101018469,101018493,+
chr12,101020514,101020538,+
chr12,101028514,101028538,+
chr12,101897610,101897626,+
chr12,101971422,101971437,+
chr12,102034188,102034265,+
chr12,102367123,102367149,+
chr12,102619708,102619727,+
chr12,102643612,102643627,+
chr12,102651310,102651402,+
chr12,102651482,102651502,+
chr12,102702610,102702624,+
chr12,103331475,103331506,+
chr12,103341369,103341388,+
chr12,103443957,103443971,+
chr12,103443987,103444017,+
chr12,105008912,105008926,+
chr12,105021592,105021611,+
chr12,105684112,105684131,+
chr12,105728136,105728150,+
chr12,105728152,105728190,+
chr12,106032158,106032172,+
chr12,106308567,106308584,+
chr12,107118341,107118361,+
chr12,107125940,107125957,+
chr12,107125987,107126001,+
chr12,107139037,107139059,+
chr12,107140766,107140795,+
chr12,107159515,107159534,+
chr12,107160501,107160515,+
chr12,107240342,107240364,+
chr12,107559613,107559632,+
chr12,107645744,107645770,+
chr12,107646025,107646044,+
chr12,107720648,107720663,+
chr12,107720854,107720874,+
chr12,107721074,107721088,+
chr12,107721405,107721421,+
chr12,107729264,107729278,+
chr12,107730855,107730874,+
chr12,107731342,107731359,+
chr12,107731378,107731402,+
chr12,107779524,107779549,+
chr12,107783896,107783912,+
chr12,107815116,107815135,+
chr12,107919721,107919758,+
chr12,107920641,107920655,+
chr12,107922513,107922533,+
chr12,107922545,107922564,+
chr12,107926091,107926119,+
chr12,107926242,107926261,+
chr12,107928432,107928455,+
chr12,107928874,107928888,+
chr12,107928889,107928905,+
chr12,107930956,107930973,+
chr12,107931434,107931458,+
chr12,107937132,107937146,+
chr12,107961139,107961153,+
chr12,107973981,107973995,+
chr12,107975195,107975210,+
chr12,107975836,107975871,+
chr12,107975995,107976017,+
chr12,107977144,107977158,+
chr12,107977159,107977186,+
chr12,107977873,107977887,+
chr12,107978255,107978274,+
chr12,107991516,107991534,+
chr12,107991545,107991564,+
chr12,107992127,107992141,+
chr12,107993874,107993890,+
chr12,107994433,107994453,+
chr12,107994837,107994852,+
chr12,107996908,107996923,+
chr12,107997751,107997801,+
chr12,107998564,107998581,+
chr12,107998636,107998651,+
chr12,107999467,107999487,+
chr12,107999576,107999590,+
chr12,107999749,107999783,+
chr12,108001501,108001518,+
chr12,108001587,108001631,+
chr12,108001965,108001981,+
chr12,108003630,108003646,+
chr12,108003652,108003683,+
chr12,108004369,108004385,+
chr12,108075099,108075114,+
chr12,108103417,108103436,+
chr12,108630938,108630952,+
chr12,108633346,108633366,+
chr12,108634121,108634140,+
chr12,108634202,108634232,+
chr12,108646352,108646371,+
chr12,108646480,108646494,+
chr12,108648916,108648935,+
chr12,108649467,108649505,+
chr12,108761274,108761290,+
chr12,108761733,108761749,+
chr12,108798943,108798962,+
chr12,109119469,109119533,+
chr12,109438287,109438303,+
chr12,110463740,110463797,+
chr12,110492433,110492473,+
chr12,110492500,110492515,+
chr12,110494861,110494921,+
chr12,110495525,110495539,+
chr12,110496029,110496043,+
chr12,110496101,110496123,+
chr12,110503693,110503709,+
chr12,110503844,110503858,+
chr12,110506529,110506544,+
chr12,110992131,110992150,+
chr12,111040800,111040814,+
chr12,111040962,111040976,+
chr12,111914219,111914233,+
chr12,112587233,112587250,+
chr12,112849406,112849430,+
chr12,112853625,112853641,+
chr12,112854541,112854557,+
chr12,112854561,112854581,+
chr12,112855939,112855979,+
chr12,112856717,112856731,+
chr12,112857138,112857157,+
chr12,112859966,112860000,+
chr12,112942454,112942473,+
chr12,112967982,112968001,+
chr12,112968215,112968243,+
chr12,112976082,112976108,+
chr12,112984264,112984329,+
chr12,113005333,113005347,+
chr12,113046251,113046265,+
chr12,113046276,113046290,+
chr12,113102773,113102791,+
chr12,113149834,113149874,+
chr12,113392726,113392746,+
chr12,113392814,113392833,+
chr12,113392878,113392902,+
chr12,113392961,113393050,+
chr12,113393077,113393093,+
chr12,113393241,113393265,+
chr12,113393286,113393302,+
chr12,113393311,113393330,+
chr12,113393439,113393453,+
chr12,113413056,113413114,+
chr12,113481527,113481543,+
chr12,113517866,113517888,+
chr12,113994778,113994794,+
chr12,114007808,114007865,+
chr12,114007893,114007910,+
chr12,114008052,114008075,+
chr12,114008155,114008170,+
chr12,114203358,114203408,+
chr12,114203419,114203478,+
chr12,114378635,114378656,+
chr12,114379020,114379034,+
chr12,114483906,114483962,+
chr12,114483964,114483985,+
chr12,114483996,114484010,+
chr12,114583424,114583440,+
chr12,114650541,114650566,+
chr12,114656327,114656450,+
chr12,114656463,114656487,+
chr12,114656495,114656514,+
chr12,114656875,114656889,+
chr12,114763972,114763986,+
chr12,114909871,114909885,+
chr12,114914455,114914471,+
chr12,114914494,114914510,+
chr12,114936970,114936986,+
chr12,115008556,115008571,+
chr12,115023802,115023822,+
chr12,115121401,115121420,+
chr12,115159316,115159342,+
chr12,115159571,115159590,+
chr12,115207949,115207964,+
chr12,115215787,115215850,+
chr12,115215860,115215882,+
chr12,115215923,115215937,+
chr12,115216017,115216031,+
chr12,115242546,115242563,+
chr12,115255000,115255024,+
chr12,115255111,115255126,+
chr12,115256147,115256183,+
chr12,115256422,115256446,+
chr12,115256622,115256637,+
chr12,115256782,115256796,+
chr12,115257683,115257699,+
chr12,115257919,115257938,+
chr12,115258055,115258077,+
chr12,115258557,115258573,+
chr12,115258830,115258850,+
chr12,115293847,115293866,+
chr12,115373175,115373194,+
chr12,115379804,115379878,+
chr12,115379882,115379904,+
chr12,115380037,115380051,+
chr12,115403972,115403988,+
chr12,115404209,115404223,+
chr12,115461911,115461937,+
chr12,115471335,115471385,+
chr12,115759172,115759191,+
chr12,115803814,115803833,+
chr12,115851777,115851850,+
chr12,115920142,115920158,+
chr12,115963680,115963696,+
chr12,115967866,115967881,+
chr12,116010848,116010870,+
chr12,116282920,116282934,+
chr12,116284287,116284303,+
chr12,116313781,116313795,+
chr12,116313926,116313951,+
chr12,116316222,116316238,+
chr12,117655365,117655414,+
chr12,117655420,117655447,+
chr12,117942369,117942383,+
chr12,117994989,117995014,+
chr12,118255860,118255879,+
chr12,118301055,118301079,+
chr12,118373217,118373235,+
chr12,118376303,118376330,+
chr12,118377125,118377174,+
chr12,118428254,118428296,+
chr12,119148020,119148055,+
chr12,3236124,3236143,-
chr12,3427730,3427744,-
chr12,3427801,3427815,-
chr12,3427892,3427911,-
chr12,3440210,3440226,-
chr12,3440309,3440355,-
chr12,3441658,3441677,-
chr12,3441802,3441816,-
chr12,3441956,3441980,-
chr12,3547599,3547613,-
chr12,3547750,3547782,-
chr12,3556637,3556660,-
chr12,3569028,3569054,-
chr12,3569328,3569342,-
chr12,3745775,3745791,-
chr12,3781829,3781844,-
chr12,3871524,3871538,-
chr12,4477671,4477691,-
chr12,4558878,4558897,-
chr12,4593597,4593658,-
chr12,4843829,4843874,-
chr12,4907919,4907935,-
chr12,8351407,8351437,-
chr12,8500443,8500462,-
chr12,8500512,8500526,-
chr12,8502657,8502692,-
chr12,8521313,8521332,-
chr12,8968947,8968966,-
chr12,8969194,8969215,-
chr12,10387546,10387587,-
chr12,10387593,10387705,-
chr12,10390551,10390566,-
chr12,11229834,11229850,-
chr12,11230611,11230637,-
chr12,11276845,11276859,-
chr12,11279986,11280005,-
chr12,12115141,12115223,-
chr12,12247223,12247285,-
chr12,12264313,12264332,-
chr12,12289789,12289808,-
chr12,12302657,12302687,-
chr12,13508701,13508717,-
chr12,13518556,13518571,-
chr12,13518693,13518708,-
chr12,15809912,15809927,-
chr12,15814674,15814688,-
chr12,15815146,15815163,-
chr12,15816621,15816655,-
chr12,15968000,15968019,-
chr12,15998127,15998151,-
chr12,15998161,15998199,-
chr12,15998574,15998588,-
chr12,16006482,16006504,-
chr12,16008146,16008165,-
chr12,16008343,16008362,-
chr12,16009259,16009278,-
chr12,16133182,16133197,-
chr12,16133955,16133972,-
chr12,16134337,16134352,-
chr12,16134949,16134977,-
chr12,16210720,16210734,-
chr12,16296081,16296114,-
chr12,16526384,16526400,-
chr12,16569361,16569380,-
chr12,16591247,16591268,-
chr12,17032749,17032764,-
chr12,17266253,17266278,-
chr12,17348307,17348329,-
chr12,17545445,17545464,-
chr12,17703066,17703085,-
chr12,17727262,17727281,-
chr12,17728397,17728413,-
chr12,17737348,17737364,-
chr12,21286396,21286422,-
chr12,21417537,21417551,-
chr12,21451443,21451464,-
chr12,21459887,21459906,-
chr12,21463090,21463124,-
chr12,21480451,21480473,-
chr12,24975513,24975532,-
chr12,25010920,25010935,-
chr12,25013472,25013501,-
chr12,25164893,25164915,-
chr12,25187459,25187478,-
chr12,25316177,25316196,-
chr12,25784598,25784625,-
chr12,25864022,25864042,-
chr12,25864435,25864449,-
chr12,25864500,25864514,-
chr12,25918414,25918453,-
chr12,25956647,25956671,-
chr12,25958767,25958783,-
chr12,25959289,25959313,-
chr12,26057470,26057488,-
chr12,26057732,26057758,-
chr12,26057829,26057852,-
chr12,26068971,26068991,-
chr12,26069302,26069321,-
chr12,26080112,26080126,-
chr12,26080195,26080276,-
chr12,26470100,26470120,-
chr12,28808092,28808106,-
chr12,28834939,28834953,-
chr12,28835699,28835718,-
chr12,28835735,28835755,-
chr12,28846113,28846128,-
chr12,29290902,29290918,-
chr12,31392493,31392509,-
chr12,31634345,31634375,-
chr12,31756236,31756279,-
chr12,31756308,31756349,-
chr12,31949356,31949380,-
chr12,31950625,31950641,-
chr12,32208547,32208563,-
chr12,32212790,32212805,-
chr12,32489969,32489985,-
chr12,33036681,33036704,-
chr12,33302046,33302060,-
chr12,33302369,33302385,-
chr12,33302666,33302686,-
chr12,33302905,33302924,-
chr12,33411154,33411184,-
chr12,33411339,33411353,-
chr12,34907534,34907590,-
chr12,34990603,34990618,-
chr12,35007139,35007157,-
chr12,35046602,35046624,-
chr12,36019749,36019771,-
chr12,36039495,36039514,-
chr12,38778521,38778541,-
chr12,41023670,41023696,-
chr12,41168173,41168214,-
chr12,41500391,41500414,-
chr12,41728042,41728058,-
chr12,41786813,41786827,-
chr12,41852197,41852231,-
chr12,44210768,44210810,-
chr12,51830588,51830602,-
chr12,51830681,51830790,-
chr12,51848057,51848071,-
chr12,51886353,51886367,-
chr12,51971520,51971536,-
chr12,52061636,52061685,-
chr12,52524807,52524823,-
chr12,52524842,52524864,-
chr12,52605330,52605345,-
chr12,52605347,52605367,-
chr12,52767953,52768026,-
chr12,52818779,52818795,-
chr12,52818967,52818999,-
chr12,54398109,54398143,-
chr12,54398528,54398542,-
chr12,54398603,54398627,-
chr12,54568966,54569073,-
chr12,54660403,54660470,-
chr12,54697005,54697028,-
chr12,54697043,54697059,-
chr12,54697285,54697314,-
chr12,54863247,54863263,-
chr12,54868840,54868899,-
chr12,54869038,54869115,-
chr12,55303047,55303066,-
chr12,55303150,55303166,-
chr12,55316831,55316847,-
chr12,55357397,55357422,-
chr12,55357567,55357603,-
chr12,55366966,55366982,-
chr12,55464780,55464796,-
chr12,55465175,55465204,-
chr12,55489821,55489853,-
chr12,55820270,55820299,-
chr12,59012397,59012411,-
chr12,59131919,59131938,-
chr12,59132065,59132084,-
chr12,59170000,59170019,-
chr12,59170237,59170253,-
chr12,64918571,64918597,-
chr12,64975594,64975613,-
chr12,65173001,65173020,-
chr12,69159718,69159732,-
chr12,69229284,69229311,-
chr12,69229613,69229627,-
chr12,69242412,69242439,-
chr12,69256157,69256171,-
chr12,69257836,69257850,-
chr12,69296925,69296944,-
chr12,69351981,69352013,-
chr12,69352016,69352030,-
chr12,69352033,69352053,-
chr12,69354938,69354962,-
chr12,69355149,69355173,-
chr12,69361980,69361999,-
chr12,69385836,69385850,-
chr12,69411901,69411937,-
chr12,69413246,69413270,-
chr12,69413648,69413664,-
chr12,69423168,69423182,-
chr12,69447675,69447696,-
chr12,69447699,69447713,-
chr12,69476462,69476528,-
chr12,69530012,69530026,-
chr12,69583553,69583589,-
chr12,69725381,69725421,-
chr12,69725604,69725620,-
chr12,69863932,69863951,-
chr12,70135658,70135677,-
chr12,70136562,70136587,-
chr12,70137059,70137074,-
chr12,70280884,70280898,-
chr12,70713747,70713769,-
chr12,70713823,70713861,-
chr12,70941256,70941275,-
chr12,70968032,70968046,-
chr12,70969251,70969295,-
chr12,70969300,70969323,-
chr12,70969737,70969751,-
chr12,71006481,71006504,-
chr12,71014771,71014790,-
chr12,71017008,71017028,-
chr12,71040247,71040270,-
chr12,71047443,71047457,-
chr12,71048093,71048112,-
chr12,71048581,71048614,-
chr12,71192636,71192655,-
chr12,71193074,71193088,-
chr12,71933479,71933498,-
chr12,72694284,72694336,-
chr12,72762076,72762095,-
chr12,72777398,72777426,-
chr12,72844623,72844647,-
chr12,73382583,73382603,-
chr12,73382659,73382673,-
chr12,73578321,73578340,-
chr12,73586067,73586091,-
chr12,73587690,73587706,-
chr12,73593331,73593359,-
chr12,73593576,73593600,-
chr12,73594251,73594265,-
chr12,73595164,73595178,-
chr12,73596528,73596543,-
chr12,73599176,73599226,-
chr12,73599232,73599248,-
chr12,73599273,73599289,-
chr12,73604810,73604826,-
chr12,73605323,73605348,-
chr12,73610313,73610339,-
chr12,73612214,73612236,-
chr12,73618347,73618409,-
chr12,73633986,73634006,-
chr12,73679595,73679609,-
chr12,73686780,73686796,-
chr12,73692990,73693004,-
chr12,73710945,73710959,-
chr12,73716337,73716369,-
chr12,73842715,73842734,-
chr12,73881770,73881784,-
chr12,73908367,73908381,-
chr12,73964220,73964240,-
chr12,74024428,74024460,-
chr12,75412142,75412209,-
chr12,75449768,75449787,-
chr12,75654264,75654306,-
chr12,75654752,75654767,-
chr12,75658399,75658413,-
chr12,75670134,75670149,-
chr12,75733663,75733677,-
chr12,75734582,75734596,-
chr12,75736242,75736377,-
chr12,76362198,76362214,-
chr12,76367432,76367446,-
chr12,76370979,76371003,-
chr12,76766026,76766045,-
chr12,76778997,76779013,-
chr12,76837147,76837161,-
chr12,76837234,76837253,-
chr12,76845135,76845149,-
chr12,76852805,76852849,-
chr12,76854219,76854233,-
chr12,76962006,76962021,-
chr12,76962668,76962687,-
chr12,77113505,77113524,-
chr12,77113743,77113758,-
chr12,77130635,77130668,-
chr12,77133361,77133375,-
chr12,77177702,77177731,-
chr12,77179893,77179929,-
chr12,77193185,77193205,-
chr12,77193418,77193432,-
chr12,77237778,77237797,-
chr12,77240987,77241009,-
chr12,77535082,77535098,-
chr12,77535155,77535179,-
chr12,79296566,79296592,-
chr12,79296801,79296817,-
chr12,79442332,79442352,-
chr12,79444781,79444800,-
chr12,79444905,79444960,-
chr12,79625906,79625934,-
chr12,79626145,79626162,-
chr12,79627511,79627535,-
chr12,79647616,79647635,-
chr12,80109252,80109274,-
chr12,80113424,80113457,-
chr12,80113781,80113796,-
chr12,80114332,80114352,-
chr12,80115325,80115348,-
chr12,80115522,80115541,-
chr12,80116338,80116367,-
chr12,80117038,80117065,-
chr12,80272202,80272231,-
chr12,80273825,80273877,-
chr12,80791261,80791287,-
chr12,80791496,80791518,-
chr12,80792169,80792184,-
chr12,80793192,80793206,-
chr12,80815340,80815365,-
chr12,80816532,80816552,-
chr12,80833644,80833660,-
chr12,80945582,80945598,-
chr12,81788867,81788894,-
chr12,81848601,81848647,-
chr12,81848668,81848700,-
chr12,81859628,81859647,-
chr12,82166465,82166484,-
chr12,82186917,82186932,-
chr12,82187523,82187545,-
chr12,82187814,82187833,-
chr12,82190275,82190291,-
chr12,82190295,82190309,-
chr12,82203229,82203248,-
chr12,82203521,82203536,-
chr12,82208590,82208609,-
chr12,82208988,82209007,-
chr12,82245247,82245267,-
chr12,82245522,82245541,-
chr12,82284657,82284672,-
chr12,82285082,82285109,-
chr12,82349358,82349382,-
chr12,82349446,82349462,-
chr12,82349505,82349551,-
chr12,82350539,82350558,-
chr12,83520887,83520922,-
chr12,83597630,83597649,-
chr12,83632672,83632696,-
chr12,83689470,83689486,-
chr12,83689538,83689553,-
chr12,83762875,83762889,-
chr12,83954069,83954129,-
chr12,83987755,83987770,-
chr12,83988522,83988559,-
chr12,84175435,84175460,-
chr12,84175470,84175499,-
chr12,84177000,84177014,-
chr12,84219238,84219257,-
chr12,84220492,84220520,-
chr12,84222896,84222912,-
chr12,84762748,84762762,-
chr12,84971044,84971084,-
chr12,84995953,84995967,-
chr12,84996034,84996052,-
chr12,85123461,85123483,-
chr12,85270704,85270728,-
chr12,85270752,85270766,-
chr12,85416553,85416572,-
chr12,85445491,85445507,-
chr12,85447347,85447371,-
chr12,85455558,85455580,-
chr12,85456099,85456113,-
chr12,85457597,85457619,-
chr12,85471892,85471911,-
chr12,85624957,85624998,-
chr12,85686537,85686560,-
chr12,85794694,85794721,-
